date,CMCSA stock
2013-02-19,0
2013-02-20,64
2013-02-21,32
2013-02-22,34
2013-02-23,0
2013-02-24,0
2013-02-25,94
2013-02-26,31
2013-02-27,32
2013-02-28,32
2013-03-01,34
2013-03-02,0
2013-03-03,0
2013-03-04,95
2013-03-05,0
2013-03-06,0
2013-03-07,65
2013-03-08,0
2013-03-09,75
2013-03-10,0
2013-03-11,32
2013-03-12,31
2013-03-13,31
2013-03-14,63
2013-03-15,0
2013-03-16,37
2013-03-17,0
2013-03-18,0
2013-03-19,62
2013-03-20,47
2013-03-21,32
2013-03-22,33
2013-03-23,0
2013-03-24,0
2013-03-25,0
2013-03-26,0
2013-03-27,0
2013-03-28,34
2013-03-29,72
2013-03-30,0
2013-03-31,0
2013-04-01,0
2013-04-02,47
2013-04-03,31
2013-04-04,32
2013-04-05,65
2013-04-06,37
2013-04-07,37
2013-04-08,31
2013-04-09,77
2013-04-10,63
2013-04-11,31
2013-04-12,0
2013-04-13,0
2013-04-14,0
2013-04-15,31
2013-04-16,63
2013-04-17,0
2013-04-18,63
2013-04-19,66
2013-04-20,0
2013-04-21,0
2013-04-22,0
2013-04-23,0
2013-04-24,0
2013-04-25,0
2013-04-26,33
2013-04-27,37
2013-04-28,0
2013-04-29,0
2013-04-30,0
2013-05-01,68
2013-05-02,64
2013-05-03,67
2013-05-04,0
2013-05-05,0
2013-05-06,32
2013-05-07,31
2013-05-08,0
2013-05-09,33
2013-05-10,33
2013-05-11,38
2013-05-12,0
2013-05-13,31
2013-05-14,61
2013-05-15,31
2013-05-16,31
2013-05-17,98
2013-05-18,0
2013-05-19,0
2013-05-20,94
2013-05-21,31
2013-05-22,31
2013-05-23,31
2013-05-24,65
2013-05-25,38
2013-05-26,38
2013-05-27,0
2013-05-28,31
2013-05-29,46
2013-05-30,63
2013-05-31,0
2013-06-01,0
2013-06-02,0
2013-06-03,0
2013-06-04,62
2013-06-05,0
2013-06-06,0
2013-06-07,49
2013-06-08,38
2013-06-09,37
2013-06-10,31
2013-06-11,30
2013-06-12,0
2013-06-13,31
2013-06-14,50
2013-06-15,0
2013-06-16,38
2013-06-17,0
2013-06-18,31
2013-06-19,0
2013-06-20,32
2013-06-21,100
2013-06-22,39
2013-06-23,0
2013-06-24,0
2013-06-25,31
2013-06-26,0
2013-06-27,32
2013-06-28,33
2013-06-29,0
2013-06-30,0
2013-07-01,31
2013-07-02,31
2013-07-03,64
2013-07-04,33
2013-07-05,34
2013-07-06,40
2013-07-07,0
2013-07-08,64
2013-07-09,79
2013-07-10,0
2013-07-11,0
2013-07-12,34
2013-07-13,0
2013-07-14,39
2013-07-15,32
2013-07-16,32
2013-07-17,32
2013-07-18,49
2013-07-19,34
2013-07-20,0
2013-07-21,0
2013-07-22,47
2013-07-23,63
2013-07-24,32
2013-07-25,32
2013-07-26,67
2013-07-27,0
2013-07-28,0
2013-07-29,31
2013-07-30,31
2013-07-31,48
2013-08-01,65
2013-08-02,33
2013-08-03,39
2013-08-04,0
2013-08-05,32
2013-08-06,32
2013-08-07,0
2013-08-08,33
2013-08-09,0
2013-08-10,0
2013-08-11,0
2013-08-12,32
2013-08-13,31
2013-08-14,0
2013-08-15,67
2013-08-16,0
2013-08-17,0
2013-08-18,0
2013-08-19,0
2013-08-20,0
2013-08-21,47
2013-08-22,0
2013-08-23,0
2013-08-24,0
2013-08-25,37
2013-08-26,31
2013-08-27,30
2013-08-28,0
2013-08-29,0
2013-08-30,33
2013-08-31,37
2013-09-01,37
2013-09-02,31
2013-09-03,45
2013-09-04,30
2013-09-05,31
2013-09-06,0
2013-09-07,0
2013-09-08,0
2013-09-09,30
2013-09-10,89
2013-09-11,44
2013-09-12,0
2013-09-13,0
2013-09-14,36
2013-09-15,0
2013-09-16,59
2013-09-17,0
2013-09-18,0
2013-09-19,30
2013-09-20,64
2013-09-21,35
2013-09-22,0
2013-09-23,0
2013-09-24,0
2013-09-25,90
2013-09-26,0
2013-09-27,0
2013-09-28,0
2013-09-29,0
2013-09-30,29
2013-10-01,29
2013-10-02,30
2013-10-03,60
2013-10-04,63
2013-10-05,0
2013-10-06,35
2013-10-07,0
2013-10-08,0
2013-10-09,0
2013-10-10,30
2013-10-11,0
2013-10-12,0
2013-10-13,0
2013-10-14,30
2013-10-15,60
2013-10-16,0
2013-10-17,91
2013-10-18,31
2013-10-19,35
2013-10-20,0
2013-10-21,0
2013-10-22,58
2013-10-23,59
2013-10-24,90
2013-10-25,62
2013-10-26,35
2013-10-27,0
2013-10-28,29
2013-10-29,0
2013-10-30,29
2013-10-31,30
2013-11-01,32
2013-11-02,36
2013-11-03,0
2013-11-04,0
2013-11-05,88
2013-11-06,29
