date,CMCSA stock
2014-12-01,20
2014-12-02,61
2014-12-03,31
2014-12-04,0
2014-12-05,33
2014-12-06,25
2014-12-07,0
2014-12-08,43
2014-12-09,21
2014-12-10,42
2014-12-11,21
2014-12-12,44
2014-12-13,0
2014-12-14,0
2014-12-15,21
2014-12-16,32
2014-12-17,21
2014-12-18,66
2014-12-19,0
2014-12-20,0
2014-12-21,0
2014-12-22,45
2014-12-23,23
2014-12-24,0
2014-12-25,28
2014-12-26,25
2014-12-27,38
2014-12-28,0
2014-12-29,0
2014-12-30,0
2014-12-31,25
2015-01-01,0
2015-01-02,23
2015-01-03,0
2015-01-04,0
2015-01-05,21
2015-01-06,0
2015-01-07,21
2015-01-08,51
2015-01-09,21
2015-01-10,0
2015-01-11,0
2015-01-12,0
2015-01-13,0
2015-01-14,20
2015-01-15,20
2015-01-16,21
2015-01-17,24
2015-01-18,0
2015-01-19,20
2015-01-20,60
2015-01-21,0
2015-01-22,40
2015-01-23,41
2015-01-24,23
2015-01-25,23
2015-01-26,20
2015-01-27,20
2015-01-28,0
2015-01-29,40
2015-01-30,21
2015-01-31,0
2015-02-01,0
2015-02-02,29
2015-02-03,19
2015-02-04,39
2015-02-05,40
2015-02-06,21
2015-02-07,0
2015-02-08,0
2015-02-09,20
2015-02-10,0
2015-02-11,40
2015-02-12,41
2015-02-13,21
2015-02-14,0
2015-02-15,24
2015-02-16,21
2015-02-17,20
2015-02-18,20
2015-02-19,20
2015-02-20,21
2015-02-21,23
2015-02-22,0
2015-02-23,39
2015-02-24,49
2015-02-25,59
2015-02-26,40
2015-02-27,21
2015-02-28,0
2015-03-01,22
2015-03-02,0
2015-03-03,29
2015-03-04,0
2015-03-05,20
2015-03-06,42
2015-03-07,0
2015-03-08,23
2015-03-09,20
2015-03-10,0
2015-03-11,49
2015-03-12,40
2015-03-13,31
2015-03-14,0
2015-03-15,0
2015-03-16,59
2015-03-17,39
2015-03-18,20
2015-03-19,20
2015-03-20,40
2015-03-21,0
2015-03-22,0
2015-03-23,20
2015-03-24,0
2015-03-25,0
2015-03-26,23
2015-03-27,21
2015-03-28,0
2015-03-29,0
2015-03-30,100
2015-03-31,39
2015-04-01,20
2015-04-02,21
2015-04-03,22
2015-04-04,24
2015-04-05,0
2015-04-06,42
2015-04-07,0
2015-04-08,20
2015-04-09,40
2015-04-10,21
2015-04-11,0
2015-04-12,23
2015-04-13,20
2015-04-14,0
2015-04-15,30
2015-04-16,40
2015-04-17,21
2015-04-18,0
2015-04-19,47
2015-04-20,0
2015-04-21,79
2015-04-22,20
2015-04-23,60
2015-04-24,52
2015-04-25,23
2015-04-26,23
2015-04-27,20
2015-04-28,38
2015-04-29,20
2015-04-30,41
2015-05-01,22
2015-05-02,0
2015-05-03,23
2015-05-04,20
2015-05-05,20
2015-05-06,39
2015-05-07,40
2015-05-08,21
2015-05-09,0
2015-05-10,0
2015-05-11,20
2015-05-12,39
2015-05-13,20
2015-05-14,0
2015-05-15,31
2015-05-16,47
2015-05-17,0
2015-05-18,20
2015-05-19,77
2015-05-20,59
2015-05-21,20
2015-05-22,42
2015-05-23,0
2015-05-24,0
2015-05-25,20
2015-05-26,19
2015-05-27,39
2015-05-28,39
2015-05-29,41
2015-05-30,23
2015-05-31,23
2015-06-01,58
2015-06-02,39
2015-06-03,49
2015-06-04,61
2015-06-05,21
2015-06-06,0
2015-06-07,24
2015-06-08,20
2015-06-09,39
2015-06-10,59
2015-06-11,30
2015-06-12,21
2015-06-13,24
2015-06-14,24
2015-06-15,39
2015-06-16,0
2015-06-17,20
2015-06-18,20
2015-06-19,41
2015-06-20,0
2015-06-21,0
2015-06-22,29
2015-06-23,39
2015-06-24,20
2015-06-25,30
2015-06-26,0
2015-06-27,24
2015-06-28,0
2015-06-29,20
2015-06-30,0
2015-07-01,20
2015-07-02,40
2015-07-03,21
2015-07-04,24
2015-07-05,0
2015-07-06,19
2015-07-07,29
2015-07-08,20
2015-07-09,40
2015-07-10,41
2015-07-11,0
2015-07-12,0
2015-07-13,98
2015-07-14,40
2015-07-15,20
2015-07-16,41
2015-07-17,21
2015-07-18,0
2015-07-19,26
2015-07-20,0
2015-07-21,99
2015-07-22,20
2015-07-23,30
2015-07-24,42
2015-07-25,24
2015-07-26,24
2015-07-27,19
2015-07-28,20
2015-07-29,39
2015-07-30,20
2015-07-31,0
2015-08-01,24
2015-08-02,24
2015-08-03,60
2015-08-04,30
2015-08-05,40
2015-08-06,20
2015-08-07,42
2015-08-08,24
2015-08-09,0
2015-08-10,39
2015-08-11,39
2015-08-12,20
2015-08-13,0
2015-08-14,41
2015-08-15,24
2015-08-16,23
2015-08-17,49
2015-08-18,20
