date,CMCSA stock
2014-03-16,23
2014-03-17,20
2014-03-18,20
2014-03-19,20
2014-03-20,60
2014-03-21,21
2014-03-22,23
2014-03-23,0
2014-03-24,20
2014-03-25,19
2014-03-26,0
2014-03-27,20
2014-03-28,42
2014-03-29,0
2014-03-30,0
2014-03-31,39
2014-04-01,20
2014-04-02,20
2014-04-03,40
2014-04-04,21
2014-04-05,0
2014-04-06,0
2014-04-07,0
2014-04-08,0
2014-04-09,60
2014-04-10,61
2014-04-11,0
2014-04-12,0
2014-04-13,0
2014-04-14,20
2014-04-15,100
2014-04-16,0
2014-04-17,0
2014-04-18,0
2014-04-19,0
2014-04-20,0
2014-04-21,43
2014-04-22,39
2014-04-23,0
2014-04-24,0
2014-04-25,21
2014-04-26,0
2014-04-27,23
2014-04-28,20
2014-04-29,0
2014-04-30,0
2014-05-01,22
2014-05-02,65
2014-05-03,0
2014-05-04,0
2014-05-05,40
2014-05-06,20
2014-05-07,20
2014-05-08,20
2014-05-09,21
2014-05-10,0
2014-05-11,0
2014-05-12,0
2014-05-13,78
2014-05-14,20
2014-05-15,0
2014-05-16,41
2014-05-17,24
2014-05-18,0
2014-05-19,20
2014-05-20,0
2014-05-21,22
2014-05-22,22
2014-05-23,0
2014-05-24,0
2014-05-25,27
2014-05-26,0
2014-05-27,0
2014-05-28,0
2014-05-29,0
2014-05-30,0
2014-05-31,0
2014-06-01,27
2014-06-02,22
2014-06-03,22
2014-06-04,22
2014-06-05,22
2014-06-06,24
2014-06-07,0
2014-06-08,0
2014-06-09,22
2014-06-10,0
2014-06-11,22
2014-06-12,22
2014-06-13,46
2014-06-14,27
2014-06-15,0
2014-06-16,22
2014-06-17,0
2014-06-18,22
2014-06-19,0
2014-06-20,23
2014-06-21,0
2014-06-22,0
2014-06-23,0
2014-06-24,22
2014-06-25,0
2014-06-26,89
2014-06-27,24
2014-06-28,0
2014-06-29,0
2014-06-30,22
2014-07-01,66
2014-07-02,45
2014-07-03,46
2014-07-04,0
2014-07-05,0
2014-07-06,0
2014-07-07,0
2014-07-08,0
2014-07-09,22
2014-07-10,23
2014-07-11,47
2014-07-12,0
2014-07-13,0
2014-07-14,0
2014-07-15,0
2014-07-16,69
2014-07-17,0
2014-07-18,0
2014-07-19,0
2014-07-20,27
2014-07-21,0
2014-07-22,22
2014-07-23,69
2014-07-24,45
2014-07-25,24
2014-07-26,0
2014-07-27,0
2014-07-28,0
2014-07-29,90
2014-07-30,23
2014-07-31,0
2014-08-01,24
2014-08-02,0
2014-08-03,0
2014-08-04,67
2014-08-05,0
2014-08-06,0
2014-08-07,0
2014-08-08,24
2014-08-09,0
2014-08-10,0
2014-08-11,0
2014-08-12,0
2014-08-13,22
2014-08-14,0
2014-08-15,0
2014-08-16,27
2014-08-17,0
2014-08-18,22
2014-08-19,22
2014-08-20,22
2014-08-21,0
2014-08-22,0
2014-08-23,0
2014-08-24,0
2014-08-25,0
2014-08-26,0
2014-08-27,0
2014-08-28,0
2014-08-29,23
2014-08-30,26
2014-08-31,0
2014-09-01,0
2014-09-02,21
2014-09-03,0
2014-09-04,0
2014-09-05,44
2014-09-06,0
2014-09-07,0
2014-09-08,42
2014-09-09,0
2014-09-10,41
2014-09-11,0
2014-09-12,22
2014-09-13,0
2014-09-14,0
2014-09-15,42
2014-09-16,21
2014-09-17,42
2014-09-18,0
2014-09-19,22
2014-09-20,25
2014-09-21,0
2014-09-22,21
2014-09-23,21
2014-09-24,21
2014-09-25,0
2014-09-26,0
2014-09-27,0
2014-09-28,25
2014-09-29,0
2014-09-30,0
2014-10-01,21
2014-10-02,0
2014-10-03,0
2014-10-04,0
2014-10-05,0
2014-10-06,0
2014-10-07,0
2014-10-08,21
2014-10-09,0
2014-10-10,0
2014-10-11,0
2014-10-12,0
2014-10-13,0
2014-10-14,20
2014-10-15,41
2014-10-16,41
2014-10-17,64
2014-10-18,49
2014-10-19,0
2014-10-20,21
2014-10-21,20
2014-10-22,0
2014-10-23,0
2014-10-24,65
2014-10-25,0
2014-10-26,0
2014-10-27,60
2014-10-28,20
2014-10-29,20
2014-10-30,0
2014-10-31,0
2014-11-01,0
2014-11-02,0
2014-11-03,0
2014-11-04,0
2014-11-05,20
2014-11-06,0
2014-11-07,21
2014-11-08,0
2014-11-09,0
2014-11-10,40
2014-11-11,20
2014-11-12,40
2014-11-13,0
2014-11-14,21
2014-11-15,0
2014-11-16,0
2014-11-17,20
2014-11-18,0
2014-11-19,21
2014-11-20,20
2014-11-21,0
2014-11-22,0
2014-11-23,0
2014-11-24,39
2014-11-25,20
2014-11-26,20
2014-11-27,0
2014-11-28,0
2014-11-29,24
2014-11-30,0
2014-12-01,20
