date,CMCSA stock
2013-11-06,18
2013-11-07,18
2013-11-08,0
2013-11-09,0
2013-11-10,0
2013-11-11,18
2013-11-12,17
2013-11-13,0
2013-11-14,0
2013-11-15,0
2013-11-16,0
2013-11-17,0
2013-11-18,0
2013-11-19,0
2013-11-20,0
2013-11-21,0
2013-11-22,36
2013-11-23,0
2013-11-24,0
2013-11-25,17
2013-11-26,0
2013-11-27,70
2013-11-28,0
2013-11-29,19
2013-11-30,21
2013-12-01,0
2013-12-02,17
2013-12-03,34
2013-12-04,0
2013-12-05,0
2013-12-06,0
2013-12-07,0
2013-12-08,0
2013-12-09,0
2013-12-10,0
2013-12-11,17
2013-12-12,36
2013-12-13,19
2013-12-14,0
2013-12-15,0
2013-12-16,18
2013-12-17,0
2013-12-18,18
2013-12-19,18
2013-12-20,39
2013-12-21,0
2013-12-22,0
2013-12-23,39
2013-12-24,22
2013-12-25,23
2013-12-26,0
2013-12-27,19
2013-12-28,21
2013-12-29,0
2013-12-30,0
2013-12-31,21
2014-01-01,0
2014-01-02,0
2014-01-03,18
2014-01-04,0
2014-01-05,0
2014-01-06,17
2014-01-07,51
2014-01-08,17
2014-01-09,0
2014-01-10,18
2014-01-11,40
2014-01-12,0
2014-01-13,0
2014-01-14,50
2014-01-15,0
2014-01-16,17
2014-01-17,0
2014-01-18,0
2014-01-19,0
2014-01-20,0
2014-01-21,0
2014-01-22,17
2014-01-23,0
2014-01-24,0
2014-01-25,0
2014-01-26,0
2014-01-27,16
2014-01-28,50
2014-01-29,17
2014-01-30,51
2014-01-31,0
2014-02-01,0
2014-02-02,19
2014-02-03,16
2014-02-04,0
2014-02-05,17
2014-02-06,0
2014-02-07,19
2014-02-08,0
2014-02-09,0
2014-02-10,16
2014-02-11,97
2014-02-12,16
2014-02-13,100
2014-02-14,68
2014-02-15,0
2014-02-16,0
2014-02-17,0
2014-02-18,16
2014-02-19,0
2014-02-20,33
2014-02-21,0
2014-02-22,19
2014-02-23,0
2014-02-24,16
2014-02-25,49
2014-02-26,16
2014-02-27,50
2014-02-28,17
2014-03-01,20
2014-03-02,0
2014-03-03,33
2014-03-04,33
2014-03-05,0
2014-03-06,33
2014-03-07,52
2014-03-08,0
2014-03-09,0
2014-03-10,0
2014-03-11,16
2014-03-12,0
2014-03-13,0
2014-03-14,0
2014-03-15,19
2014-03-16,0
2014-03-17,0
2014-03-18,49
2014-03-19,33
2014-03-20,33
2014-03-21,35
2014-03-22,19
2014-03-23,0
2014-03-24,16
2014-03-25,0
2014-03-26,16
2014-03-27,17
2014-03-28,34
2014-03-29,0
2014-03-30,0
2014-03-31,0
2014-04-01,33
2014-04-02,17
2014-04-03,16
2014-04-04,86
2014-04-05,0
2014-04-06,0
2014-04-07,32
2014-04-08,16
2014-04-09,0
2014-04-10,0
2014-04-11,0
2014-04-12,0
2014-04-13,0
2014-04-14,17
2014-04-15,0
2014-04-16,0
2014-04-17,0
2014-04-18,0
2014-04-19,0
2014-04-20,0
2014-04-21,18
2014-04-22,98
2014-04-23,17
2014-04-24,17
2014-04-25,0
2014-04-26,0
2014-04-27,0
2014-04-28,33
2014-04-29,0
2014-04-30,33
2014-05-01,36
2014-05-02,0
2014-05-03,0
2014-05-04,19
2014-05-05,0
2014-05-06,0
2014-05-07,66
2014-05-08,17
2014-05-09,0
2014-05-10,0
2014-05-11,0
2014-05-12,0
2014-05-13,0
2014-05-14,17
2014-05-15,0
2014-05-16,0
2014-05-17,20
2014-05-18,0
2014-05-19,33
2014-05-20,0
2014-05-21,0
2014-05-22,0
2014-05-23,19
2014-05-24,0
2014-05-25,0
2014-05-26,0
2014-05-27,18
2014-05-28,18
2014-05-29,0
2014-05-30,0
2014-05-31,22
2014-06-01,0
2014-06-02,18
2014-06-03,0
2014-06-04,18
2014-06-05,37
2014-06-06,58
2014-06-07,0
2014-06-08,0
2014-06-09,0
2014-06-10,0
2014-06-11,18
2014-06-12,0
2014-06-13,19
2014-06-14,22
2014-06-15,0
2014-06-16,0
2014-06-17,0
2014-06-18,0
2014-06-19,0
2014-06-20,58
2014-06-21,23
2014-06-22,0
2014-06-23,0
2014-06-24,0
2014-06-25,55
2014-06-26,19
2014-06-27,20
2014-06-28,0
2014-06-29,23
2014-06-30,37
2014-07-01,0
2014-07-02,0
2014-07-03,19
2014-07-04,0
2014-07-05,23
2014-07-06,23
2014-07-07,37
2014-07-08,37
2014-07-09,37
2014-07-10,0
2014-07-11,0
2014-07-12,0
2014-07-13,0
2014-07-14,19
2014-07-15,18
2014-07-16,19
2014-07-17,19
2014-07-18,0
2014-07-19,0
2014-07-20,0
2014-07-21,0
2014-07-22,18
2014-07-23,19
2014-07-24,19
