date,CMCSA stock
2015-04-10,0
2015-04-11,21
2015-04-12,42
2015-04-13,0
2015-04-14,0
2015-04-15,35
2015-04-16,0
2015-04-17,0
2015-04-18,0
2015-04-19,0
2015-04-20,52
2015-04-21,35
2015-04-22,35
2015-04-23,36
2015-04-24,37
2015-04-25,21
2015-04-26,0
2015-04-27,35
2015-04-28,51
2015-04-29,35
2015-04-30,0
2015-05-01,40
2015-05-02,0
2015-05-03,0
2015-05-04,0
2015-05-05,18
2015-05-06,35
2015-05-07,0
2015-05-08,37
2015-05-09,0
2015-05-10,0
2015-05-11,0
2015-05-12,17
2015-05-13,18
2015-05-14,18
2015-05-15,37
2015-05-16,21
2015-05-17,20
2015-05-18,0
2015-05-19,0
2015-05-20,51
2015-05-21,0
2015-05-22,18
2015-05-23,0
2015-05-24,21
2015-05-25,0
2015-05-26,0
2015-05-27,34
2015-05-28,17
2015-05-29,55
2015-05-30,0
2015-05-31,0
2015-06-01,0
2015-06-02,17
2015-06-03,17
2015-06-04,36
2015-06-05,0
2015-06-06,0
2015-06-07,21
2015-06-08,17
2015-06-09,0
2015-06-10,35
2015-06-11,0
2015-06-12,18
2015-06-13,0
2015-06-14,0
2015-06-15,17
2015-06-16,34
2015-06-17,0
2015-06-18,0
2015-06-19,0
2015-06-20,0
2015-06-21,0
2015-06-22,52
2015-06-23,52
2015-06-24,35
2015-06-25,35
2015-06-26,18
2015-06-27,0
2015-06-28,0
2015-06-29,18
2015-06-30,0
2015-07-01,18
2015-07-02,0
2015-07-03,19
2015-07-04,0
2015-07-05,22
2015-07-06,17
2015-07-07,0
2015-07-08,0
2015-07-09,18
2015-07-10,18
2015-07-11,0
2015-07-12,0
2015-07-13,17
2015-07-14,35
2015-07-15,0
2015-07-16,18
2015-07-17,0
2015-07-18,23
2015-07-19,23
2015-07-20,18
2015-07-21,53
2015-07-22,35
2015-07-23,36
2015-07-24,0
2015-07-25,21
2015-07-26,21
2015-07-27,0
2015-07-28,17
2015-07-29,69
2015-07-30,18
2015-07-31,0
2015-08-01,0
2015-08-02,0
2015-08-03,0
2015-08-04,35
2015-08-05,35
2015-08-06,0
2015-08-07,0
2015-08-08,21
2015-08-09,0
2015-08-10,35
2015-08-11,0
2015-08-12,18
2015-08-13,18
2015-08-14,0
2015-08-15,21
2015-08-16,20
2015-08-17,35
2015-08-18,17
2015-08-19,52
2015-08-20,0
2015-08-21,18
2015-08-22,41
2015-08-23,20
2015-08-24,100
2015-08-25,50
2015-08-26,68
2015-08-27,17
2015-08-28,18
2015-08-29,0
2015-08-30,0
2015-08-31,34
2015-09-01,0
2015-09-02,34
2015-09-03,35
2015-09-04,0
2015-09-05,0
2015-09-06,0
2015-09-07,0
2015-09-08,0
2015-09-09,17
2015-09-10,17
2015-09-11,35
2015-09-12,0
2015-09-13,0
2015-09-14,0
2015-09-15,0
2015-09-16,17
2015-09-17,0
2015-09-18,0
2015-09-19,0
2015-09-20,0
2015-09-21,0
2015-09-22,0
2015-09-23,17
2015-09-24,0
2015-09-25,53
2015-09-26,40
2015-09-27,0
2015-09-28,16
2015-09-29,16
2015-09-30,0
2015-10-01,0
2015-10-02,17
2015-10-03,0
2015-10-04,19
2015-10-05,49
2015-10-06,32
2015-10-07,16
2015-10-08,33
2015-10-09,51
2015-10-10,58
2015-10-11,0
2015-10-12,17
2015-10-13,16
2015-10-14,32
2015-10-15,33
2015-10-16,51
2015-10-17,0
2015-10-18,0
2015-10-19,0
2015-10-20,32
2015-10-21,16
2015-10-22,33
2015-10-23,68
2015-10-24,0
2015-10-25,19
2015-10-26,16
2015-10-27,16
2015-10-28,16
2015-10-29,0
2015-10-30,17
2015-10-31,20
2015-11-01,0
2015-11-02,32
2015-11-03,16
2015-11-04,32
2015-11-05,16
2015-11-06,17
2015-11-07,0
2015-11-08,0
2015-11-09,0
2015-11-10,32
2015-11-11,0
2015-11-12,33
2015-11-13,0
2015-11-14,19
2015-11-15,37
2015-11-16,16
2015-11-17,32
2015-11-18,16
2015-11-19,33
2015-11-20,17
2015-11-21,0
2015-11-22,0
2015-11-23,16
2015-11-24,0
2015-11-25,0
2015-11-26,17
2015-11-27,34
2015-11-28,19
2015-11-29,0
2015-11-30,16
2015-12-01,0
2015-12-02,0
2015-12-03,16
2015-12-04,50
2015-12-05,0
2015-12-06,0
2015-12-07,0
2015-12-08,0
2015-12-09,16
2015-12-10,0
2015-12-11,67
2015-12-12,19
2015-12-13,0
2015-12-14,0
2015-12-15,0
2015-12-16,17
2015-12-17,0
2015-12-18,36
2015-12-19,20
2015-12-20,0
2015-12-21,17
2015-12-22,53
2015-12-23,18
2015-12-24,21
2015-12-25,0
2015-12-26,0
