date,CMCSA stock
2015-12-26,0
2015-12-27,0
2015-12-28,16
2015-12-29,16
2015-12-30,17
2015-12-31,18
2016-01-01,0
2016-01-02,0
2016-01-03,0
2016-01-04,32
2016-01-05,0
2016-01-06,16
2016-01-07,0
2016-01-08,16
2016-01-09,0
2016-01-10,0
2016-01-11,31
2016-01-12,0
2016-01-13,16
2016-01-14,16
2016-01-15,0
2016-01-16,0
2016-01-17,0
2016-01-18,0
2016-01-19,0
2016-01-20,16
2016-01-21,32
2016-01-22,0
2016-01-23,0
2016-01-24,0
2016-01-25,0
2016-01-26,31
2016-01-27,16
2016-01-28,16
2016-01-29,33
2016-01-30,0
2016-01-31,18
2016-02-01,16
2016-02-02,0
2016-02-03,31
2016-02-04,48
2016-02-05,82
2016-02-06,0
2016-02-07,0
2016-02-08,0
2016-02-09,16
2016-02-10,31
2016-02-11,16
2016-02-12,65
2016-02-13,18
2016-02-14,0
2016-02-15,16
2016-02-16,15
2016-02-17,0
2016-02-18,31
2016-02-19,64
2016-02-20,0
2016-02-21,0
2016-02-22,61
2016-02-23,0
2016-02-24,46
2016-02-25,0
2016-02-26,48
2016-02-27,0
2016-02-28,0
2016-02-29,15
2016-03-01,0
2016-03-02,30
2016-03-03,15
2016-03-04,16
2016-03-05,0
2016-03-06,0
2016-03-07,15
2016-03-08,15
2016-03-09,15
2016-03-10,0
2016-03-11,16
2016-03-12,18
2016-03-13,0
2016-03-14,0
2016-03-15,31
2016-03-16,15
2016-03-17,0
2016-03-18,33
2016-03-19,18
2016-03-20,0
2016-03-21,47
2016-03-22,0
2016-03-23,32
2016-03-24,17
2016-03-25,0
2016-03-26,0
2016-03-27,0
2016-03-28,0
2016-03-29,0
2016-03-30,16
2016-03-31,16
2016-04-01,16
2016-04-02,18
2016-04-03,0
2016-04-04,31
2016-04-05,0
2016-04-06,0
2016-04-07,16
2016-04-08,33
2016-04-09,35
2016-04-10,18
2016-04-11,16
2016-04-12,0
2016-04-13,47
2016-04-14,0
2016-04-15,0
2016-04-16,0
2016-04-17,0
2016-04-18,15
2016-04-19,16
2016-04-20,0
2016-04-21,16
2016-04-22,16
2016-04-23,0
2016-04-24,17
2016-04-25,15
2016-04-26,46
2016-04-27,31
2016-04-28,16
2016-04-29,16
2016-04-30,37
2016-05-01,0
2016-05-02,0
2016-05-03,31
2016-05-04,0
2016-05-05,16
2016-05-06,17
2016-05-07,0
2016-05-08,0
2016-05-09,0
2016-05-10,15
2016-05-11,0
2016-05-12,78
2016-05-13,32
2016-05-14,0
2016-05-15,0
2016-05-16,31
2016-05-17,15
2016-05-18,15
2016-05-19,31
2016-05-20,0
2016-05-21,0
2016-05-22,0
2016-05-23,15
2016-05-24,15
2016-05-25,47
2016-05-26,16
2016-05-27,33
2016-05-28,0
2016-05-29,0
2016-05-30,16
2016-05-31,0
2016-06-01,32
2016-06-02,16
2016-06-03,17
2016-06-04,0
2016-06-05,0
2016-06-06,16
2016-06-07,16
2016-06-08,0
2016-06-09,32
2016-06-10,17
2016-06-11,18
2016-06-12,0
2016-06-13,31
2016-06-14,0
2016-06-15,16
2016-06-16,16
2016-06-17,0
2016-06-18,0
2016-06-19,19
2016-06-20,16
2016-06-21,31
2016-06-22,0
2016-06-23,32
2016-06-24,100
2016-06-25,0
2016-06-26,0
2016-06-27,16
2016-06-28,32
2016-06-29,32
2016-06-30,0
2016-07-01,17
2016-07-02,19
2016-07-03,0
2016-07-04,0
2016-07-05,0
2016-07-06,34
2016-07-07,34
2016-07-08,88
2016-07-09,0
2016-07-10,0
2016-07-11,84
2016-07-12,50
2016-07-13,17
2016-07-14,16
2016-07-15,34
2016-07-16,0
2016-07-17,0
2016-07-18,50
2016-07-19,0
2016-07-20,50
2016-07-21,17
2016-07-22,17
2016-07-23,0
2016-07-24,0
2016-07-25,0
2016-07-26,33
2016-07-27,84
2016-07-28,83
2016-07-29,87
2016-07-30,20
2016-07-31,0
2016-08-01,0
2016-08-02,66
2016-08-03,17
2016-08-04,17
2016-08-05,36
2016-08-06,20
2016-08-07,0
2016-08-08,0
2016-08-09,17
2016-08-10,52
2016-08-11,35
2016-08-12,0
2016-08-13,0
2016-08-14,0
2016-08-15,18
2016-08-16,18
2016-08-17,0
2016-08-18,0
2016-08-19,55
2016-08-20,0
2016-08-21,0
2016-08-22,0
2016-08-23,52
2016-08-24,0
2016-08-25,0
2016-08-26,17
2016-08-27,0
2016-08-28,0
2016-08-29,0
2016-08-30,33
2016-08-31,16
2016-09-01,0
2016-09-02,34
2016-09-03,0
2016-09-04,0
2016-09-05,0
2016-09-06,0
2016-09-07,16
2016-09-08,33
2016-09-09,0
2016-09-10,0
2016-09-11,0
