date,TXN stock
2016-05-04,11
2016-05-05,22
2016-05-06,0
2016-05-07,12
2016-05-08,0
2016-05-09,11
2016-05-10,41
2016-05-11,21
2016-05-12,11
2016-05-13,0
2016-05-14,0
2016-05-15,12
2016-05-16,41
2016-05-17,10
2016-05-18,10
2016-05-19,21
2016-05-20,22
2016-05-21,0
2016-05-22,0
2016-05-23,21
2016-05-24,0
2016-05-25,53
2016-05-26,22
2016-05-27,11
2016-05-28,0
2016-05-29,0
2016-05-30,0
2016-05-31,0
2016-06-01,32
2016-06-02,11
2016-06-03,33
2016-06-04,0
2016-06-05,12
2016-06-06,11
2016-06-07,42
2016-06-08,74
2016-06-09,21
2016-06-10,11
2016-06-11,12
2016-06-12,0
2016-06-13,10
2016-06-14,31
2016-06-15,21
2016-06-16,0
2016-06-17,22
2016-06-18,0
2016-06-19,0
2016-06-20,11
2016-06-21,21
2016-06-22,0
2016-06-23,44
2016-06-24,45
2016-06-25,38
2016-06-26,0
2016-06-27,10
2016-06-28,42
2016-06-29,11
2016-06-30,11
2016-07-01,0
2016-07-02,0
2016-07-03,0
2016-07-04,0
2016-07-05,11
2016-07-06,23
2016-07-07,11
2016-07-08,35
2016-07-09,13
2016-07-10,13
2016-07-11,34
2016-07-12,22
2016-07-13,34
2016-07-14,11
2016-07-15,35
2016-07-16,0
2016-07-17,0
2016-07-18,45
2016-07-19,11
2016-07-20,0
2016-07-21,34
2016-07-22,11
2016-07-23,13
2016-07-24,0
2016-07-25,100
2016-07-26,99
2016-07-27,66
2016-07-28,34
2016-07-29,47
2016-07-30,0
2016-07-31,26
2016-08-01,22
2016-08-02,11
2016-08-03,0
2016-08-04,0
2016-08-05,12
2016-08-06,0
2016-08-07,0
2016-08-08,34
2016-08-09,11
2016-08-10,11
2016-08-11,12
2016-08-12,12
2016-08-13,0
2016-08-14,0
2016-08-15,37
2016-08-16,0
2016-08-17,12
2016-08-18,24
2016-08-19,37
2016-08-20,14
2016-08-21,0
2016-08-22,23
2016-08-23,35
2016-08-24,23
2016-08-25,11
2016-08-26,0
2016-08-27,0
2016-08-28,0
2016-08-29,22
2016-08-30,22
2016-08-31,21
2016-09-01,22
2016-09-02,0
2016-09-03,0
2016-09-04,0
2016-09-05,11
2016-09-06,11
2016-09-07,33
2016-09-08,33
2016-09-09,23
2016-09-10,0
2016-09-11,0
2016-09-12,0
2016-09-13,11
2016-09-14,22
2016-09-15,11
2016-09-16,11
2016-09-17,0
2016-09-18,0
2016-09-19,43
2016-09-20,21
2016-09-21,11
2016-09-22,33
2016-09-23,0
2016-09-24,0
2016-09-25,0
2016-09-26,0
2016-09-27,21
2016-09-28,0
2016-09-29,21
2016-09-30,0
2016-10-01,0
2016-10-02,12
2016-10-03,21
2016-10-04,11
2016-10-05,32
2016-10-06,11
2016-10-07,11
2016-10-08,12
2016-10-09,12
2016-10-10,21
2016-10-11,0
2016-10-12,11
2016-10-13,11
2016-10-14,11
2016-10-15,0
2016-10-16,24
2016-10-17,31
2016-10-18,21
2016-10-19,0
2016-10-20,31
2016-10-21,33
2016-10-22,0
2016-10-23,0
2016-10-24,52
2016-10-25,11
2016-10-26,42
2016-10-27,43
2016-10-28,22
2016-10-29,0
2016-10-30,0
2016-10-31,33
2016-11-01,11
2016-11-02,32
2016-11-03,21
2016-11-04,33
2016-11-05,0
2016-11-06,0
2016-11-07,41
2016-11-08,41
2016-11-09,38
2016-11-10,21
2016-11-11,11
2016-11-12,0
2016-11-13,12
2016-11-14,10
2016-11-15,42
2016-11-16,21
2016-11-17,21
2016-11-18,11
2016-11-19,0
2016-11-20,12
2016-11-21,21
2016-11-22,20
2016-11-23,21
2016-11-24,21
2016-11-25,22
2016-11-26,12
2016-11-27,0
2016-11-28,0
2016-11-29,20
2016-11-30,30
2016-12-01,21
2016-12-02,11
2016-12-03,0
2016-12-04,0
2016-12-05,18
2016-12-06,29
2016-12-07,30
2016-12-08,20
2016-12-09,10
2016-12-10,0
2016-12-11,11
2016-12-12,0
2016-12-13,50
2016-12-14,30
2016-12-15,31
2016-12-16,11
2016-12-17,0
2016-12-18,12
2016-12-19,10
2016-12-20,11
2016-12-21,54
2016-12-22,44
2016-12-23,34
2016-12-24,0
2016-12-25,0
2016-12-26,0
2016-12-27,22
2016-12-28,54
2016-12-29,0
2016-12-30,46
2016-12-31,12
2017-01-01,13
2017-01-02,21
2017-01-03,10
2017-01-04,31
2017-01-05,21
2017-01-06,32
2017-01-07,11
2017-01-08,0
2017-01-09,20
2017-01-10,10
2017-01-11,30
2017-01-12,59
2017-01-13,30
2017-01-14,0
2017-01-15,0
2017-01-16,10
2017-01-17,10
2017-01-18,29
2017-01-19,10
