date,TXN stock
2013-06-29,28
2013-06-30,28
2013-07-01,0
2013-07-02,0
2013-07-03,0
2013-07-04,25
2013-07-05,0
2013-07-06,29
2013-07-07,0
2013-07-08,0
2013-07-09,23
2013-07-10,35
2013-07-11,0
2013-07-12,62
2013-07-13,0
2013-07-14,56
2013-07-15,23
2013-07-16,46
2013-07-17,94
2013-07-18,47
2013-07-19,0
2013-07-20,0
2013-07-21,0
2013-07-22,69
2013-07-23,57
2013-07-24,23
2013-07-25,24
2013-07-26,49
2013-07-27,0
2013-07-28,0
2013-07-29,46
2013-07-30,23
2013-07-31,46
2013-08-01,83
2013-08-02,24
2013-08-03,29
2013-08-04,0
2013-08-05,46
2013-08-06,23
2013-08-07,23
2013-08-08,48
2013-08-09,37
2013-08-10,0
2013-08-11,0
2013-08-12,34
2013-08-13,0
2013-08-14,58
2013-08-15,24
2013-08-16,49
2013-08-17,0
2013-08-18,0
2013-08-19,23
2013-08-20,23
2013-08-21,0
2013-08-22,23
2013-08-23,0
2013-08-24,27
2013-08-25,0
2013-08-26,22
2013-08-27,0
2013-08-28,44
2013-08-29,34
2013-08-30,47
2013-08-31,27
2013-09-01,26
2013-09-02,22
2013-09-03,22
2013-09-04,33
2013-09-05,22
2013-09-06,35
2013-09-07,27
2013-09-08,0
2013-09-09,0
2013-09-10,21
2013-09-11,22
2013-09-12,22
2013-09-13,45
2013-09-14,26
2013-09-15,25
2013-09-16,21
2013-09-17,32
2013-09-18,0
2013-09-19,22
2013-09-20,23
2013-09-21,26
2013-09-22,0
2013-09-23,44
2013-09-24,54
2013-09-25,33
2013-09-26,22
2013-09-27,0
2013-09-28,0
2013-09-29,26
2013-09-30,43
2013-10-01,43
2013-10-02,0
2013-10-03,22
2013-10-04,23
2013-10-05,0
2013-10-06,25
2013-10-07,22
2013-10-08,21
2013-10-09,43
2013-10-10,22
2013-10-11,23
2013-10-12,0
2013-10-13,0
2013-10-14,22
2013-10-15,0
2013-10-16,22
2013-10-17,22
2013-10-18,23
2013-10-19,0
2013-10-20,0
2013-10-21,21
2013-10-22,42
2013-10-23,32
2013-10-24,54
2013-10-25,22
2013-10-26,26
2013-10-27,25
2013-10-28,31
2013-10-29,63
2013-10-30,21
2013-10-31,33
2013-11-01,35
2013-11-02,0
2013-11-03,0
2013-11-04,21
2013-11-05,32
2013-11-06,84
2013-11-07,21
2013-11-08,44
2013-11-09,0
2013-11-10,0
2013-11-11,21
2013-11-12,21
2013-11-13,21
2013-11-14,43
2013-11-15,45
2013-11-16,25
2013-11-17,24
2013-11-18,21
2013-11-19,0
2013-11-20,21
2013-11-21,21
2013-11-22,22
2013-11-23,49
2013-11-24,0
2013-11-25,31
2013-11-26,21
2013-11-27,0
2013-11-28,22
2013-11-29,0
2013-11-30,25
2013-12-01,23
2013-12-02,0
2013-12-03,0
2013-12-04,31
2013-12-05,21
2013-12-06,44
2013-12-07,25
2013-12-08,0
2013-12-09,31
2013-12-10,0
2013-12-11,42
2013-12-12,22
2013-12-13,22
2013-12-14,25
2013-12-15,0
2013-12-16,0
2013-12-17,32
2013-12-18,43
2013-12-19,33
2013-12-20,35
2013-12-21,39
2013-12-22,0
2013-12-23,70
2013-12-24,0
2013-12-25,0
2013-12-26,48
2013-12-27,35
2013-12-28,26
2013-12-29,25
2013-12-30,0
2013-12-31,26
2014-01-01,0
2014-01-02,22
2014-01-03,22
2014-01-04,0
2014-01-05,0
2014-01-06,41
2014-01-07,0
2014-01-08,0
2014-01-09,0
2014-01-10,21
2014-01-11,0
2014-01-12,0
2014-01-13,0
2014-01-14,80
2014-01-15,51
2014-01-16,31
2014-01-17,21
2014-01-18,48
2014-01-19,24
2014-01-20,20
2014-01-21,80
2014-01-22,50
2014-01-23,81
2014-01-24,0
2014-01-25,23
2014-01-26,0
2014-01-27,39
2014-01-28,20
2014-01-29,20
2014-01-30,0
2014-01-31,21
2014-02-01,0
2014-02-02,0
2014-02-03,30
2014-02-04,0
2014-02-05,100
2014-02-06,0
2014-02-07,45
2014-02-08,23
2014-02-09,0
2014-02-10,30
2014-02-11,29
2014-02-12,0
2014-02-13,0
2014-02-14,41
2014-02-15,0
2014-02-16,0
2014-02-17,0
2014-02-18,20
2014-02-19,20
2014-02-20,41
2014-02-21,0
2014-02-22,23
2014-02-23,0
2014-02-24,39
2014-02-25,49
2014-02-26,40
2014-02-27,20
2014-02-28,42
2014-03-01,24
2014-03-02,0
2014-03-03,20
2014-03-04,60
2014-03-05,80
2014-03-06,0
2014-03-07,21
2014-03-08,24
2014-03-09,0
2014-03-10,40
2014-03-11,40
2014-03-12,39
2014-03-13,41
2014-03-14,84
2014-03-15,0
2014-03-16,0
