date,TXN stock
2013-11-06,61
2013-11-07,0
2013-11-08,0
2013-11-09,25
2013-11-10,24
2013-11-11,0
2013-11-12,21
2013-11-13,21
2013-11-14,42
2013-11-15,66
2013-11-16,0
2013-11-17,0
2013-11-18,0
2013-11-19,0
2013-11-20,41
2013-11-21,21
2013-11-22,21
2013-11-23,73
2013-11-24,0
2013-11-25,20
2013-11-26,21
2013-11-27,0
2013-11-28,22
2013-11-29,66
2013-11-30,0
2013-12-01,23
2013-12-02,0
2013-12-03,41
2013-12-04,40
2013-12-05,41
2013-12-06,65
2013-12-07,25
2013-12-08,0
2013-12-09,20
2013-12-10,0
2013-12-11,20
2013-12-12,0
2013-12-13,0
2013-12-14,25
2013-12-15,0
2013-12-16,0
2013-12-17,21
2013-12-18,21
2013-12-19,22
2013-12-20,0
2013-12-21,26
2013-12-22,26
2013-12-23,46
2013-12-24,0
2013-12-25,0
2013-12-26,71
2013-12-27,23
2013-12-28,0
2013-12-29,25
2013-12-30,0
2013-12-31,25
2014-01-01,0
2014-01-02,0
2014-01-03,0
2014-01-04,0
2014-01-05,0
2014-01-06,21
2014-01-07,20
2014-01-08,0
2014-01-09,0
2014-01-10,21
2014-01-11,24
2014-01-12,0
2014-01-13,0
2014-01-14,39
2014-01-15,41
2014-01-16,20
2014-01-17,0
2014-01-18,0
2014-01-19,0
2014-01-20,40
2014-01-21,79
2014-01-22,0
2014-01-23,100
2014-01-24,0
2014-01-25,46
2014-01-26,0
2014-01-27,0
2014-01-28,38
2014-01-29,39
2014-01-30,40
2014-01-31,0
2014-02-01,0
2014-02-02,0
2014-02-03,19
2014-02-04,79
2014-02-05,20
2014-02-06,0
2014-02-07,22
2014-02-08,0
2014-02-09,23
2014-02-10,58
2014-02-11,77
2014-02-12,0
2014-02-13,0
2014-02-14,0
2014-02-15,0
2014-02-16,0
2014-02-17,20
2014-02-18,19
2014-02-19,20
2014-02-20,40
2014-02-21,0
2014-02-22,0
2014-02-23,0
2014-02-24,0
2014-02-25,0
2014-02-26,0
2014-02-27,0
2014-02-28,62
2014-03-01,0
2014-03-02,0
2014-03-03,39
2014-03-04,0
2014-03-05,98
2014-03-06,0
2014-03-07,0
2014-03-08,0
2014-03-09,0
2014-03-10,40
2014-03-11,39
2014-03-12,58
2014-03-13,40
2014-03-14,21
2014-03-15,0
2014-03-16,0
2014-03-17,20
2014-03-18,19
2014-03-19,0
2014-03-20,20
2014-03-21,62
2014-03-22,46
2014-03-23,0
2014-03-24,0
2014-03-25,19
2014-03-26,19
2014-03-27,0
2014-03-28,21
2014-03-29,70
2014-03-30,0
2014-03-31,39
2014-04-01,0
2014-04-02,20
2014-04-03,0
2014-04-04,20
2014-04-05,0
2014-04-06,23
2014-04-07,19
2014-04-08,19
2014-04-09,0
2014-04-10,20
2014-04-11,42
2014-04-12,24
2014-04-13,0
2014-04-14,20
2014-04-15,0
2014-04-16,61
2014-04-17,21
2014-04-18,0
2014-04-19,0
2014-04-20,0
2014-04-21,21
2014-04-22,0
2014-04-23,0
2014-04-24,20
2014-04-25,21
2014-04-26,0
2014-04-27,0
2014-04-28,0
2014-04-29,39
2014-04-30,20
2014-05-01,0
2014-05-02,42
2014-05-03,0
2014-05-04,0
2014-05-05,40
2014-05-06,20
2014-05-07,78
2014-05-08,59
2014-05-09,20
2014-05-10,23
2014-05-11,0
2014-05-12,0
2014-05-13,19
2014-05-14,0
2014-05-15,0
2014-05-16,20
2014-05-17,24
2014-05-18,0
2014-05-19,0
2014-05-20,0
2014-05-21,43
2014-05-22,22
2014-05-23,67
2014-05-24,0
2014-05-25,0
2014-05-26,0
2014-05-27,0
2014-05-28,0
2014-05-29,44
2014-05-30,0
2014-05-31,0
2014-06-01,26
2014-06-02,0
2014-06-03,0
2014-06-04,64
2014-06-05,0
2014-06-06,0
2014-06-07,27
2014-06-08,0
2014-06-09,0
2014-06-10,22
2014-06-11,22
2014-06-12,0
2014-06-13,0
2014-06-14,0
2014-06-15,0
2014-06-16,0
2014-06-17,0
2014-06-18,22
2014-06-19,67
2014-06-20,0
2014-06-21,27
2014-06-22,0
2014-06-23,0
2014-06-24,44
2014-06-25,43
2014-06-26,22
2014-06-27,47
2014-06-28,0
2014-06-29,0
2014-06-30,0
2014-07-01,66
2014-07-02,0
2014-07-03,46
2014-07-04,24
2014-07-05,27
2014-07-06,0
2014-07-07,22
2014-07-08,22
2014-07-09,22
2014-07-10,22
2014-07-11,0
2014-07-12,26
2014-07-13,0
2014-07-14,22
2014-07-15,22
2014-07-16,0
2014-07-17,22
2014-07-18,23
2014-07-19,0
2014-07-20,27
2014-07-21,0
2014-07-22,44
2014-07-23,23
2014-07-24,22
