date,TXN stock
2014-07-24,35
2014-07-25,0
2014-07-26,21
2014-07-27,0
2014-07-28,0
2014-07-29,35
2014-07-30,0
2014-07-31,18
2014-08-01,0
2014-08-02,21
2014-08-03,0
2014-08-04,34
2014-08-05,0
2014-08-06,35
2014-08-07,100
2014-08-08,55
2014-08-09,0
2014-08-10,0
2014-08-11,51
2014-08-12,0
2014-08-13,0
2014-08-14,17
2014-08-15,0
2014-08-16,0
2014-08-17,0
2014-08-18,0
2014-08-19,0
2014-08-20,17
2014-08-21,0
2014-08-22,35
2014-08-23,20
2014-08-24,0
2014-08-25,33
2014-08-26,17
2014-08-27,16
2014-08-28,0
2014-08-29,0
2014-08-30,0
2014-08-31,0
2014-09-01,0
2014-09-02,16
2014-09-03,0
2014-09-04,16
2014-09-05,0
2014-09-06,39
2014-09-07,0
2014-09-08,0
2014-09-09,16
2014-09-10,0
2014-09-11,32
2014-09-12,34
2014-09-13,0
2014-09-14,0
2014-09-15,0
2014-09-16,0
2014-09-17,0
2014-09-18,0
2014-09-19,0
2014-09-20,0
2014-09-21,0
2014-09-22,16
2014-09-23,0
2014-09-24,0
2014-09-25,0
2014-09-26,17
2014-09-27,0
2014-09-28,0
2014-09-29,32
2014-09-30,32
2014-10-01,32
2014-10-02,33
2014-10-03,0
2014-10-04,0
2014-10-05,0
2014-10-06,0
2014-10-07,16
2014-10-08,16
2014-10-09,0
2014-10-10,17
2014-10-11,0
2014-10-12,19
2014-10-13,31
2014-10-14,32
2014-10-15,32
2014-10-16,0
2014-10-17,50
2014-10-18,19
2014-10-19,0
2014-10-20,16
2014-10-21,31
2014-10-22,63
2014-10-23,48
2014-10-24,17
2014-10-25,0
2014-10-26,18
2014-10-27,0
2014-10-28,0
2014-10-29,48
2014-10-30,0
2014-10-31,68
2014-11-01,19
2014-11-02,37
2014-11-03,16
2014-11-04,46
2014-11-05,31
2014-11-06,16
2014-11-07,66
2014-11-08,0
2014-11-09,0
2014-11-10,16
2014-11-11,16
2014-11-12,16
2014-11-13,15
2014-11-14,32
2014-11-15,0
2014-11-16,0
2014-11-17,15
2014-11-18,17
2014-11-19,0
2014-11-20,0
2014-11-21,32
2014-11-22,0
2014-11-23,0
2014-11-24,31
2014-11-25,15
2014-11-26,31
2014-11-27,16
2014-11-28,0
2014-11-29,0
2014-11-30,0
2014-12-01,15
2014-12-02,15
2014-12-03,0
2014-12-04,15
2014-12-05,0
2014-12-06,0
2014-12-07,0
2014-12-08,15
2014-12-09,15
2014-12-10,31
2014-12-11,16
2014-12-12,16
2014-12-13,0
2014-12-14,0
2014-12-15,15
2014-12-16,16
2014-12-17,0
2014-12-18,32
2014-12-19,17
2014-12-20,38
2014-12-21,19
2014-12-22,17
2014-12-23,17
2014-12-24,19
2014-12-25,21
2014-12-26,0
2014-12-27,0
2014-12-28,0
2014-12-29,0
2014-12-30,0
2014-12-31,37
2015-01-01,0
2015-01-02,0
2015-01-03,0
2015-01-04,0
2015-01-05,31
2015-01-06,15
2015-01-07,15
2015-01-08,30
2015-01-09,15
2015-01-10,0
2015-01-11,17
2015-01-12,0
2015-01-13,15
2015-01-14,0
2015-01-15,0
2015-01-16,0
2015-01-17,0
2015-01-18,0
2015-01-19,0
2015-01-20,0
2015-01-21,0
2015-01-22,15
2015-01-23,15
2015-01-24,17
2015-01-25,0
2015-01-26,0
2015-01-27,58
2015-01-28,29
2015-01-29,15
2015-01-30,0
2015-01-31,0
2015-02-01,0
2015-02-02,29
2015-02-03,29
2015-02-04,44
2015-02-05,44
2015-02-06,46
2015-02-07,0
2015-02-08,0
2015-02-09,0
2015-02-10,0
2015-02-11,14
2015-02-12,15
2015-02-13,0
2015-02-14,0
2015-02-15,0
2015-02-16,0
2015-02-17,30
2015-02-18,0
2015-02-19,45
2015-02-20,15
2015-02-21,0
2015-02-22,17
2015-02-23,14
2015-02-24,29
2015-02-25,0
2015-02-26,15
2015-02-27,0
2015-02-28,0
2015-03-01,0
2015-03-02,43
2015-03-03,15
2015-03-04,44
2015-03-05,44
2015-03-06,31
2015-03-07,0
2015-03-08,0
2015-03-09,15
2015-03-10,43
2015-03-11,14
2015-03-12,0
2015-03-13,0
2015-03-14,17
2015-03-15,0
2015-03-16,15
2015-03-17,15
2015-03-18,29
2015-03-19,14
2015-03-20,0
2015-03-21,0
2015-03-22,0
2015-03-23,29
2015-03-24,0
2015-03-25,0
2015-03-26,17
2015-03-27,30
2015-03-28,0
2015-03-29,0
2015-03-30,29
2015-03-31,29
2015-04-01,0
2015-04-02,15
2015-04-03,0
2015-04-04,0
2015-04-05,0
2015-04-06,16
2015-04-07,0
2015-04-08,0
2015-04-09,58
2015-04-10,31
