date,TXN stock
2017-05-29,3
2017-05-30,19
2017-05-31,3
2017-06-01,16
2017-06-02,7
2017-06-03,8
2017-06-04,0
2017-06-05,3
2017-06-06,6
2017-06-07,16
2017-06-08,13
2017-06-09,16
2017-06-10,11
2017-06-11,0
2017-06-12,3
2017-06-13,12
2017-06-14,19
2017-06-15,13
2017-06-16,10
2017-06-17,0
2017-06-18,0
2017-06-19,13
2017-06-20,15
2017-06-21,6
2017-06-22,9
2017-06-23,6
2017-06-24,4
2017-06-25,0
2017-06-26,10
2017-06-27,16
2017-06-28,23
2017-06-29,17
2017-06-30,10
2017-07-01,0
2017-07-02,0
2017-07-03,10
2017-07-04,10
2017-07-05,7
2017-07-06,17
2017-07-07,3
2017-07-08,4
2017-07-09,8
2017-07-10,10
2017-07-11,16
2017-07-12,10
2017-07-13,10
2017-07-14,10
2017-07-15,11
2017-07-16,8
2017-07-17,23
2017-07-18,20
2017-07-19,10
2017-07-20,13
2017-07-21,10
2017-07-22,4
2017-07-23,7
2017-07-24,10
2017-07-25,26
2017-07-26,10
2017-07-27,22
2017-07-28,10
2017-07-29,0
2017-07-30,11
2017-07-31,3
2017-08-01,9
2017-08-02,9
2017-08-03,9
2017-08-04,3
2017-08-05,0
2017-08-06,4
2017-08-07,6
2017-08-08,6
2017-08-09,15
2017-08-10,3
2017-08-11,23
2017-08-12,22
2017-08-13,7
2017-08-14,16
2017-08-15,13
2017-08-16,16
2017-08-17,6
2017-08-18,13
2017-08-19,4
2017-08-20,0
2017-08-21,15
2017-08-22,15
2017-08-23,3
2017-08-24,13
2017-08-25,10
2017-08-26,4
2017-08-27,4
2017-08-28,12
2017-08-29,18
2017-08-30,12
2017-08-31,9
2017-09-01,7
2017-09-02,0
2017-09-03,4
2017-09-04,0
2017-09-05,3
2017-09-06,9
2017-09-07,6
2017-09-08,6
2017-09-09,0
2017-09-10,3
2017-09-11,3
2017-09-12,6
2017-09-13,18
2017-09-14,6
2017-09-15,6
2017-09-16,14
2017-09-17,0
2017-09-18,9
2017-09-19,3
2017-09-20,15
2017-09-21,15
2017-09-22,10
2017-09-23,11
2017-09-24,0
2017-09-25,12
2017-09-26,27
2017-09-27,12
2017-09-28,22
2017-09-29,16
2017-09-30,11
2017-10-01,7
2017-10-02,21
2017-10-03,12
2017-10-04,12
2017-10-05,18
2017-10-06,16
2017-10-07,7
2017-10-08,17
2017-10-09,9
2017-10-10,6
2017-10-11,18
2017-10-12,9
2017-10-13,32
2017-10-14,14
2017-10-15,18
2017-10-16,15
2017-10-17,18
2017-10-18,18
2017-10-19,28
2017-10-20,25
2017-10-21,14
2017-10-22,0
2017-10-23,30
2017-10-24,33
2017-10-25,27
2017-10-26,28
2017-10-27,22
2017-10-28,7
2017-10-29,3
2017-10-30,9
2017-10-31,30
2017-11-01,22
2017-11-02,15
2017-11-03,31
2017-11-04,7
2017-11-05,7
2017-11-06,9
2017-11-07,18
2017-11-08,24
2017-11-09,27
2017-11-10,27
2017-11-11,3
2017-11-12,7
2017-11-13,15
2017-11-14,24
2017-11-15,12
2017-11-16,12
2017-11-17,21
2017-11-18,3
2017-11-19,0
2017-11-20,6
2017-11-21,15
2017-11-22,18
2017-11-23,3
2017-11-24,6
2017-11-25,0
2017-11-26,7
2017-11-27,14
2017-11-28,29
2017-11-29,29
2017-11-30,30
2017-12-01,25
2017-12-02,10
2017-12-03,0
2017-12-04,12
2017-12-05,20
2017-12-06,9
2017-12-07,9
2017-12-08,12
2017-12-09,0
2017-12-10,0
2017-12-11,20
2017-12-12,6
2017-12-13,18
2017-12-14,18
2017-12-15,13
2017-12-16,7
2017-12-17,0
2017-12-18,39
2017-12-19,34
2017-12-20,40
2017-12-21,19
2017-12-22,17
2017-12-23,7
2017-12-24,8
2017-12-25,4
2017-12-26,13
2017-12-27,19
2017-12-28,16
2017-12-29,16
2017-12-30,7
2017-12-31,7
2018-01-01,4
2018-01-02,9
2018-01-03,24
2018-01-04,30
2018-01-05,30
2018-01-06,7
2018-01-07,7
2018-01-08,9
2018-01-09,23
2018-01-10,29
2018-01-11,23
2018-01-12,18
2018-01-13,7
2018-01-14,0
2018-01-15,12
2018-01-16,17
2018-01-17,40
2018-01-18,35
2018-01-19,15
2018-01-20,13
2018-01-21,3
2018-01-22,11
2018-01-23,100
2018-01-24,94
2018-01-25,72
2018-01-26,39
2018-01-27,13
2018-01-28,7
2018-01-29,28
2018-01-30,25
2018-01-31,43
2018-02-01,26
2018-02-02,39
2018-02-03,7
2018-02-04,3
2018-02-05,20
2018-02-06,34
2018-02-07,37
2018-02-08,17
2018-02-09,30
2018-02-10,10
2018-02-11,0
2018-02-12,29
2018-02-13,23
