date,TXN stock
2016-09-11,9
2016-09-12,8
2016-09-13,8
2016-09-14,24
2016-09-15,8
2016-09-16,16
2016-09-17,0
2016-09-18,0
2016-09-19,15
2016-09-20,8
2016-09-21,8
2016-09-22,24
2016-09-23,0
2016-09-24,0
2016-09-25,0
2016-09-26,0
2016-09-27,8
2016-09-28,8
2016-09-29,8
2016-09-30,8
2016-10-01,0
2016-10-02,17
2016-10-03,23
2016-10-04,0
2016-10-05,15
2016-10-06,16
2016-10-07,16
2016-10-08,0
2016-10-09,0
2016-10-10,8
2016-10-11,8
2016-10-12,8
2016-10-13,8
2016-10-14,8
2016-10-15,0
2016-10-16,26
2016-10-17,8
2016-10-18,15
2016-10-19,15
2016-10-20,23
2016-10-21,24
2016-10-22,9
2016-10-23,0
2016-10-24,23
2016-10-25,8
2016-10-26,62
2016-10-27,31
2016-10-28,8
2016-10-29,0
2016-10-30,0
2016-10-31,24
2016-11-01,0
2016-11-02,31
2016-11-03,15
2016-11-04,16
2016-11-05,9
2016-11-06,0
2016-11-07,15
2016-11-08,22
2016-11-09,14
2016-11-10,8
2016-11-11,24
2016-11-12,0
2016-11-13,0
2016-11-14,8
2016-11-15,23
2016-11-16,30
2016-11-17,15
2016-11-18,23
2016-11-19,0
2016-11-20,8
2016-11-21,7
2016-11-22,15
2016-11-23,8
2016-11-24,0
2016-11-25,16
2016-11-26,17
2016-11-27,8
2016-11-28,7
2016-11-29,14
2016-11-30,7
2016-12-01,0
2016-12-02,8
2016-12-03,0
2016-12-04,8
2016-12-05,7
2016-12-06,7
2016-12-07,7
2016-12-08,15
2016-12-09,8
2016-12-10,8
2016-12-11,0
2016-12-12,14
2016-12-13,29
2016-12-14,37
2016-12-15,30
2016-12-16,16
2016-12-17,9
2016-12-18,9
2016-12-19,15
2016-12-20,0
2016-12-21,16
2016-12-22,24
2016-12-23,8
2016-12-24,0
2016-12-25,0
2016-12-26,0
2016-12-27,16
2016-12-28,16
2016-12-29,8
2016-12-30,0
2016-12-31,9
2017-01-01,9
2017-01-02,8
2017-01-03,0
2017-01-04,7
2017-01-05,23
2017-01-06,8
2017-01-07,0
2017-01-08,0
2017-01-09,22
2017-01-10,14
2017-01-11,14
2017-01-12,14
2017-01-13,15
2017-01-14,8
2017-01-15,0
2017-01-16,14
2017-01-17,14
2017-01-18,14
2017-01-19,14
2017-01-20,7
2017-01-21,0
2017-01-22,0
2017-01-23,7
2017-01-24,64
2017-01-25,100
2017-01-26,49
2017-01-27,37
2017-01-28,25
2017-01-29,0
2017-01-30,7
2017-01-31,43
2017-02-01,28
2017-02-02,29
2017-02-03,15
2017-02-04,0
2017-02-05,0
2017-02-06,41
2017-02-07,56
2017-02-08,7
2017-02-09,35
2017-02-10,0
2017-02-11,0
2017-02-12,0
2017-02-13,14
2017-02-14,7
2017-02-15,21
2017-02-16,35
2017-02-17,14
2017-02-18,16
2017-02-19,0
2017-02-20,14
2017-02-21,28
2017-02-22,21
2017-02-23,22
2017-02-24,22
2017-02-25,0
2017-02-26,8
2017-02-27,27
2017-02-28,28
2017-03-01,40
2017-03-02,13
2017-03-03,14
2017-03-04,0
2017-03-05,0
2017-03-06,13
2017-03-07,26
2017-03-08,21
2017-03-09,14
2017-03-10,43
2017-03-11,8
2017-03-12,8
2017-03-13,13
2017-03-14,28
2017-03-15,14
2017-03-16,35
2017-03-17,15
2017-03-18,0
2017-03-19,16
2017-03-20,14
2017-03-21,35
2017-03-22,21
2017-03-23,21
2017-03-24,22
2017-03-25,16
2017-03-26,8
2017-03-27,21
2017-03-28,7
2017-03-29,28
2017-03-30,14
2017-03-31,22
2017-04-01,0
2017-04-02,0
2017-04-03,76
2017-04-04,14
2017-04-05,14
2017-04-06,28
2017-04-07,29
2017-04-08,0
2017-04-09,0
2017-04-10,14
2017-04-11,29
2017-04-12,14
2017-04-13,22
2017-04-14,8
2017-04-15,0
2017-04-16,8
2017-04-17,29
2017-04-18,14
2017-04-19,41
2017-04-20,14
2017-04-21,0
2017-04-22,0
2017-04-23,0
2017-04-24,21
2017-04-25,42
2017-04-26,41
2017-04-27,49
2017-04-28,22
2017-04-29,16
2017-04-30,17
2017-05-01,30
2017-05-02,28
2017-05-03,28
2017-05-04,14
2017-05-05,36
2017-05-06,0
2017-05-07,0
2017-05-08,14
2017-05-09,14
2017-05-10,7
2017-05-11,21
2017-05-12,7
2017-05-13,8
2017-05-14,8
2017-05-15,29
2017-05-16,30
2017-05-17,53
2017-05-18,37
2017-05-19,16
2017-05-20,9
2017-05-21,0
2017-05-22,15
2017-05-23,0
2017-05-24,30
2017-05-25,15
2017-05-26,57
2017-05-27,18
2017-05-28,0
2017-05-29,0
