date,TXN stock
2018-02-13,54
2018-02-14,55
2018-02-15,69
2018-02-16,71
2018-02-17,8
2018-02-18,0
2018-02-19,20
2018-02-20,47
2018-02-21,54
2018-02-22,34
2018-02-23,35
2018-02-24,23
2018-02-25,15
2018-02-26,73
2018-02-27,60
2018-02-28,100
2018-03-01,66
2018-03-02,77
2018-03-03,31
2018-03-04,0
2018-03-05,20
2018-03-06,53
2018-03-07,47
2018-03-08,41
2018-03-09,57
2018-03-10,39
2018-03-11,8
2018-03-12,33
2018-03-13,53
2018-03-14,60
2018-03-15,27
2018-03-16,14
2018-03-17,8
2018-03-18,7
2018-03-19,47
2018-03-20,53
2018-03-21,40
2018-03-22,55
2018-03-23,63
2018-03-24,8
2018-03-25,8
2018-03-26,27
2018-03-27,27
2018-03-28,49
2018-03-29,29
2018-03-30,15
2018-03-31,16
2018-04-01,0
2018-04-02,50
2018-04-03,40
2018-04-04,14
2018-04-05,28
2018-04-06,28
2018-04-07,8
2018-04-08,0
2018-04-09,54
