date,TXN stock
2013-02-19,28
2013-02-20,0
2013-02-21,28
2013-02-22,0
2013-02-23,0
2013-02-24,0
2013-02-25,27
2013-02-26,27
2013-02-27,27
2013-02-28,0
2013-03-01,58
2013-03-02,0
2013-03-03,0
2013-03-04,55
2013-03-05,28
2013-03-06,55
2013-03-07,56
2013-03-08,86
2013-03-09,32
2013-03-10,0
2013-03-11,0
2013-03-12,53
2013-03-13,53
2013-03-14,0
2013-03-15,0
2013-03-16,32
2013-03-17,0
2013-03-18,0
2013-03-19,80
2013-03-20,0
2013-03-21,27
2013-03-22,0
2013-03-23,0
2013-03-24,0
2013-03-25,27
2013-03-26,27
2013-03-27,28
2013-03-28,29
2013-03-29,0
2013-03-30,0
2013-03-31,0
2013-04-01,56
2013-04-02,0
2013-04-03,0
2013-04-04,27
2013-04-05,28
2013-04-06,0
2013-04-07,0
2013-04-08,53
2013-04-09,53
2013-04-10,54
2013-04-11,27
2013-04-12,28
2013-04-13,0
2013-04-14,33
2013-04-15,0
2013-04-16,27
2013-04-17,0
2013-04-18,54
2013-04-19,28
2013-04-20,0
2013-04-21,0
2013-04-22,27
2013-04-23,54
2013-04-24,0
2013-04-25,28
2013-04-26,28
2013-04-27,0
2013-04-28,32
2013-04-29,0
2013-04-30,55
2013-05-01,29
2013-05-02,83
2013-05-03,0
2013-05-04,0
2013-05-05,0
2013-05-06,27
2013-05-07,0
2013-05-08,27
2013-05-09,0
2013-05-10,0
2013-05-11,0
2013-05-12,0
2013-05-13,0
2013-05-14,0
2013-05-15,0
2013-05-16,27
2013-05-17,0
2013-05-18,0
2013-05-19,0
2013-05-20,82
2013-05-21,26
2013-05-22,0
2013-05-23,0
2013-05-24,0
2013-05-25,0
2013-05-26,0
2013-05-27,0
2013-05-28,26
2013-05-29,26
2013-05-30,27
2013-05-31,0
2013-06-01,0
2013-06-02,0
2013-06-03,53
2013-06-04,0
2013-06-05,27
2013-06-06,0
2013-06-07,0
2013-06-08,0
2013-06-09,0
2013-06-10,26
2013-06-11,53
2013-06-12,27
2013-06-13,0
2013-06-14,28
2013-06-15,66
2013-06-16,0
2013-06-17,27
2013-06-18,0
2013-06-19,0
2013-06-20,27
2013-06-21,0
2013-06-22,0
2013-06-23,0
2013-06-24,0
2013-06-25,27
2013-06-26,27
2013-06-27,0
2013-06-28,0
2013-06-29,0
2013-06-30,0
2013-07-01,0
2013-07-02,0
2013-07-03,0
2013-07-04,0
2013-07-05,0
2013-07-06,34
2013-07-07,0
2013-07-08,0
2013-07-09,0
2013-07-10,84
2013-07-11,0
2013-07-12,87
2013-07-13,0
2013-07-14,100
2013-07-15,0
2013-07-16,27
2013-07-17,84
2013-07-18,28
2013-07-19,0
2013-07-20,0
2013-07-21,0
2013-07-22,81
2013-07-23,27
2013-07-24,0
2013-07-25,28
2013-07-26,29
2013-07-27,0
2013-07-28,0
2013-07-29,54
2013-07-30,54
2013-07-31,82
2013-08-01,84
2013-08-02,29
2013-08-03,34
2013-08-04,0
2013-08-05,55
2013-08-06,83
2013-08-07,0
2013-08-08,28
2013-08-09,29
2013-08-10,0
2013-08-11,0
2013-08-12,28
2013-08-13,27
2013-08-14,28
2013-08-15,58
2013-08-16,0
2013-08-17,0
2013-08-18,0
2013-08-19,0
2013-08-20,27
2013-08-21,0
2013-08-22,27
2013-08-23,0
2013-08-24,0
2013-08-25,0
2013-08-26,0
2013-08-27,0
2013-08-28,26
2013-08-29,27
2013-08-30,0
2013-08-31,0
2013-09-01,0
2013-09-02,27
2013-09-03,26
2013-09-04,0
2013-09-05,27
2013-09-06,0
2013-09-07,0
2013-09-08,0
2013-09-09,0
2013-09-10,0
2013-09-11,26
2013-09-12,26
2013-09-13,0
2013-09-14,0
2013-09-15,30
2013-09-16,51
2013-09-17,76
2013-09-18,0
2013-09-19,26
2013-09-20,27
2013-09-21,30
2013-09-22,0
2013-09-23,77
2013-09-24,0
2013-09-25,52
2013-09-26,26
2013-09-27,55
2013-09-28,0
2013-09-29,30
2013-09-30,0
2013-10-01,25
2013-10-02,26
2013-10-03,0
2013-10-04,0
2013-10-05,0
2013-10-06,0
2013-10-07,25
2013-10-08,25
2013-10-09,26
2013-10-10,0
2013-10-11,27
2013-10-12,0
2013-10-13,0
2013-10-14,79
2013-10-15,0
2013-10-16,26
2013-10-17,26
2013-10-18,0
2013-10-19,61
2013-10-20,0
2013-10-21,75
2013-10-22,50
2013-10-23,0
2013-10-24,0
2013-10-25,0
2013-10-26,0
2013-10-27,0
2013-10-28,25
2013-10-29,49
2013-10-30,25
2013-10-31,52
2013-11-01,83
2013-11-02,0
2013-11-03,29
2013-11-04,50
2013-11-05,25
2013-11-06,0
