date,Fastenal,isPartial
2017-01-19,77,False
2017-01-20,55,False
2017-01-21,20,False
2017-01-22,11,False
2017-01-23,65,False
2017-01-24,66,False
2017-01-25,65,False
2017-01-26,67,False
2017-01-27,57,False
2017-01-28,21,False
2017-01-29,14,False
2017-01-30,50,False
2017-01-31,61,False
2017-02-01,58,False
2017-02-02,63,False
2017-02-03,59,False
2017-02-04,24,False
2017-02-05,11,False
2017-02-06,53,False
2017-02-07,62,False
2017-02-08,100,False
2017-02-09,58,False
2017-02-10,71,False
2017-02-11,26,False
2017-02-12,11,False
2017-02-13,52,False
2017-02-14,60,False
2017-02-15,61,False
2017-02-16,67,False
2017-02-17,54,False
2017-02-18,23,False
2017-02-19,14,False
2017-02-20,54,False
2017-02-21,54,False
2017-02-22,64,False
2017-02-23,66,False
2017-02-24,65,False
2017-02-25,28,False
2017-02-26,14,False
2017-02-27,67,False
2017-02-28,58,False
2017-03-01,68,False
2017-03-02,63,False
2017-03-03,60,False
2017-03-04,21,False
2017-03-05,14,False
2017-03-06,58,False
2017-03-07,53,False
2017-03-08,59,False
2017-03-09,60,False
2017-03-10,55,False
2017-03-11,19,False
2017-03-12,11,False
2017-03-13,54,False
2017-03-14,56,False
2017-03-15,68,False
2017-03-16,74,False
2017-03-17,63,False
2017-03-18,23,False
2017-03-19,13,False
2017-03-20,57,False
2017-03-21,71,False
2017-03-22,69,False
2017-03-23,68,False
2017-03-24,69,False
2017-03-25,26,False
2017-03-26,12,False
2017-03-27,69,False
2017-03-28,69,False
2017-03-29,65,False
2017-03-30,60,False
2017-03-31,55,False
2017-04-01,21,False
2017-04-02,17,False
2017-04-03,68,False
2017-04-04,60,False
2017-04-05,64,False
2017-04-06,71,False
2017-04-07,51,False
2017-04-08,24,False
2017-04-09,15,False
2017-04-10,65,False
2017-04-11,69,False
2017-04-12,73,False
2017-04-13,70,False
2017-04-14,49,False
2017-04-15,21,False
2017-04-16,7,False
2017-04-17,63,False
2017-04-18,73,False
2017-04-19,64,False
2017-04-20,62,False
2017-04-21,50,False
2017-04-22,21,False
2017-04-23,13,False
2017-04-24,74,False
2017-04-25,69,False
2017-04-26,59,False
2017-04-27,73,False
2017-04-28,62,False
2017-04-29,25,False
2017-04-30,13,False
2017-05-01,77,False
2017-05-02,66,False
2017-05-03,64,False
2017-05-04,61,False
2017-05-05,64,False
2017-05-06,22,False
2017-05-07,14,False
2017-05-08,62,False
2017-05-09,70,False
2017-05-10,65,False
2017-05-11,69,False
2017-05-12,65,False
2017-05-13,24,False
2017-05-14,11,False
2017-05-15,67,False
2017-05-16,67,False
2017-05-17,64,False
2017-05-18,65,False
2017-05-19,59,False
2017-05-20,26,False
2017-05-21,13,False
2017-05-22,58,False
2017-05-23,71,False
2017-05-24,76,False
2017-05-25,66,False
2017-05-26,60,False
2017-05-27,18,False
2017-05-28,12,False
2017-05-29,24,False
2017-05-30,67,False
2017-05-31,69,False
2017-06-01,63,False
2017-06-02,64,False
2017-06-03,21,False
2017-06-04,8,False
2017-06-05,64,False
2017-06-06,70,False
2017-06-07,70,False
2017-06-08,70,False
2017-06-09,67,False
2017-06-10,26,False
2017-06-11,16,False
2017-06-12,60,False
2017-06-13,70,False
2017-06-14,78,False
2017-06-15,80,False
2017-06-16,63,False
2017-06-17,16,False
2017-06-18,13,False
2017-06-19,64,False
2017-06-20,70,False
2017-06-21,71,False
2017-06-22,66,False
2017-06-23,64,False
2017-06-24,20,False
2017-06-25,12,False
2017-06-26,63,False
2017-06-27,74,False
2017-06-28,73,False
2017-06-29,69,False
2017-06-30,65,False
2017-07-01,23,False
2017-07-02,17,False
2017-07-03,44,False
2017-07-04,24,False
2017-07-05,56,False
2017-07-06,77,False
2017-07-07,64,False
2017-07-08,20,False
2017-07-09,17,False
2017-07-10,61,False
2017-07-11,70,False
2017-07-12,71,False
2017-07-13,70,False
2017-07-14,68,False
2017-07-15,21,False
2017-07-16,14,False
2017-07-17,69,False
2017-07-18,66,False
2017-07-19,72,False
2017-07-20,71,False
2017-07-21,60,False
2017-07-22,25,False
2017-07-23,15,False
2017-07-24,70,False
2017-07-25,73,False
2017-07-26,83,False
2017-07-27,70,False
2017-07-28,67,False
2017-07-29,31,False
2017-07-30,15,False
2017-07-31,85,False
2017-08-01,75,False
2017-08-02,75,False
2017-08-03,78,False
2017-08-04,63,False
2017-08-05,28,False
2017-08-06,14,False
2017-08-07,67,False
2017-08-08,77,False
2017-08-09,84,False
2017-08-10,79,False
2017-08-11,65,False
2017-08-12,26,False
2017-08-13,14,False
2017-08-14,77,False
2017-08-15,82,False
2017-08-16,85,False
2017-08-17,71,False
2017-08-18,72,False
2017-08-19,30,False
2017-08-20,17,False
2017-08-21,73,False
2017-08-22,80,False
2017-08-23,77,False
2017-08-24,69,False
2017-08-25,60,False
2017-08-26,22,False
2017-08-27,10,False
2017-08-28,73,False
2017-08-29,74,False
2017-08-30,73,False
2017-08-31,66,False
2017-09-01,63,False
2017-09-02,20,False
2017-09-03,16,False
2017-09-04,17,False
2017-09-05,70,False
2017-09-06,71,False
2017-09-07,76,False
2017-09-08,80,False
2017-09-09,25,False
2017-09-10,10,False
2017-09-11,71,False
2017-09-12,71,False
2017-09-13,78,False
2017-09-14,69,False
2017-09-15,61,False
2017-09-16,24,False
2017-09-17,13,False
2017-09-18,74,False
2017-09-19,81,False
2017-09-20,70,False
2017-09-21,65,False
2017-09-22,68,False
2017-09-23,21,False
2017-09-24,11,False
2017-09-25,69,False
2017-09-26,74,False
2017-09-27,59,False
2017-09-28,69,False
2017-09-29,62,False
2017-09-30,15,False
2017-10-01,13,False
2017-10-02,74,False
2017-10-03,68,False
2017-10-04,76,False
2017-10-05,77,False
2017-10-06,60,False
