date,ADI stock
2018-02-13,12
2018-02-14,34
2018-02-15,12
2018-02-16,36
2018-02-17,0
2018-02-18,13
2018-02-19,11
2018-02-20,23
2018-02-21,46
2018-02-22,0
2018-02-23,71
2018-02-24,0
2018-02-25,13
2018-02-26,11
2018-02-27,45
2018-02-28,100
2018-03-01,11
2018-03-02,47
2018-03-03,13
2018-03-04,0
2018-03-05,11
2018-03-06,11
2018-03-07,22
2018-03-08,11
2018-03-09,12
2018-03-10,39
2018-03-11,0
2018-03-12,11
2018-03-13,45
2018-03-14,33
2018-03-15,69
2018-03-16,23
2018-03-17,0
2018-03-18,0
2018-03-19,0
2018-03-20,45
2018-03-21,45
2018-03-22,0
2018-03-23,12
2018-03-24,0
2018-03-25,0
2018-03-26,0
2018-03-27,23
2018-03-28,23
2018-03-29,12
2018-03-30,26
2018-03-31,13
2018-04-01,0
2018-04-02,24
2018-04-03,11
2018-04-04,34
2018-04-05,23
2018-04-06,36
2018-04-07,0
2018-04-08,0
