date,ADI stock
2017-10-06,54
2017-10-07,15
2017-10-08,0
2017-10-09,0
2017-10-10,13
2017-10-11,13
2017-10-12,40
2017-10-13,40
2017-10-14,15
2017-10-15,15
2017-10-16,39
2017-10-17,0
2017-10-18,38
2017-10-19,26
2017-10-20,27
2017-10-21,15
2017-10-22,0
2017-10-23,25
2017-10-24,38
2017-10-25,25
2017-10-26,0
2017-10-27,13
2017-10-28,15
2017-10-29,0
2017-10-30,37
2017-10-31,13
2017-11-01,26
2017-11-02,52
2017-11-03,26
2017-11-04,0
2017-11-05,14
2017-11-06,25
2017-11-07,37
2017-11-08,63
2017-11-09,50
2017-11-10,39
2017-11-11,14
2017-11-12,0
2017-11-13,12
2017-11-14,37
2017-11-15,12
2017-11-16,12
2017-11-17,26
2017-11-18,14
2017-11-19,14
2017-11-20,74
2017-11-21,88
2017-11-22,100
2017-11-23,13
2017-11-24,26
2017-11-25,0
2017-11-26,0
2017-11-27,36
2017-11-28,97
2017-11-29,50
2017-11-30,0
2017-12-01,79
2017-12-02,0
2017-12-03,14
2017-12-04,25
2017-12-05,37
2017-12-06,37
2017-12-07,25
2017-12-08,26
2017-12-09,0
2017-12-10,0
2017-12-11,25
2017-12-12,12
2017-12-13,37
2017-12-14,0
2017-12-15,53
2017-12-16,0
2017-12-17,0
2017-12-18,25
2017-12-19,25
2017-12-20,13
2017-12-21,13
2017-12-22,14
2017-12-23,0
2017-12-24,0
2017-12-25,0
2017-12-26,28
2017-12-27,27
2017-12-28,27
2017-12-29,28
2017-12-30,15
2017-12-31,16
2018-01-01,0
2018-01-02,0
2018-01-03,25
2018-01-04,63
2018-01-05,38
2018-01-06,14
2018-01-07,14
2018-01-08,49
2018-01-09,12
2018-01-10,25
2018-01-11,61
2018-01-12,25
2018-01-13,14
2018-01-14,0
2018-01-15,12
2018-01-16,72
2018-01-17,36
2018-01-18,12
2018-01-19,50
2018-01-20,28
2018-01-21,0
2018-01-22,60
2018-01-23,36
2018-01-24,36
2018-01-25,37
2018-01-26,50
2018-01-27,0
2018-01-28,0
2018-01-29,24
2018-01-30,12
2018-01-31,12
2018-02-01,0
2018-02-02,25
2018-02-03,14
2018-02-04,14
2018-02-05,36
2018-02-06,48
2018-02-07,60
2018-02-08,48
2018-02-09,13
2018-02-10,14
2018-02-11,0
2018-02-12,25
2018-02-13,36
2018-02-14,12
2018-02-15,37
2018-02-16,51
2018-02-17,14
2018-02-18,0
2018-02-19,12
2018-02-20,48
2018-02-21,36
2018-02-22,12
2018-02-23,63
2018-02-24,14
2018-02-25,13
2018-02-26,24
2018-02-27,59
2018-02-28,47
2018-03-01,47
2018-03-02,37
2018-03-03,0
2018-03-04,0
2018-03-05,12
2018-03-06,12
2018-03-07,24
2018-03-08,0
2018-03-09,12
2018-03-10,14
2018-03-11,0
2018-03-12,24
2018-03-13,59
2018-03-14,24
2018-03-15,24
2018-03-16,25
2018-03-17,14
2018-03-18,0
2018-03-19,24
2018-03-20,48
2018-03-21,24
2018-03-22,12
2018-03-23,25
2018-03-24,14
2018-03-25,0
2018-03-26,36
2018-03-27,24
2018-03-28,50
2018-03-29,25
2018-03-30,41
2018-03-31,14
2018-04-01,14
2018-04-02,38
2018-04-03,24
2018-04-04,36
2018-04-05,37
2018-04-06,0
2018-04-07,0
2018-04-08,14
