date,ADI stock
2017-01-19,8
2017-01-20,0
2017-01-21,9
2017-01-22,0
2017-01-23,12
2017-01-24,4
2017-01-25,4
2017-01-26,4
2017-01-27,8
2017-01-28,0
2017-01-29,5
2017-01-30,8
2017-01-31,4
2017-02-01,12
2017-02-02,8
2017-02-03,13
2017-02-04,0
2017-02-05,0
2017-02-06,8
2017-02-07,4
2017-02-08,8
2017-02-09,4
2017-02-10,13
2017-02-11,9
2017-02-12,0
2017-02-13,8
2017-02-14,20
2017-02-15,20
2017-02-16,16
2017-02-17,16
2017-02-18,5
2017-02-19,0
2017-02-20,16
2017-02-21,12
2017-02-22,0
2017-02-23,12
2017-02-24,4
2017-02-25,9
2017-02-26,0
2017-02-27,0
2017-02-28,8
2017-03-01,8
2017-03-02,4
2017-03-03,4
2017-03-04,5
2017-03-05,0
2017-03-06,0
2017-03-07,0
2017-03-08,8
2017-03-09,8
2017-03-10,0
2017-03-11,0
2017-03-12,4
2017-03-13,0
2017-03-14,20
2017-03-15,20
2017-03-16,4
2017-03-17,8
2017-03-18,14
2017-03-19,0
2017-03-20,24
2017-03-21,16
2017-03-22,8
2017-03-23,12
2017-03-24,0
2017-03-25,5
2017-03-26,0
2017-03-27,4
2017-03-28,8
2017-03-29,4
2017-03-30,8
2017-03-31,8
2017-04-01,5
2017-04-02,14
2017-04-03,4
2017-04-04,0
2017-04-05,0
2017-04-06,0
2017-04-07,12
2017-04-08,0
2017-04-09,0
2017-04-10,4
2017-04-11,24
2017-04-12,16
2017-04-13,26
2017-04-14,14
2017-04-15,0
2017-04-16,5
2017-04-17,8
2017-04-18,8
2017-04-19,16
2017-04-20,8
2017-04-21,17
2017-04-22,0
2017-04-23,0
2017-04-24,8
2017-04-25,8
2017-04-26,8
2017-04-27,16
2017-04-28,8
2017-04-29,0
2017-04-30,5
2017-05-01,4
2017-05-02,12
2017-05-03,16
2017-05-04,4
2017-05-05,8
2017-05-06,9
2017-05-07,0
2017-05-08,12
2017-05-09,8
2017-05-10,0
2017-05-11,8
2017-05-12,13
2017-05-13,5
2017-05-14,0
2017-05-15,0
2017-05-16,0
2017-05-17,13
2017-05-18,13
2017-05-19,27
2017-05-20,0
2017-05-21,5
2017-05-22,17
2017-05-23,0
2017-05-24,17
2017-05-25,9
2017-05-26,28
2017-05-27,5
2017-05-28,0
2017-05-29,9
2017-05-30,21
2017-05-31,100
2017-06-01,48
2017-06-02,63
2017-06-03,5
2017-06-04,5
2017-06-05,38
2017-06-06,8
2017-06-07,25
2017-06-08,12
2017-06-09,17
2017-06-10,5
2017-06-11,5
2017-06-12,25
2017-06-13,0
2017-06-14,4
2017-06-15,4
2017-06-16,4
2017-06-17,5
2017-06-18,10
2017-06-19,25
2017-06-20,16
2017-06-21,8
2017-06-22,8
2017-06-23,9
2017-06-24,5
2017-06-25,5
2017-06-26,13
2017-06-27,13
2017-06-28,13
2017-06-29,9
2017-06-30,18
2017-07-01,5
2017-07-02,0
2017-07-03,4
2017-07-04,9
2017-07-05,18
2017-07-06,4
2017-07-07,9
2017-07-08,0
2017-07-09,10
2017-07-10,13
2017-07-11,4
2017-07-12,13
2017-07-13,22
2017-07-14,14
2017-07-15,0
2017-07-16,0
2017-07-17,9
2017-07-18,0
2017-07-19,4
2017-07-20,0
2017-07-21,0
2017-07-22,5
2017-07-23,0
2017-07-24,9
2017-07-25,4
2017-07-26,8
2017-07-27,4
2017-07-28,18
2017-07-29,0
2017-07-30,5
2017-07-31,0
2017-08-01,12
2017-08-02,16
2017-08-03,12
2017-08-04,4
2017-08-05,5
2017-08-06,0
2017-08-07,20
2017-08-08,4
2017-08-09,12
2017-08-10,13
2017-08-11,9
2017-08-12,0
2017-08-13,0
2017-08-14,0
2017-08-15,13
2017-08-16,8
2017-08-17,8
2017-08-18,17
2017-08-19,10
2017-08-20,0
2017-08-21,0
2017-08-22,12
2017-08-23,8
2017-08-24,4
2017-08-25,4
2017-08-26,0
2017-08-27,0
2017-08-28,4
2017-08-29,12
2017-08-30,29
2017-08-31,21
2017-09-01,13
2017-09-02,5
2017-09-03,0
2017-09-04,9
2017-09-05,8
2017-09-06,8
2017-09-07,8
2017-09-08,13
2017-09-09,5
2017-09-10,0
2017-09-11,8
2017-09-12,16
2017-09-13,4
2017-09-14,8
2017-09-15,0
2017-09-16,0
2017-09-17,0
2017-09-18,4
2017-09-19,8
2017-09-20,8
2017-09-21,4
2017-09-22,0
2017-09-23,0
2017-09-24,0
2017-09-25,4
2017-09-26,8
2017-09-27,0
2017-09-28,8
2017-09-29,13
2017-09-30,9
2017-10-01,9
2017-10-02,8
2017-10-03,12
2017-10-04,12
2017-10-05,8
2017-10-06,4
