date,ADI stock
2016-09-11,0
2016-09-12,18
2016-09-13,18
2016-09-14,0
2016-09-15,18
2016-09-16,37
2016-09-17,0
2016-09-18,39
2016-09-19,17
2016-09-20,17
2016-09-21,17
2016-09-22,0
2016-09-23,0
2016-09-24,0
2016-09-25,59
2016-09-26,0
2016-09-27,17
2016-09-28,17
2016-09-29,17
2016-09-30,18
2016-10-01,20
2016-10-02,0
2016-10-03,17
2016-10-04,17
2016-10-05,17
2016-10-06,0
2016-10-07,36
2016-10-08,0
2016-10-09,0
2016-10-10,0
2016-10-11,34
2016-10-12,0
2016-10-13,0
2016-10-14,36
2016-10-15,0
2016-10-16,0
2016-10-17,34
2016-10-18,0
2016-10-19,17
2016-10-20,0
2016-10-21,36
2016-10-22,0
2016-10-23,0
2016-10-24,0
2016-10-25,34
2016-10-26,0
2016-10-27,0
2016-10-28,0
2016-10-29,20
2016-10-30,0
2016-10-31,17
2016-11-01,0
2016-11-02,35
2016-11-03,51
2016-11-04,0
2016-11-05,0
2016-11-06,0
2016-11-07,0
2016-11-08,17
2016-11-09,15
2016-11-10,0
2016-11-11,0
2016-11-12,0
2016-11-13,0
2016-11-14,17
2016-11-15,17
2016-11-16,34
2016-11-17,51
2016-11-18,35
2016-11-19,38
2016-11-20,38
2016-11-21,33
2016-11-22,100
2016-11-23,0
2016-11-24,0
2016-11-25,17
2016-11-26,38
2016-11-27,0
2016-11-28,32
2016-11-29,0
2016-11-30,33
2016-12-01,50
2016-12-02,34
2016-12-03,0
2016-12-04,0
2016-12-05,60
2016-12-06,16
2016-12-07,49
2016-12-08,33
2016-12-09,0
2016-12-10,0
2016-12-11,18
2016-12-12,0
2016-12-13,32
2016-12-14,33
2016-12-15,34
2016-12-16,17
2016-12-17,39
2016-12-18,19
2016-12-19,17
2016-12-20,69
2016-12-21,70
2016-12-22,53
2016-12-23,37
2016-12-24,0
2016-12-25,0
2016-12-26,0
2016-12-27,35
2016-12-28,35
2016-12-29,18
2016-12-30,37
2016-12-31,0
2017-01-01,0
2017-01-02,0
2017-01-03,16
2017-01-04,0
2017-01-05,17
2017-01-06,34
2017-01-07,0
2017-01-08,0
2017-01-09,32
2017-01-10,16
2017-01-11,16
2017-01-12,48
2017-01-13,0
2017-01-14,0
2017-01-15,0
2017-01-16,32
2017-01-17,16
2017-01-18,16
2017-01-19,32
2017-01-20,33
2017-01-21,18
2017-01-22,0
2017-01-23,16
2017-01-24,0
2017-01-25,16
2017-01-26,16
2017-01-27,33
2017-01-28,0
2017-01-29,0
2017-01-30,0
2017-01-31,16
2017-02-01,31
2017-02-02,16
2017-02-03,49
2017-02-04,18
2017-02-05,18
2017-02-06,46
2017-02-07,16
2017-02-08,47
2017-02-09,0
2017-02-10,33
2017-02-11,18
2017-02-12,0
2017-02-13,31
2017-02-14,62
2017-02-15,95
2017-02-16,16
2017-02-17,78
2017-02-18,0
2017-02-19,0
2017-02-20,47
2017-02-21,15
2017-02-22,0
2017-02-23,16
2017-02-24,16
2017-02-25,18
2017-02-26,0
2017-02-27,15
2017-02-28,31
2017-03-01,30
2017-03-02,45
2017-03-03,16
2017-03-04,18
2017-03-05,0
2017-03-06,0
2017-03-07,15
2017-03-08,0
2017-03-09,31
2017-03-10,64
2017-03-11,0
2017-03-12,33
2017-03-13,14
2017-03-14,16
2017-03-15,77
2017-03-16,63
2017-03-17,33
2017-03-18,18
2017-03-19,0
2017-03-20,78
2017-03-21,46
2017-03-22,15
2017-03-23,31
2017-03-24,16
2017-03-25,36
2017-03-26,0
2017-03-27,16
2017-03-28,0
2017-03-29,31
2017-03-30,32
2017-03-31,49
2017-04-01,0
2017-04-02,18
2017-04-03,0
2017-04-04,31
2017-04-05,0
2017-04-06,0
2017-04-07,32
2017-04-08,0
2017-04-09,18
2017-04-10,0
2017-04-11,48
2017-04-12,0
2017-04-13,99
2017-04-14,71
2017-04-15,0
2017-04-16,19
2017-04-17,33
2017-04-18,15
2017-04-19,31
2017-04-20,16
2017-04-21,66
2017-04-22,0
2017-04-23,0
2017-04-24,31
2017-04-25,78
2017-04-26,31
2017-04-27,31
2017-04-28,16
2017-04-29,0
2017-04-30,0
2017-05-01,33
2017-05-02,15
2017-05-03,47
2017-05-04,47
2017-05-05,33
2017-05-06,0
2017-05-07,18
2017-05-08,47
2017-05-09,0
2017-05-10,0
2017-05-11,16
2017-05-12,49
2017-05-13,37
2017-05-14,0
2017-05-15,16
2017-05-16,0
2017-05-17,50
2017-05-18,67
2017-05-19,70
2017-05-20,0
2017-05-21,0
2017-05-22,33
2017-05-23,33
2017-05-24,51
2017-05-25,34
2017-05-26,90
2017-05-27,0
2017-05-28,0
2017-05-29,17
