date,Activision Blizzard,isPartial
2015-08-18,4,False
2015-08-19,4,False
2015-08-20,3,False
2015-08-21,2,False
2015-08-22,2,False
2015-08-23,2,False
2015-08-24,3,False
2015-08-25,4,False
2015-08-26,3,False
2015-08-27,3,False
2015-08-28,7,False
2015-08-29,2,False
2015-08-30,2,False
2015-08-31,3,False
2015-09-01,5,False
2015-09-02,4,False
2015-09-03,3,False
2015-09-04,1,False
2015-09-05,3,False
2015-09-06,3,False
2015-09-07,4,False
2015-09-08,3,False
2015-09-09,2,False
2015-09-10,3,False
2015-09-11,4,False
2015-09-12,3,False
2015-09-13,3,False
2015-09-14,3,False
2015-09-15,3,False
2015-09-16,3,False
2015-09-17,2,False
2015-09-18,3,False
2015-09-19,3,False
2015-09-20,4,False
2015-09-21,2,False
2015-09-22,2,False
2015-09-23,2,False
2015-09-24,2,False
2015-09-25,3,False
2015-09-26,1,False
2015-09-27,2,False
2015-09-28,2,False
2015-09-29,3,False
2015-09-30,2,False
2015-10-01,4,False
2015-10-02,3,False
2015-10-03,1,False
2015-10-04,3,False
2015-10-05,3,False
2015-10-06,2,False
2015-10-07,3,False
2015-10-08,2,False
2015-10-09,2,False
2015-10-10,3,False
2015-10-11,1,False
2015-10-12,3,False
2015-10-13,5,False
2015-10-14,5,False
2015-10-15,6,False
2015-10-16,3,False
2015-10-17,4,False
2015-10-18,3,False
2015-10-19,5,False
2015-10-20,7,False
2015-10-21,5,False
2015-10-22,6,False
2015-10-23,7,False
2015-10-24,4,False
2015-10-25,5,False
2015-10-26,5,False
2015-10-27,5,False
2015-10-28,4,False
2015-10-29,7,False
2015-10-30,6,False
2015-10-31,4,False
2015-11-01,2,False
2015-11-02,4,False
2015-11-03,100,False
2015-11-04,40,False
2015-11-05,21,False
2015-11-06,21,False
2015-11-07,23,False
2015-11-08,12,False
2015-11-09,15,False
2015-11-10,14,False
2015-11-11,10,False
2015-11-12,10,False
2015-11-13,10,False
2015-11-14,4,False
2015-11-15,5,False
2015-11-16,7,False
2015-11-17,6,False
2015-11-18,6,False
2015-11-19,10,False
2015-11-20,6,False
2015-11-21,3,False
2015-11-22,4,False
2015-11-23,4,False
2015-11-24,4,False
2015-11-25,4,False
2015-11-26,6,False
2015-11-27,2,False
2015-11-28,5,False
2015-11-29,2,False
2015-11-30,5,False
2015-12-01,6,False
2015-12-02,6,False
2015-12-03,4,False
2015-12-04,5,False
2015-12-05,4,False
2015-12-06,4,False
2015-12-07,4,False
2015-12-08,4,False
2015-12-09,8,False
2015-12-10,4,False
2015-12-11,4,False
2015-12-12,2,False
2015-12-13,2,False
2015-12-14,4,False
2015-12-15,3,False
2015-12-16,7,False
2015-12-17,5,False
2015-12-18,4,False
2015-12-19,3,False
2015-12-20,2,False
2015-12-21,5,False
2015-12-22,5,False
2015-12-23,3,False
2015-12-24,2,False
2015-12-25,3,False
2015-12-26,3,False
2015-12-27,1,False
2015-12-28,1,False
2015-12-29,3,False
2015-12-30,5,False
2015-12-31,5,False
2016-01-01,18,False
2016-01-02,8,False
2016-01-03,4,False
2016-01-04,9,False
2016-01-05,13,False
2016-01-06,7,False
2016-01-07,5,False
2016-01-08,3,False
2016-01-09,4,False
2016-01-10,2,False
2016-01-11,4,False
2016-01-12,4,False
2016-01-13,8,False
2016-01-14,5,False
2016-01-15,6,False
2016-01-16,3,False
2016-01-17,4,False
2016-01-18,3,False
2016-01-19,5,False
2016-01-20,4,False
2016-01-21,4,False
2016-01-22,4,False
2016-01-23,2,False
2016-01-24,2,False
2016-01-25,3,False
2016-01-26,4,False
2016-01-27,4,False
2016-01-28,5,False
2016-01-29,3,False
2016-01-30,4,False
2016-01-31,1,False
2016-02-01,4,False
2016-02-02,4,False
2016-02-03,3,False
2016-02-04,5,False
2016-02-05,5,False
2016-02-06,2,False
2016-02-07,2,False
2016-02-08,5,False
2016-02-09,4,False
2016-02-10,5,False
2016-02-11,9,False
2016-02-12,9,False
2016-02-13,4,False
2016-02-14,2,False
2016-02-15,4,False
2016-02-16,4,False
2016-02-17,3,False
2016-02-18,3,False
2016-02-19,5,False
2016-02-20,2,False
2016-02-21,1,False
2016-02-22,3,False
2016-02-23,8,False
2016-02-24,7,False
2016-02-25,5,False
2016-02-26,4,False
2016-02-27,2,False
2016-02-28,4,False
2016-02-29,5,False
2016-03-01,4,False
2016-03-02,2,False
2016-03-03,3,False
2016-03-04,6,False
2016-03-05,1,False
2016-03-06,2,False
2016-03-07,3,False
2016-03-08,6,False
2016-03-09,4,False
2016-03-10,4,False
2016-03-11,2,False
2016-03-12,3,False
2016-03-13,3,False
2016-03-14,3,False
2016-03-15,3,False
2016-03-16,2,False
2016-03-17,4,False
2016-03-18,3,False
2016-03-19,1,False
2016-03-20,2,False
2016-03-21,3,False
2016-03-22,3,False
2016-03-23,5,False
2016-03-24,3,False
2016-03-25,1,False
2016-03-26,3,False
2016-03-27,2,False
2016-03-28,3,False
2016-03-29,3,False
2016-03-30,3,False
2016-03-31,3,False
2016-04-01,5,False
2016-04-02,2,False
2016-04-03,3,False
