date,Activision Blizzard,isPartial
2017-01-19,21,False
2017-01-20,11,False
2017-01-21,5,False
2017-01-22,10,False
2017-01-23,17,False
2017-01-24,15,False
2017-01-25,2,False
2017-01-26,19,False
2017-01-27,13,False
2017-01-28,15,False
2017-01-29,7,False
2017-01-30,17,False
2017-01-31,11,False
2017-02-01,16,False
2017-02-02,17,False
2017-02-03,9,False
2017-02-04,10,False
2017-02-05,7,False
2017-02-06,21,False
2017-02-07,15,False
2017-02-08,15,False
2017-02-09,36,False
2017-02-10,100,False
2017-02-11,39,False
2017-02-12,24,False
2017-02-13,29,False
2017-02-14,15,False
2017-02-15,19,False
2017-02-16,27,False
2017-02-17,13,False
2017-02-18,17,False
2017-02-19,22,False
2017-02-20,13,False
2017-02-21,10,False
2017-02-22,10,False
2017-02-23,13,False
2017-02-24,15,False
2017-02-25,7,False
2017-02-26,5,False
2017-02-27,30,False
2017-02-28,17,False
2017-03-01,16,False
2017-03-02,6,False
2017-03-03,17,False
2017-03-04,2,False
2017-03-05,7,False
2017-03-06,6,False
2017-03-07,16,False
2017-03-08,18,False
2017-03-09,18,False
2017-03-10,11,False
2017-03-11,19,False
2017-03-12,11,False
2017-03-13,21,False
2017-03-14,27,False
2017-03-15,19,False
2017-03-16,17,False
2017-03-17,9,False
2017-03-18,17,False
2017-03-19,5,False
2017-03-20,21,False
2017-03-21,14,False
2017-03-22,6,False
2017-03-23,13,False
2017-03-24,17,False
2017-03-25,5,False
2017-03-26,15,False
2017-03-27,12,False
2017-03-28,21,False
2017-03-29,31,False
2017-03-30,28,False
2017-03-31,9,False
2017-04-01,10,False
2017-04-02,12,False
2017-04-03,27,False
2017-04-04,12,False
2017-04-05,16,False
2017-04-06,17,False
2017-04-07,26,False
2017-04-08,12,False
2017-04-09,10,False
2017-04-10,6,False
2017-04-11,8,False
2017-04-12,17,False
2017-04-13,13,False
2017-04-14,7,False
2017-04-15,7,False
2017-04-16,2,False
2017-04-17,13,False
2017-04-18,14,False
2017-04-19,12,False
2017-04-20,15,False
2017-04-21,13,False
2017-04-22,12,False
2017-04-23,9,False
2017-04-24,25,False
2017-04-25,14,False
2017-04-26,31,False
2017-04-27,29,False
2017-04-28,24,False
2017-04-29,7,False
2017-04-30,12,False
2017-05-01,27,False
2017-05-02,21,False
2017-05-03,19,False
2017-05-04,29,False
2017-05-05,48,False
2017-05-06,5,False
2017-05-07,17,False
2017-05-08,29,False
2017-05-09,27,False
2017-05-10,19,False
2017-05-11,28,False
2017-05-12,20,False
2017-05-13,10,False
2017-05-14,17,False
2017-05-15,15,False
2017-05-16,18,False
2017-05-17,13,False
2017-05-18,69,False
2017-05-19,80,False
2017-05-20,42,False
2017-05-21,15,False
2017-05-22,20,False
2017-05-23,17,False
2017-05-24,18,False
2017-05-25,30,False
2017-05-26,10,False
2017-05-27,11,False
2017-05-28,8,False
2017-05-29,21,False
2017-05-30,13,False
2017-05-31,15,False
2017-06-01,11,False
2017-06-02,21,False
