date,debt,isPartial
2018-02-13,100,False
2018-02-14,86,False
2018-02-15,89,False
2018-02-16,75,False
2018-02-17,59,False
2018-02-18,61,False
2018-02-19,76,False
2018-02-20,90,False
2018-02-21,86,False
2018-02-22,89,False
2018-02-23,81,False
2018-02-24,58,False
2018-02-25,58,False
2018-02-26,89,False
2018-02-27,88,False
2018-02-28,92,False
2018-03-01,83,False
2018-03-02,78,False
2018-03-03,58,False
2018-03-04,58,False
2018-03-05,85,False
2018-03-06,77,False
2018-03-07,88,False
2018-03-08,82,False
2018-03-09,78,False
2018-03-10,56,False
2018-03-11,61,False
2018-03-12,82,False
2018-03-13,84,False
2018-03-14,79,False
2018-03-15,88,False
2018-03-16,81,False
2018-03-17,61,False
2018-03-18,62,False
2018-03-19,87,False
2018-03-20,92,False
2018-03-21,85,False
2018-03-22,92,False
2018-03-23,82,False
2018-03-24,55,False
2018-03-25,63,False
2018-03-26,86,False
2018-03-27,88,False
2018-03-28,88,False
2018-03-29,81,False
2018-03-30,67,False
2018-03-31,54,False
2018-04-01,53,False
2018-04-02,78,False
2018-04-03,87,False
2018-04-04,84,False
2018-04-05,86,False
2018-04-06,85,False
2018-04-07,61,False
2018-04-08,67,False
2018-04-09,89,False
2018-04-10,87,False
2018-04-11,85,False
2018-04-12,88,False
2018-04-13,79,False
2018-04-14,60,False
2018-04-15,63,False
2018-04-16,86,False
2018-04-17,91,False
2018-04-18,97,False
2018-04-19,95,False
2018-04-20,86,False
2018-04-21,62,False
2018-04-22,68,False
2018-04-23,94,False
2018-04-24,97,False
2018-04-25,92,False
2018-04-26,88,False
2018-04-27,77,False
2018-04-28,54,False
2018-04-29,64,False
2018-04-30,83,False
2018-05-01,89,False
2018-05-02,88,False
2018-05-03,89,False
2018-05-04,78,False
2018-05-05,57,False
2018-05-06,60,False
2018-05-07,81,False
2018-05-08,92,False
2018-05-09,82,False
2018-05-10,88,False
2018-05-11,76,False
2018-05-12,57,False
2018-05-13,59,False
2018-05-14,82,False
2018-05-15,85,False
2018-05-16,80,False
2018-05-17,79,False
2018-05-18,73,False
2018-05-19,48,False
2018-05-20,58,False
2018-05-21,87,False
2018-05-22,87,False
2018-05-23,83,False
2018-05-24,80,False
2018-05-25,70,False
2018-05-26,53,False
2018-05-27,59,False
2018-05-28,60,False
2018-05-29,85,False
2018-05-30,89,False
2018-05-31,87,False
2018-06-01,77,False
2018-06-02,62,False
2018-06-03,65,False
2018-06-04,81,False
2018-06-05,81,False
2018-06-06,86,False
2018-06-07,80,False
2018-06-08,77,False
2018-06-09,64,False
2018-06-10,58,False
2018-06-11,78,False
2018-06-12,81,False
2018-06-13,78,False
2018-06-14,69,False
2018-06-15,68,False
2018-06-16,47,False
2018-06-17,46,False
2018-06-18,65,False
2018-06-19,74,False
2018-06-20,73,False
2018-06-21,70,False
2018-06-22,67,False
2018-06-23,47,False
2018-06-24,47,False
2018-06-25,71,False
2018-06-26,72,False
2018-06-27,73,False
2018-06-28,73,False
2018-06-29,70,False
