date,SBUX stock
2011-05-11,15
2011-05-12,44
2011-05-13,16
2011-05-14,0
2011-05-15,0
2011-05-16,0
2011-05-17,15
2011-05-18,29
2011-05-19,0
2011-05-20,16
2011-05-21,0
2011-05-22,0
2011-05-23,0
2011-05-24,15
2011-05-25,0
2011-05-26,15
2011-05-27,0
2011-05-28,0
2011-05-29,0
2011-05-30,31
2011-05-31,14
2011-06-01,30
2011-06-02,16
2011-06-03,0
2011-06-04,0
2011-06-05,19
2011-06-06,0
2011-06-07,44
2011-06-08,15
2011-06-09,0
2011-06-10,0
2011-06-11,19
2011-06-12,0
2011-06-13,0
2011-06-14,0
2011-06-15,0
2011-06-16,0
2011-06-17,0
2011-06-18,0
2011-06-19,0
2011-06-20,14
2011-06-21,15
2011-06-22,0
2011-06-23,0
2011-06-24,16
2011-06-25,0
2011-06-26,0
2011-06-27,0
2011-06-28,0
2011-06-29,0
2011-06-30,0
2011-07-01,0
2011-07-02,19
2011-07-03,0
2011-07-04,16
2011-07-05,0
2011-07-06,30
2011-07-07,15
2011-07-08,32
2011-07-09,0
2011-07-10,0
2011-07-11,29
2011-07-12,0
2011-07-13,15
2011-07-14,31
2011-07-15,16
2011-07-16,0
2011-07-17,0
2011-07-18,15
2011-07-19,29
2011-07-20,0
2011-07-21,0
2011-07-22,0
2011-07-23,0
2011-07-24,0
2011-07-25,14
2011-07-26,15
2011-07-27,15
2011-07-28,30
2011-07-29,31
2011-07-30,0
2011-07-31,19
2011-08-01,15
2011-08-02,45
2011-08-03,30
2011-08-04,30
2011-08-05,31
2011-08-06,0
2011-08-07,0
2011-08-08,14
2011-08-09,28
2011-08-10,29
2011-08-11,15
2011-08-12,62
2011-08-13,0
2011-08-14,18
2011-08-15,15
2011-08-16,0
2011-08-17,30
2011-08-18,14
2011-08-19,0
2011-08-20,0
2011-08-21,0
2011-08-22,14
2011-08-23,14
2011-08-24,0
2011-08-25,14
2011-08-26,15
2011-08-27,0
2011-08-28,17
2011-08-29,14
2011-08-30,14
2011-08-31,14
2011-09-01,0
2011-09-02,0
2011-09-03,0
2011-09-04,0
2011-09-05,0
2011-09-06,14
2011-09-07,28
2011-09-08,14
2011-09-09,100
2011-09-10,17
2011-09-11,0
2011-09-12,27
2011-09-13,0
2011-09-14,0
2011-09-15,27
2011-09-16,0
2011-09-17,0
2011-09-18,0
2011-09-19,13
2011-09-20,26
2011-09-21,27
2011-09-22,41
2011-09-23,29
2011-09-24,0
2011-09-25,17
2011-09-26,0
2011-09-27,13
2011-09-28,13
2011-09-29,14
2011-09-30,28
2011-10-01,17
2011-10-02,0
2011-10-03,14
2011-10-04,13
2011-10-05,0
2011-10-06,40
2011-10-07,28
2011-10-08,0
2011-10-09,16
2011-10-10,0
2011-10-11,12
2011-10-12,13
2011-10-13,40
2011-10-14,14
2011-10-15,16
2011-10-16,0
2011-10-17,26
2011-10-18,39
2011-10-19,0
2011-10-20,13
2011-10-21,28
2011-10-22,0
2011-10-23,0
2011-10-24,26
2011-10-25,13
2011-10-26,13
2011-10-27,53
2011-10-28,0
2011-10-29,16
2011-10-30,0
2011-10-31,0
2011-11-01,28
2011-11-02,26
2011-11-03,52
2011-11-04,67
2011-11-05,0
2011-11-06,16
2011-11-07,13
2011-11-08,65
2011-11-09,13
2011-11-10,26
2011-11-11,41
2011-11-12,16
2011-11-13,0
2011-11-14,26
2011-11-15,26
2011-11-16,26
2011-11-17,13
2011-11-18,14
2011-11-19,0
2011-11-20,31
2011-11-21,38
2011-11-22,0
2011-11-23,39
2011-11-24,14
2011-11-25,0
2011-11-26,32
2011-11-27,0
2011-11-28,25
2011-11-29,0
2011-11-30,0
2011-12-01,13
2011-12-02,0
2011-12-03,31
2011-12-04,15
2011-12-05,25
2011-12-06,0
2011-12-07,51
2011-12-08,26
2011-12-09,27
2011-12-10,15
2011-12-11,0
2011-12-12,25
2011-12-13,13
2011-12-14,13
2011-12-15,13
2011-12-16,0
2011-12-17,16
2011-12-18,15
2011-12-19,0
2011-12-20,13
2011-12-21,13
2011-12-22,28
2011-12-23,15
2011-12-24,18
2011-12-25,0
2011-12-26,0
2011-12-27,14
2011-12-28,0
2011-12-29,14
2011-12-30,0
2011-12-31,0
2012-01-01,0
2012-01-02,0
2012-01-03,13
2012-01-04,38
2012-01-05,25
2012-01-06,26
2012-01-07,0
2012-01-08,15
2012-01-09,0
2012-01-10,0
2012-01-11,24
2012-01-12,0
2012-01-13,38
2012-01-14,15
2012-01-15,0
2012-01-16,12
2012-01-17,0
2012-01-18,12
2012-01-19,12
2012-01-20,12
2012-01-21,0
2012-01-22,0
2012-01-23,12
2012-01-24,12
2012-01-25,24
2012-01-26,25
