date,Mondelez,isPartial
2017-01-19,35,False
2017-01-20,26,False
2017-01-21,14,False
2017-01-22,14,False
2017-01-23,23,False
2017-01-24,27,False
2017-01-25,26,False
2017-01-26,24,False
2017-01-27,20,False
2017-01-28,13,False
2017-01-29,12,False
2017-01-30,20,False
2017-01-31,29,False
2017-02-01,29,False
2017-02-02,31,False
2017-02-03,22,False
2017-02-04,16,False
2017-02-05,20,False
2017-02-06,21,False
2017-02-07,29,False
2017-02-08,38,False
2017-02-09,34,False
2017-02-10,31,False
2017-02-11,23,False
2017-02-12,12,False
2017-02-13,25,False
2017-02-14,31,False
2017-02-15,30,False
2017-02-16,36,False
2017-02-17,46,False
2017-02-18,19,False
2017-02-19,29,False
2017-02-20,35,False
2017-02-21,36,False
2017-02-22,30,False
2017-02-23,29,False
2017-02-24,23,False
2017-02-25,16,False
2017-02-26,17,False
2017-02-27,25,False
2017-02-28,30,False
2017-03-01,28,False
2017-03-02,27,False
2017-03-03,24,False
2017-03-04,16,False
2017-03-05,17,False
2017-03-06,27,False
2017-03-07,31,False
2017-03-08,21,False
2017-03-09,30,False
2017-03-10,21,False
2017-03-11,13,False
2017-03-12,17,False
2017-03-13,25,False
2017-03-14,24,False
2017-03-15,24,False
2017-03-16,18,False
2017-03-17,21,False
2017-03-18,18,False
2017-03-19,16,False
2017-03-20,23,False
2017-03-21,27,False
2017-03-22,31,False
2017-03-23,24,False
2017-03-24,26,False
2017-03-25,17,False
2017-03-26,13,False
2017-03-27,24,False
2017-03-28,27,False
2017-03-29,27,False
2017-03-30,27,False
2017-03-31,22,False
2017-04-01,15,False
2017-04-02,12,False
2017-04-03,30,False
2017-04-04,25,False
2017-04-05,26,False
2017-04-06,29,False
2017-04-07,25,False
2017-04-08,14,False
2017-04-09,13,False
2017-04-10,30,False
2017-04-11,31,False
2017-04-12,29,False
2017-04-13,20,False
2017-04-14,16,False
2017-04-15,16,False
2017-04-16,15,False
2017-04-17,22,False
2017-04-18,27,False
2017-04-19,27,False
2017-04-20,26,False
2017-04-21,26,False
2017-04-22,12,False
2017-04-23,13,False
2017-04-24,24,False
2017-04-25,23,False
2017-04-26,24,False
2017-04-27,27,False
2017-04-28,21,False
2017-04-29,20,False
2017-04-30,11,False
2017-05-01,18,False
2017-05-02,32,False
2017-05-03,27,False
2017-05-04,33,False
2017-05-05,24,False
2017-05-06,12,False
2017-05-07,12,False
2017-05-08,27,False
2017-05-09,26,False
2017-05-10,21,False
2017-05-11,28,False
2017-05-12,17,False
2017-05-13,9,False
2017-05-14,18,False
2017-05-15,24,False
2017-05-16,28,False
2017-05-17,27,False
2017-05-18,22,False
2017-05-19,28,False
2017-05-20,10,False
2017-05-21,13,False
2017-05-22,26,False
2017-05-23,23,False
2017-05-24,26,False
2017-05-25,19,False
2017-05-26,17,False
2017-05-27,7,False
2017-05-28,12,False
2017-05-29,21,False
2017-05-30,27,False
2017-05-31,24,False
2017-06-01,20,False
2017-06-02,22,False
2017-06-03,15,False
2017-06-04,12,False
2017-06-05,21,False
2017-06-06,26,False
2017-06-07,28,False
2017-06-08,18,False
2017-06-09,19,False
2017-06-10,8,False
2017-06-11,12,False
2017-06-12,18,False
2017-06-13,25,False
2017-06-14,25,False
2017-06-15,26,False
2017-06-16,26,False
2017-06-17,12,False
2017-06-18,7,False
2017-06-19,23,False
2017-06-20,22,False
2017-06-21,24,False
2017-06-22,30,False
2017-06-23,21,False
2017-06-24,9,False
2017-06-25,13,False
2017-06-26,24,False
2017-06-27,100,False
2017-06-28,73,False
2017-06-29,40,False
2017-06-30,30,False
2017-07-01,13,False
2017-07-02,12,False
2017-07-03,20,False
2017-07-04,25,False
2017-07-05,25,False
2017-07-06,24,False
2017-07-07,23,False
2017-07-08,10,False
2017-07-09,9,False
2017-07-10,25,False
2017-07-11,26,False
2017-07-12,30,False
2017-07-13,20,False
2017-07-14,16,False
2017-07-15,13,False
2017-07-16,9,False
2017-07-17,23,False
2017-07-18,24,False
2017-07-19,26,False
2017-07-20,27,False
2017-07-21,23,False
2017-07-22,11,False
2017-07-23,16,False
2017-07-24,22,False
2017-07-25,25,False
2017-07-26,23,False
2017-07-27,24,False
2017-07-28,22,False
2017-07-29,14,False
2017-07-30,13,False
2017-07-31,21,False
2017-08-01,29,False
2017-08-02,49,False
2017-08-03,31,False
2017-08-04,21,False
2017-08-05,12,False
2017-08-06,12,False
2017-08-07,22,False
2017-08-08,19,False
2017-08-09,28,False
2017-08-10,21,False
2017-08-11,21,False
2017-08-12,16,False
2017-08-13,9,False
2017-08-14,23,False
2017-08-15,23,False
2017-08-16,27,False
2017-08-17,31,False
2017-08-18,26,False
2017-08-19,18,False
2017-08-20,11,False
2017-08-21,21,False
2017-08-22,26,False
2017-08-23,27,False
2017-08-24,29,False
2017-08-25,23,False
2017-08-26,9,False
2017-08-27,12,False
2017-08-28,19,False
2017-08-29,24,False
2017-08-30,25,False
2017-08-31,23,False
2017-09-01,21,False
2017-09-02,12,False
2017-09-03,9,False
2017-09-04,20,False
2017-09-05,17,False
2017-09-06,24,False
