date,Henry Schein,isPartial
2017-01-19,66,False
2017-01-20,44,False
2017-01-21,12,False
2017-01-22,13,False
2017-01-23,65,False
2017-01-24,62,False
2017-01-25,59,False
2017-01-26,56,False
2017-01-27,44,False
2017-01-28,17,False
2017-01-29,11,False
2017-01-30,53,False
2017-01-31,45,False
2017-02-01,65,False
2017-02-02,57,False
2017-02-03,33,False
2017-02-04,19,False
2017-02-05,17,False
2017-02-06,60,False
2017-02-07,71,False
2017-02-08,66,False
2017-02-09,68,False
2017-02-10,50,False
2017-02-11,15,False
2017-02-12,17,False
2017-02-13,56,False
2017-02-14,55,False
2017-02-15,58,False
2017-02-16,64,False
2017-02-17,29,False
2017-02-18,13,False
2017-02-19,12,False
2017-02-20,55,False
2017-02-21,62,False
2017-02-22,57,False
2017-02-23,51,False
2017-02-24,43,False
2017-02-25,12,False
2017-02-26,20,False
2017-02-27,40,False
2017-02-28,61,False
2017-03-01,65,False
2017-03-02,53,False
2017-03-03,33,False
2017-03-04,17,False
2017-03-05,17,False
2017-03-06,51,False
2017-03-07,56,False
2017-03-08,61,False
2017-03-09,69,False
2017-03-10,43,False
2017-03-11,11,False
2017-03-12,13,False
2017-03-13,46,False
2017-03-14,56,False
2017-03-15,72,False
2017-03-16,54,False
2017-03-17,58,False
2017-03-18,16,False
2017-03-19,14,False
2017-03-20,46,False
2017-03-21,59,False
2017-03-22,53,False
2017-03-23,59,False
2017-03-24,38,False
2017-03-25,18,False
2017-03-26,17,False
2017-03-27,48,False
2017-03-28,73,False
2017-03-29,67,False
2017-03-30,55,False
2017-03-31,47,False
2017-04-01,19,False
2017-04-02,18,False
2017-04-03,57,False
2017-04-04,58,False
2017-04-05,66,False
2017-04-06,51,False
2017-04-07,42,False
2017-04-08,11,False
2017-04-09,10,False
2017-04-10,49,False
2017-04-11,46,False
2017-04-12,55,False
2017-04-13,54,False
2017-04-14,25,False
2017-04-15,8,False
2017-04-16,8,False
2017-04-17,27,False
2017-04-18,61,False
2017-04-19,46,False
2017-04-20,46,False
2017-04-21,47,False
2017-04-22,11,False
2017-04-23,16,False
2017-04-24,69,False
2017-04-25,69,False
2017-04-26,69,False
2017-04-27,63,False
2017-04-28,51,False
2017-04-29,14,False
2017-04-30,7,False
2017-05-01,50,False
2017-05-02,78,False
2017-05-03,61,False
2017-05-04,58,False
2017-05-05,47,False
2017-05-06,13,False
2017-05-07,12,False
2017-05-08,53,False
2017-05-09,70,False
2017-05-10,77,False
2017-05-11,56,False
2017-05-12,60,False
2017-05-13,23,False
2017-05-14,7,False
2017-05-15,65,False
2017-05-16,63,False
2017-05-17,44,False
2017-05-18,62,False
2017-05-19,54,False
2017-05-20,10,False
2017-05-21,10,False
2017-05-22,49,False
2017-05-23,61,False
2017-05-24,43,False
2017-05-25,40,False
2017-05-26,36,False
2017-05-27,8,False
2017-05-28,12,False
2017-05-29,29,False
2017-05-30,46,False
2017-05-31,58,False
2017-06-01,83,False
2017-06-02,53,False
2017-06-03,16,False
2017-06-04,10,False
2017-06-05,47,False
2017-06-06,70,False
2017-06-07,62,False
2017-06-08,64,False
2017-06-09,46,False
