date,Regeneron,isPartial
2017-01-19,27,False
2017-01-20,38,False
2017-01-21,11,False
2017-01-22,11,False
2017-01-23,46,False
2017-01-24,61,False
2017-01-25,73,False
2017-01-26,47,False
2017-01-27,18,False
2017-01-28,6,False
2017-01-29,11,False
2017-01-30,36,False
2017-01-31,48,False
2017-02-01,48,False
2017-02-02,41,False
2017-02-03,30,False
2017-02-04,27,False
2017-02-05,22,False
2017-02-06,31,False
2017-02-07,33,False
2017-02-08,68,False
2017-02-09,58,False
2017-02-10,40,False
2017-02-11,17,False
2017-02-12,8,False
2017-02-13,31,False
2017-02-14,39,False
2017-02-15,39,False
2017-02-16,39,False
2017-02-17,44,False
2017-02-18,17,False
2017-02-19,19,False
2017-02-20,24,False
2017-02-21,26,False
2017-02-22,36,False
2017-02-23,32,False
2017-02-24,28,False
2017-02-25,14,False
2017-02-26,8,False
2017-02-27,54,False
2017-02-28,62,False
2017-03-01,39,False
2017-03-02,30,False
2017-03-03,37,False
2017-03-04,13,False
2017-03-05,16,False
2017-03-06,32,False
2017-03-07,32,False
2017-03-08,48,False
2017-03-09,54,False
2017-03-10,42,False
2017-03-11,19,False
2017-03-12,34,False
2017-03-13,54,False
2017-03-14,28,False
2017-03-15,57,False
2017-03-16,31,False
2017-03-17,33,False
2017-03-18,25,False
2017-03-19,16,False
2017-03-20,36,False
2017-03-21,43,False
2017-03-22,36,False
2017-03-23,41,False
2017-03-24,33,False
2017-03-25,34,False
2017-03-26,19,False
2017-03-27,43,False
2017-03-28,75,False
2017-03-29,80,False
2017-03-30,49,False
2017-03-31,42,False
2017-04-01,14,False
2017-04-02,22,False
2017-04-03,36,False
2017-04-04,38,False
2017-04-05,48,False
2017-04-06,32,False
2017-04-07,23,False
2017-04-08,20,False
2017-04-09,17,False
2017-04-10,32,False
2017-04-11,32,False
2017-04-12,42,False
2017-04-13,33,False
2017-04-14,17,False
2017-04-15,29,False
2017-04-16,9,False
2017-04-17,43,False
2017-04-18,33,False
2017-04-19,28,False
2017-04-20,46,False
2017-04-21,40,False
2017-04-22,8,False
2017-04-23,24,False
2017-04-24,42,False
2017-04-25,21,False
2017-04-26,40,False
2017-04-27,38,False
2017-04-28,38,False
2017-04-29,17,False
2017-04-30,17,False
2017-05-01,41,False
2017-05-02,55,False
2017-05-03,31,False
2017-05-04,73,False
2017-05-05,32,False
2017-05-06,20,False
2017-05-07,14,False
2017-05-08,44,False
2017-05-09,41,False
2017-05-10,46,False
2017-05-11,44,False
2017-05-12,43,False
2017-05-13,25,False
2017-05-14,46,False
2017-05-15,81,False
2017-05-16,26,False
2017-05-17,34,False
2017-05-18,18,False
2017-05-19,46,False
2017-05-20,18,False
2017-05-21,15,False
2017-05-22,52,False
2017-05-23,42,False
2017-05-24,41,False
2017-05-25,40,False
2017-05-26,36,False
2017-05-27,9,False
2017-05-28,12,False
2017-05-29,16,False
2017-05-30,36,False
2017-05-31,40,False
2017-06-01,18,False
2017-06-02,62,False
2017-06-03,12,False
2017-06-04,18,False
2017-06-05,41,False
2017-06-06,47,False
2017-06-07,52,False
2017-06-08,63,False
2017-06-09,45,False
2017-06-10,12,False
2017-06-11,12,False
2017-06-12,30,False
2017-06-13,35,False
2017-06-14,35,False
2017-06-15,47,False
2017-06-16,29,False
2017-06-17,9,False
2017-06-18,9,False
2017-06-19,36,False
2017-06-20,53,False
2017-06-21,66,False
2017-06-22,92,False
2017-06-23,47,False
2017-06-24,18,False
2017-06-25,36,False
2017-06-26,42,False
2017-06-27,68,False
2017-06-28,67,False
2017-06-29,34,False
2017-06-30,29,False
2017-07-01,12,False
2017-07-02,12,False
2017-07-03,19,False
2017-07-04,32,False
2017-07-05,24,False
2017-07-06,37,False
2017-07-07,27,False
2017-07-08,18,False
2017-07-09,9,False
2017-07-10,36,False
2017-07-11,23,False
2017-07-12,41,False
2017-07-13,26,False
2017-07-14,48,False
2017-07-15,21,False
2017-07-16,21,False
2017-07-17,36,False
2017-07-18,39,False
2017-07-19,44,False
2017-07-20,47,False
2017-07-21,52,False
2017-07-22,15,False
2017-07-23,6,False
2017-07-24,20,False
2017-07-25,51,False
2017-07-26,41,False
2017-07-27,59,False
2017-07-28,37,False
2017-07-29,21,False
2017-07-30,12,False
2017-07-31,51,False
2017-08-01,30,False
2017-08-02,41,False
2017-08-03,100,False
2017-08-04,37,False
2017-08-05,18,False
2017-08-06,12,False
2017-08-07,40,False
2017-08-08,38,False
2017-08-09,37,False
2017-08-10,25,False
2017-08-11,34,False
2017-08-12,24,False
2017-08-13,20,False
2017-08-14,23,False
2017-08-15,21,False
2017-08-16,50,False
2017-08-17,31,False
2017-08-18,26,False
2017-08-19,17,False
2017-08-20,14,False
2017-08-21,30,False
2017-08-22,47,False
2017-08-23,40,False
2017-08-24,30,False
2017-08-25,37,False
2017-08-26,9,False
2017-08-27,17,False
2017-08-28,40,False
2017-08-29,24,False
2017-08-30,32,False
2017-08-31,45,False
2017-09-01,45,False
2017-09-02,9,False
2017-09-03,14,False
2017-09-04,23,False
2017-09-05,27,False
2017-09-06,42,False
2017-09-07,35,False
2017-09-08,46,False
2017-09-09,14,False
2017-09-10,11,False
2017-09-11,29,False
2017-09-12,41,False
2017-09-13,34,False
2017-09-14,42,False
2017-09-15,43,False
2017-09-16,23,False
2017-09-17,11,False
2017-09-18,37,False
2017-09-19,41,False
2017-09-20,47,False
2017-09-21,30,False
2017-09-22,52,False
2017-09-23,23,False
2017-09-24,22,False
2017-09-25,27,False
2017-09-26,31,False
2017-09-27,27,False
2017-09-28,66,False
2017-09-29,36,False
2017-09-30,20,False
2017-10-01,8,False
2017-10-02,39,False
2017-10-03,49,False
2017-10-04,24,False
2017-10-05,77,False
2017-10-06,38,False
