date,NFLX stock
2012-10-12,10
2012-10-13,4
2012-10-14,0
2012-10-15,3
2012-10-16,0
2012-10-17,6
2012-10-18,6
2012-10-19,10
2012-10-20,0
2012-10-21,4
2012-10-22,3
2012-10-23,19
2012-10-24,19
2012-10-25,19
2012-10-26,10
2012-10-27,4
2012-10-28,0
2012-10-29,6
2012-10-30,3
2012-10-31,0
2012-11-01,23
2012-11-02,13
2012-11-03,0
2012-11-04,4
2012-11-05,12
2012-11-06,9
2012-11-07,3
2012-11-08,13
2012-11-09,10
2012-11-10,0
2012-11-11,0
2012-11-12,3
2012-11-13,3
2012-11-14,6
2012-11-15,6
2012-11-16,10
2012-11-17,4
2012-11-18,0
2012-11-19,6
2012-11-20,6
2012-11-21,0
2012-11-22,0
2012-11-23,3
2012-11-24,0
2012-11-25,0
2012-11-26,6
2012-11-27,6
2012-11-28,6
2012-11-29,0
2012-11-30,0
2012-12-01,4
2012-12-02,0
2012-12-03,6
2012-12-04,6
2012-12-05,12
2012-12-06,15
2012-12-07,22
2012-12-08,4
2012-12-09,0
2012-12-10,3
2012-12-11,0
2012-12-12,15
2012-12-13,6
2012-12-14,16
2012-12-15,4
2012-12-16,0
2012-12-17,6
2012-12-18,3
2012-12-19,3
2012-12-20,9
2012-12-21,0
2012-12-22,0
2012-12-23,0
2012-12-24,0
2012-12-25,4
2012-12-26,0
2012-12-27,3
2012-12-28,7
2012-12-29,4
2012-12-30,7
2012-12-31,0
2013-01-01,0
2013-01-02,9
2013-01-03,18
2013-01-04,3
2013-01-05,0
2013-01-06,3
2013-01-07,12
2013-01-08,15
2013-01-09,9
2013-01-10,6
2013-01-11,18
2013-01-12,3
2013-01-13,0
2013-01-14,12
2013-01-15,3
2013-01-16,0
2013-01-17,6
2013-01-18,3
2013-01-19,3
2013-01-20,0
2013-01-21,3
2013-01-22,6
2013-01-23,20
2013-01-24,61
2013-01-25,66
2013-01-26,7
2013-01-27,0
2013-01-28,37
2013-01-29,23
2013-01-30,11
2013-01-31,14
2013-02-01,21
2013-02-02,3
2013-02-03,0
2013-02-04,9
2013-02-05,28
2013-02-06,17
2013-02-07,26
2013-02-08,30
2013-02-09,14
2013-02-10,0
2013-02-11,29
2013-02-12,20
2013-02-13,23
2013-02-14,15
2013-02-15,6
2013-02-16,0
2013-02-17,3
2013-02-18,8
2013-02-19,8
2013-02-20,23
2013-02-21,20
2013-02-22,9
2013-02-23,0
2013-02-24,3
2013-02-25,8
2013-02-26,8
2013-02-27,20
2013-02-28,9
2013-03-01,9
2013-03-02,3
2013-03-03,3
2013-03-04,14
2013-03-05,22
2013-03-06,20
2013-03-07,3
2013-03-08,15
2013-03-09,7
2013-03-10,0
2013-03-11,0
2013-03-12,8
2013-03-13,22
2013-03-14,19
2013-03-15,15
2013-03-16,0
2013-03-17,0
2013-03-18,11
2013-03-19,8
2013-03-20,8
2013-03-21,11
2013-03-22,6
2013-03-23,0
2013-03-24,3
2013-03-25,17
2013-03-26,20
2013-03-27,17
2013-03-28,9
2013-03-29,0
2013-03-30,3
2013-03-31,0
2013-04-01,6
2013-04-02,3
2013-04-03,6
2013-04-04,20
2013-04-05,11
2013-04-06,0
2013-04-07,3
2013-04-08,8
2013-04-09,14
2013-04-10,6
2013-04-11,17
2013-04-12,23
2013-04-13,3
2013-04-14,3
2013-04-15,14
2013-04-16,16
2013-04-17,8
2013-04-18,28
2013-04-19,14
2013-04-20,0
2013-04-21,3
2013-04-22,33
2013-04-23,100
2013-04-24,42
2013-04-25,34
2013-04-26,15
2013-04-27,7
2013-04-28,0
2013-04-29,14
2013-04-30,11
2013-05-01,3
2013-05-02,6
2013-05-03,24
2013-05-04,0
2013-05-05,0
2013-05-06,8
2013-05-07,3
2013-05-08,6
2013-05-09,14
2013-05-10,6
2013-05-11,3
2013-05-12,0
2013-05-13,27
2013-05-14,22
2013-05-15,8
2013-05-16,11
2013-05-17,12
2013-05-18,3
2013-05-19,0
2013-05-20,3
2013-05-21,8
2013-05-22,14
2013-05-23,14
2013-05-24,14
2013-05-25,0
2013-05-26,3
2013-05-27,3
2013-05-28,24
2013-05-29,19
2013-05-30,11
2013-05-31,9
2013-06-01,3
2013-06-02,0
2013-06-03,13
2013-06-04,22
2013-06-05,16
2013-06-06,8
2013-06-07,6
2013-06-08,0
2013-06-09,7
2013-06-10,5
2013-06-11,8
2013-06-12,16
2013-06-13,22
2013-06-14,12
2013-06-15,3
2013-06-16,7
2013-06-17,19
2013-06-18,11
2013-06-19,19
2013-06-20,17
2013-06-21,9
2013-06-22,3
2013-06-23,3
2013-06-24,6
2013-06-25,19
2013-06-26,6
2013-06-27,6
2013-06-28,6
2013-06-29,0
