date,GILD stock
2013-02-19,12
2013-02-20,48
2013-02-21,12
2013-02-22,13
2013-02-23,0
2013-02-24,14
2013-02-25,23
2013-02-26,12
2013-02-27,24
2013-02-28,0
2013-03-01,13
2013-03-02,0
2013-03-03,14
2013-03-04,24
2013-03-05,0
2013-03-06,0
2013-03-07,0
2013-03-08,0
2013-03-09,0
2013-03-10,0
2013-03-11,12
2013-03-12,35
2013-03-13,0
2013-03-14,24
2013-03-15,0
2013-03-16,14
2013-03-17,14
2013-03-18,12
2013-03-19,0
2013-03-20,0
2013-03-21,0
2013-03-22,0
2013-03-23,0
2013-03-24,0
2013-03-25,12
2013-03-26,24
2013-03-27,49
2013-03-28,51
2013-03-29,41
2013-03-30,15
2013-03-31,0
2013-04-01,12
2013-04-02,24
2013-04-03,35
2013-04-04,24
2013-04-05,0
2013-04-06,42
2013-04-07,0
2013-04-08,58
2013-04-09,23
2013-04-10,24
2013-04-11,12
2013-04-12,62
2013-04-13,0
2013-04-14,0
2013-04-15,0
2013-04-16,24
2013-04-17,23
2013-04-18,24
2013-04-19,12
2013-04-20,0
2013-04-21,14
2013-04-22,35
2013-04-23,12
2013-04-24,0
2013-04-25,12
2013-04-26,49
2013-04-27,28
2013-04-28,0
2013-04-29,35
2013-04-30,24
2013-05-01,0
2013-05-02,12
2013-05-03,13
2013-05-04,43
2013-05-05,0
2013-05-06,24
2013-05-07,0
2013-05-08,12
2013-05-09,12
2013-05-10,25
2013-05-11,14
2013-05-12,14
2013-05-13,35
2013-05-14,12
2013-05-15,82
2013-05-16,35
2013-05-17,25
2013-05-18,14
2013-05-19,0
2013-05-20,24
2013-05-21,12
2013-05-22,69
2013-05-23,12
2013-05-24,49
2013-05-25,0
2013-05-26,0
2013-05-27,0
2013-05-28,34
2013-05-29,11
2013-05-30,0
2013-05-31,37
2013-06-01,0
2013-06-02,0
2013-06-03,70
2013-06-04,93
2013-06-05,12
2013-06-06,12
2013-06-07,36
2013-06-08,14
2013-06-09,0
2013-06-10,0
2013-06-11,69
2013-06-12,12
2013-06-13,24
2013-06-14,62
2013-06-15,0
2013-06-16,0
2013-06-17,12
2013-06-18,23
2013-06-19,12
2013-06-20,24
2013-06-21,0
2013-06-22,14
2013-06-23,14
2013-06-24,23
2013-06-25,23
2013-06-26,24
2013-06-27,0
2013-06-28,25
2013-06-29,0
2013-06-30,0
2013-07-01,12
2013-07-02,35
2013-07-03,24
2013-07-04,0
2013-07-05,78
2013-07-06,0
2013-07-07,0
2013-07-08,24
2013-07-09,47
2013-07-10,12
2013-07-11,24
2013-07-12,25
2013-07-13,0
2013-07-14,15
2013-07-15,36
2013-07-16,24
2013-07-17,0
2013-07-18,36
2013-07-19,38
2013-07-20,0
2013-07-21,0
2013-07-22,12
2013-07-23,35
2013-07-24,61
2013-07-25,36
2013-07-26,100
2013-07-27,15
2013-07-28,0
2013-07-29,12
2013-07-30,35
2013-07-31,12
2013-08-01,36
2013-08-02,13
2013-08-03,0
2013-08-04,29
2013-08-05,24
2013-08-06,24
2013-08-07,49
2013-08-08,12
2013-08-09,13
2013-08-10,15
2013-08-11,0
2013-08-12,12
2013-08-13,35
2013-08-14,36
2013-08-15,25
2013-08-16,25
2013-08-17,14
2013-08-18,0
2013-08-19,0
2013-08-20,47
2013-08-21,12
2013-08-22,12
2013-08-23,25
2013-08-24,14
2013-08-25,0
2013-08-26,11
2013-08-27,11
2013-08-28,35
2013-08-29,35
2013-08-30,0
2013-08-31,0
2013-09-01,0
2013-09-02,0
2013-09-03,23
2013-09-04,0
2013-09-05,23
2013-09-06,36
2013-09-07,14
2013-09-08,13
2013-09-09,34
2013-09-10,33
2013-09-11,33
2013-09-12,67
2013-09-13,23
2013-09-14,27
2013-09-15,0
2013-09-16,11
2013-09-17,33
2013-09-18,57
2013-09-19,45
2013-09-20,47
2013-09-21,0
2013-09-22,0
2013-09-23,34
2013-09-24,33
2013-09-25,11
2013-09-26,23
2013-09-27,24
2013-09-28,14
2013-09-29,13
2013-09-30,22
2013-10-01,22
2013-10-02,23
2013-10-03,11
2013-10-04,35
2013-10-05,0
2013-10-06,0
2013-10-07,22
2013-10-08,11
2013-10-09,22
2013-10-10,23
2013-10-11,83
2013-10-12,0
2013-10-13,13
2013-10-14,0
2013-10-15,11
2013-10-16,67
2013-10-17,57
2013-10-18,59
2013-10-19,0
2013-10-20,13
2013-10-21,22
2013-10-22,44
2013-10-23,22
2013-10-24,22
2013-10-25,58
2013-10-26,0
2013-10-27,13
2013-10-28,32
2013-10-29,43
2013-10-30,55
2013-10-31,23
2013-11-01,36
2013-11-02,0
2013-11-03,0
2013-11-04,33
2013-11-05,43
2013-11-06,55
