date,Skyworks,isPartial
2014-12-01,9,False
2014-12-02,20,False
2014-12-03,12,False
2014-12-04,7,False
2014-12-05,9,False
2014-12-06,8,False
2014-12-07,6,False
2014-12-08,4,False
2014-12-09,17,False
2014-12-10,6,False
2014-12-11,10,False
2014-12-12,9,False
2014-12-13,1,False
2014-12-14,3,False
2014-12-15,9,False
2014-12-16,10,False
2014-12-17,3,False
2014-12-18,9,False
2014-12-19,7,False
2014-12-20,1,False
2014-12-21,4,False
2014-12-22,9,False
2014-12-23,10,False
2014-12-24,9,False
2014-12-25,6,False
2014-12-26,13,False
2014-12-27,8,False
2014-12-28,5,False
2014-12-29,7,False
2014-12-30,11,False
2014-12-31,9,False
2015-01-01,0,False
2015-01-02,12,False
2015-01-03,1,False
2015-01-04,11,False
2015-01-05,7,False
2015-01-06,12,False
2015-01-07,11,False
2015-01-08,8,False
2015-01-09,15,False
2015-01-10,6,False
2015-01-11,5,False
2015-01-12,7,False
2015-01-13,9,False
2015-01-14,8,False
2015-01-15,8,False
2015-01-16,12,False
2015-01-17,4,False
2015-01-18,6,False
2015-01-19,12,False
2015-01-20,13,False
2015-01-21,11,False
2015-01-22,28,False
2015-01-23,17,False
2015-01-24,8,False
2015-01-25,13,False
2015-01-26,100,False
2015-01-27,16,False
2015-01-28,17,False
2015-01-29,13,False
2015-01-30,15,False
2015-01-31,6,False
2015-02-01,4,False
2015-02-02,6,False
2015-02-03,12,False
2015-02-04,10,False
2015-02-05,12,False
2015-02-06,3,False
2015-02-07,1,False
2015-02-08,5,False
2015-02-09,10,False
2015-02-10,6,False
2015-02-11,11,False
2015-02-12,8,False
2015-02-13,8,False
2015-02-14,5,False
2015-02-15,6,False
2015-02-16,13,False
2015-02-17,7,False
2015-02-18,14,False
2015-02-19,9,False
2015-02-20,6,False
2015-02-21,2,False
2015-02-22,5,False
2015-02-23,5,False
2015-02-24,15,False
2015-02-25,15,False
2015-02-26,9,False
2015-02-27,10,False
2015-02-28,7,False
2015-03-01,3,False
2015-03-02,17,False
2015-03-03,7,False
2015-03-04,9,False
2015-03-05,12,False
2015-03-06,13,False
2015-03-07,4,False
2015-03-08,0,False
2015-03-09,13,False
2015-03-10,15,False
2015-03-11,10,False
2015-03-12,7,False
2015-03-13,13,False
2015-03-14,2,False
2015-03-15,6,False
2015-03-16,12,False
2015-03-17,5,False
2015-03-18,13,False
2015-03-19,14,False
2015-03-20,14,False
2015-03-21,11,False
2015-03-22,8,False
2015-03-23,11,False
2015-03-24,14,False
2015-03-25,15,False
2015-03-26,28,False
2015-03-27,24,False
2015-03-28,5,False
2015-03-29,2,False
2015-03-30,16,False
2015-03-31,14,False
2015-04-01,16,False
2015-04-02,15,False
2015-04-03,11,False
2015-04-04,6,False
2015-04-05,6,False
2015-04-06,15,False
2015-04-07,11,False
2015-04-08,17,False
2015-04-09,12,False
2015-04-10,12,False
2015-04-11,7,False
2015-04-12,2,False
2015-04-13,12,False
2015-04-14,13,False
2015-04-15,5,False
2015-04-16,10,False
2015-04-17,13,False
2015-04-18,6,False
2015-04-19,2,False
2015-04-20,15,False
2015-04-21,9,False
2015-04-22,12,False
2015-04-23,9,False
2015-04-24,11,False
2015-04-25,8,False
2015-04-26,7,False
2015-04-27,13,False
2015-04-28,15,False
2015-04-29,11,False
2015-04-30,20,False
2015-05-01,13,False
2015-05-02,6,False
2015-05-03,6,False
2015-05-04,13,False
2015-05-05,15,False
