date,Lam Research,isPartial
2015-04-10,10,False
2015-04-11,6,False
2015-04-12,7,False
2015-04-13,6,False
2015-04-14,20,False
2015-04-15,10,False
2015-04-16,9,False
2015-04-17,7,False
2015-04-18,5,False
2015-04-19,5,False
2015-04-20,11,False
2015-04-21,17,False
2015-04-22,9,False
2015-04-23,14,False
2015-04-24,15,False
2015-04-25,2,False
2015-04-26,2,False
2015-04-27,9,False
2015-04-28,9,False
2015-04-29,8,False
2015-04-30,10,False
2015-05-01,8,False
2015-05-02,0,False
2015-05-03,8,False
2015-05-04,11,False
2015-05-05,10,False
2015-05-06,7,False
2015-05-07,8,False
2015-05-08,6,False
2015-05-09,7,False
2015-05-10,3,False
2015-05-11,10,False
2015-05-12,9,False
2015-05-13,13,False
2015-05-14,9,False
2015-05-15,17,False
2015-05-16,2,False
2015-05-17,6,False
2015-05-18,8,False
2015-05-19,10,False
2015-05-20,14,False
2015-05-21,8,False
2015-05-22,2,False
2015-05-23,7,False
2015-05-24,2,False
2015-05-25,9,False
2015-05-26,16,False
2015-05-27,8,False
2015-05-28,12,False
2015-05-29,8,False
2015-05-30,5,False
2015-05-31,5,False
2015-06-01,11,False
2015-06-02,8,False
2015-06-03,14,False
2015-06-04,15,False
2015-06-05,10,False
2015-06-06,6,False
2015-06-07,5,False
2015-06-08,8,False
2015-06-09,10,False
2015-06-10,10,False
2015-06-11,13,False
2015-06-12,9,False
2015-06-13,5,False
2015-06-14,2,False
2015-06-15,5,False
2015-06-16,9,False
2015-06-17,10,False
2015-06-18,17,False
2015-06-19,16,False
2015-06-20,2,False
2015-06-21,5,False
2015-06-22,10,False
2015-06-23,10,False
2015-06-24,9,False
2015-06-25,11,False
2015-06-26,4,False
2015-06-27,2,False
2015-06-28,2,False
2015-06-29,7,False
2015-06-30,4,False
2015-07-01,10,False
2015-07-02,9,False
2015-07-03,4,False
2015-07-04,2,False
2015-07-05,5,False
2015-07-06,11,False
2015-07-07,10,False
2015-07-08,15,False
2015-07-09,7,False
2015-07-10,11,False
2015-07-11,5,False
2015-07-12,6,False
2015-07-13,10,False
2015-07-14,15,False
2015-07-15,12,False
2015-07-16,10,False
2015-07-17,8,False
2015-07-18,9,False
2015-07-19,6,False
2015-07-20,14,False
2015-07-21,10,False
2015-07-22,11,False
2015-07-23,11,False
2015-07-24,10,False
2015-07-25,0,False
2015-07-26,8,False
2015-07-27,11,False
2015-07-28,11,False
2015-07-29,21,False
2015-07-30,18,False
2015-07-31,11,False
2015-08-01,6,False
2015-08-02,6,False
2015-08-03,8,False
2015-08-04,4,False
2015-08-05,12,False
2015-08-06,8,False
2015-08-07,10,False
2015-08-08,5,False
2015-08-09,2,False
2015-08-10,10,False
2015-08-11,13,False
2015-08-12,9,False
2015-08-13,6,False
2015-08-14,10,False
2015-08-15,10,False
2015-08-16,7,False
2015-08-17,8,False
2015-08-18,14,False
2015-08-19,10,False
2015-08-20,11,False
2015-08-21,13,False
2015-08-22,0,False
2015-08-23,7,False
2015-08-24,13,False
2015-08-25,9,False
2015-08-26,14,False
2015-08-27,8,False
2015-08-28,9,False
2015-08-29,7,False
2015-08-30,0,False
2015-08-31,7,False
2015-09-01,12,False
2015-09-02,10,False
2015-09-03,8,False
2015-09-04,10,False
2015-09-05,4,False
2015-09-06,4,False
2015-09-07,6,False
2015-09-08,14,False
2015-09-09,8,False
2015-09-10,18,False
2015-09-11,8,False
2015-09-12,4,False
2015-09-13,2,False
2015-09-14,8,False
2015-09-15,11,False
2015-09-16,15,False
2015-09-17,12,False
2015-09-18,18,False
2015-09-19,5,False
2015-09-20,6,False
2015-09-21,10,False
2015-09-22,14,False
2015-09-23,15,False
2015-09-24,13,False
2015-09-25,8,False
2015-09-26,5,False
2015-09-27,11,False
2015-09-28,7,False
2015-09-29,15,False
2015-09-30,11,False
2015-10-01,6,False
2015-10-02,8,False
2015-10-03,5,False
2015-10-04,7,False
2015-10-05,12,False
2015-10-06,11,False
2015-10-07,16,False
2015-10-08,12,False
2015-10-09,11,False
2015-10-10,6,False
2015-10-11,4,False
2015-10-12,12,False
2015-10-13,11,False
2015-10-14,10,False
2015-10-15,10,False
2015-10-16,10,False
2015-10-17,3,False
2015-10-18,8,False
2015-10-19,17,False
2015-10-20,11,False
2015-10-21,100,False
2015-10-22,61,False
2015-10-23,31,False
2015-10-24,9,False
2015-10-25,8,False
2015-10-26,24,False
2015-10-27,22,False
2015-10-28,21,False
2015-10-29,20,False
2015-10-30,12,False
2015-10-31,4,False
2015-11-01,3,False
2015-11-02,13,False
2015-11-03,13,False
2015-11-04,11,False
2015-11-05,9,False
2015-11-06,10,False
2015-11-07,7,False
2015-11-08,5,False
2015-11-09,14,False
2015-11-10,11,False
2015-11-11,11,False
2015-11-12,9,False
2015-11-13,11,False
2015-11-14,4,False
2015-11-15,3,False
2015-11-16,10,False
2015-11-17,11,False
2015-11-18,13,False
2015-11-19,8,False
2015-11-20,14,False
2015-11-21,4,False
2015-11-22,6,False
2015-11-23,9,False
2015-11-24,11,False
2015-11-25,9,False
2015-11-26,5,False
2015-11-27,6,False
2015-11-28,3,False
2015-11-29,4,False
2015-11-30,10,False
2015-12-01,7,False
2015-12-02,10,False
