date,Lam Research,isPartial
2015-08-18,10,False
2015-08-19,7,False
2015-08-20,8,False
2015-08-21,16,False
2015-08-22,4,False
2015-08-23,4,False
2015-08-24,3,False
2015-08-25,0,False
2015-08-26,11,False
2015-08-27,8,False
2015-08-28,7,False
2015-08-29,4,False
2015-08-30,4,False
2015-08-31,10,False
2015-09-01,8,False
2015-09-02,5,False
2015-09-03,10,False
2015-09-04,15,False
2015-09-05,0,False
2015-09-06,2,False
2015-09-07,5,False
2015-09-08,10,False
2015-09-09,6,False
2015-09-10,8,False
2015-09-11,13,False
2015-09-12,4,False
2015-09-13,4,False
2015-09-14,8,False
2015-09-15,10,False
2015-09-16,13,False
2015-09-17,19,False
2015-09-18,20,False
2015-09-19,2,False
2015-09-20,4,False
2015-09-21,2,False
2015-09-22,17,False
2015-09-23,13,False
2015-09-24,10,False
2015-09-25,5,False
2015-09-26,4,False
2015-09-27,6,False
2015-09-28,11,False
2015-09-29,6,False
2015-09-30,6,False
2015-10-01,10,False
2015-10-02,5,False
2015-10-03,4,False
2015-10-04,7,False
2015-10-05,16,False
2015-10-06,13,False
2015-10-07,9,False
2015-10-08,13,False
2015-10-09,8,False
2015-10-10,6,False
2015-10-11,6,False
2015-10-12,16,False
2015-10-13,12,False
2015-10-14,15,False
2015-10-15,6,False
2015-10-16,6,False
2015-10-17,2,False
2015-10-18,4,False
2015-10-19,17,False
2015-10-20,8,False
2015-10-21,100,False
2015-10-22,41,False
2015-10-23,16,False
2015-10-24,13,False
2015-10-25,7,False
2015-10-26,26,False
2015-10-27,20,False
2015-10-28,3,False
2015-10-29,11,False
2015-10-30,20,False
2015-10-31,2,False
2015-11-01,6,False
2015-11-02,11,False
2015-11-03,8,False
2015-11-04,11,False
2015-11-05,9,False
2015-11-06,6,False
2015-11-07,5,False
2015-11-08,0,False
2015-11-09,11,False
2015-11-10,15,False
2015-11-11,6,False
2015-11-12,6,False
2015-11-13,5,False
2015-11-14,9,False
2015-11-15,2,False
2015-11-16,3,False
2015-11-17,15,False
2015-11-18,9,False
2015-11-19,8,False
2015-11-20,15,False
2015-11-21,0,False
2015-11-22,9,False
2015-11-23,12,False
2015-11-24,2,False
2015-11-25,5,False
2015-11-26,10,False
2015-11-27,2,False
2015-11-28,5,False
2015-11-29,5,False
2015-11-30,4,False
2015-12-01,6,False
2015-12-02,5,False
2015-12-03,9,False
2015-12-04,11,False
2015-12-05,7,False
2015-12-06,2,False
2015-12-07,8,False
2015-12-08,11,False
2015-12-09,11,False
2015-12-10,9,False
2015-12-11,5,False
2015-12-12,4,False
2015-12-13,4,False
2015-12-14,11,False
2015-12-15,16,False
2015-12-16,8,False
2015-12-17,16,False
2015-12-18,3,False
2015-12-19,4,False
2015-12-20,4,False
2015-12-21,12,False
2015-12-22,7,False
2015-12-23,5,False
2015-12-24,2,False
2015-12-25,0,False
2015-12-26,2,False
2015-12-27,0,False
2015-12-28,5,False
2015-12-29,5,False
2015-12-30,7,False
2015-12-31,6,False
2016-01-01,0,False
2016-01-02,2,False
2016-01-03,2,False
2016-01-04,3,False
2016-01-05,8,False
2016-01-06,8,False
2016-01-07,7,False
2016-01-08,7,False
2016-01-09,4,False
2016-01-10,5,False
2016-01-11,8,False
2016-01-12,6,False
2016-01-13,13,False
2016-01-14,11,False
2016-01-15,3,False
2016-01-16,2,False
2016-01-17,2,False
2016-01-18,15,False
2016-01-19,13,False
2016-01-20,8,False
2016-01-21,8,False
2016-01-22,7,False
2016-01-23,2,False
2016-01-24,4,False
2016-01-25,6,False
2016-01-26,16,False
2016-01-27,8,False
2016-01-28,5,False
2016-01-29,10,False
2016-01-30,4,False
2016-01-31,7,False
2016-02-01,15,False
2016-02-02,3,False
2016-02-03,10,False
2016-02-04,7,False
2016-02-05,15,False
2016-02-06,4,False
2016-02-07,6,False
2016-02-08,8,False
2016-02-09,7,False
2016-02-10,5,False
2016-02-11,7,False
2016-02-12,7,False
2016-02-13,9,False
2016-02-14,4,False
2016-02-15,3,False
2016-02-16,8,False
2016-02-17,10,False
2016-02-18,10,False
2016-02-19,8,False
2016-02-20,0,False
2016-02-21,5,False
2016-02-22,5,False
2016-02-23,8,False
2016-02-24,18,False
