date,CERN stock
2015-04-10,14
2015-04-11,0
2015-04-12,0
2015-04-13,39
2015-04-14,13
2015-04-15,26
2015-04-16,26
2015-04-17,0
2015-04-18,0
2015-04-19,15
2015-04-20,0
2015-04-21,13
2015-04-22,0
2015-04-23,40
2015-04-24,27
2015-04-25,0
2015-04-26,0
2015-04-27,13
2015-04-28,0
2015-04-29,0
2015-04-30,40
2015-05-01,15
2015-05-02,0
2015-05-03,0
2015-05-04,13
2015-05-05,26
2015-05-06,39
2015-05-07,26
2015-05-08,27
2015-05-09,0
2015-05-10,0
2015-05-11,0
2015-05-12,0
2015-05-13,13
2015-05-14,0
2015-05-15,14
2015-05-16,0
2015-05-17,0
2015-05-18,26
2015-05-19,0
2015-05-20,38
2015-05-21,13
2015-05-22,0
2015-05-23,16
2015-05-24,16
2015-05-25,0
2015-05-26,26
2015-05-27,13
2015-05-28,13
2015-05-29,13
2015-05-30,0
2015-05-31,0
2015-06-01,13
2015-06-02,13
2015-06-03,0
2015-06-04,13
2015-06-05,41
2015-06-06,0
2015-06-07,0
2015-06-08,38
2015-06-09,26
2015-06-10,52
2015-06-11,0
2015-06-12,54
2015-06-13,0
2015-06-14,0
2015-06-15,0
2015-06-16,25
2015-06-17,0
2015-06-18,13
2015-06-19,28
2015-06-20,0
2015-06-21,16
2015-06-22,0
2015-06-23,0
2015-06-24,13
2015-06-25,13
2015-06-26,27
2015-06-27,16
2015-06-28,0
2015-06-29,13
2015-06-30,26
2015-07-01,13
2015-07-02,0
2015-07-03,28
2015-07-04,0
2015-07-05,0
2015-07-06,26
2015-07-07,38
2015-07-08,13
2015-07-09,26
2015-07-10,41
2015-07-11,16
2015-07-12,0
2015-07-13,26
2015-07-14,13
2015-07-15,13
2015-07-16,40
2015-07-17,0
2015-07-18,34
2015-07-19,34
2015-07-20,0
2015-07-21,13
2015-07-22,0
2015-07-23,13
2015-07-24,0
2015-07-25,0
2015-07-26,0
2015-07-27,26
2015-07-28,13
2015-07-29,64
2015-07-30,65
2015-07-31,41
2015-08-01,31
2015-08-02,0
2015-08-03,0
2015-08-04,13
2015-08-05,66
2015-08-06,40
2015-08-07,27
2015-08-08,0
2015-08-09,16
2015-08-10,26
2015-08-11,13
2015-08-12,0
2015-08-13,13
2015-08-14,14
2015-08-15,0
2015-08-16,15
2015-08-17,26
2015-08-18,13
2015-08-19,13
2015-08-20,13
2015-08-21,13
2015-08-22,0
2015-08-23,0
2015-08-24,100
2015-08-25,50
2015-08-26,13
2015-08-27,26
2015-08-28,13
2015-08-29,0
2015-08-30,0
2015-08-31,25
2015-09-01,0
2015-09-02,50
2015-09-03,13
2015-09-04,52
2015-09-05,0
2015-09-06,0
2015-09-07,0
2015-09-08,12
2015-09-09,37
2015-09-10,13
2015-09-11,39
2015-09-12,29
2015-09-13,0
2015-09-14,12
2015-09-15,12
2015-09-16,37
2015-09-17,49
2015-09-18,13
2015-09-19,29
2015-09-20,14
2015-09-21,12
2015-09-22,12
2015-09-23,49
2015-09-24,38
2015-09-25,39
2015-09-26,29
2015-09-27,29
2015-09-28,48
2015-09-29,0
2015-09-30,37
2015-10-01,37
2015-10-02,13
2015-10-03,29
2015-10-04,0
2015-10-05,0
2015-10-06,24
2015-10-07,24
2015-10-08,0
2015-10-09,25
2015-10-10,0
2015-10-11,0
2015-10-12,12
2015-10-13,24
2015-10-14,24
2015-10-15,0
2015-10-16,25
2015-10-17,0
2015-10-18,0
2015-10-19,24
2015-10-20,12
2015-10-21,12
2015-10-22,24
2015-10-23,26
2015-10-24,28
2015-10-25,0
2015-10-26,35
2015-10-27,24
2015-10-28,36
2015-10-29,48
2015-10-30,51
2015-10-31,15
2015-11-01,0
2015-11-02,36
2015-11-03,24
2015-11-04,12
2015-11-05,12
2015-11-06,25
2015-11-07,0
2015-11-08,0
2015-11-09,12
2015-11-10,0
2015-11-11,0
2015-11-12,12
2015-11-13,0
2015-11-14,0
2015-11-15,28
2015-11-16,0
2015-11-17,12
2015-11-18,0
2015-11-19,12
2015-11-20,12
2015-11-21,0
2015-11-22,0
2015-11-23,12
2015-11-24,0
2015-11-25,12
2015-11-26,0
2015-11-27,0
2015-11-28,0
2015-11-29,0
2015-11-30,12
2015-12-01,0
2015-12-02,24
2015-12-03,36
2015-12-04,12
2015-12-05,0
2015-12-06,0
2015-12-07,0
2015-12-08,37
2015-12-09,36
2015-12-10,24
2015-12-11,0
2015-12-12,0
2015-12-13,0
2015-12-14,0
2015-12-15,12
2015-12-16,25
2015-12-17,13
2015-12-18,27
2015-12-19,0
2015-12-20,0
2015-12-21,0
2015-12-22,0
2015-12-23,0
2015-12-24,30
2015-12-25,0
2015-12-26,0
