date,CERN stock
2014-07-24,51
2014-07-25,53
2014-07-26,0
2014-07-27,0
2014-07-28,25
2014-07-29,25
2014-07-30,0
2014-07-31,25
2014-08-01,26
2014-08-02,0
2014-08-03,0
2014-08-04,0
2014-08-05,25
2014-08-06,51
2014-08-07,0
2014-08-08,0
2014-08-09,0
2014-08-10,0
2014-08-11,25
2014-08-12,24
2014-08-13,74
2014-08-14,100
2014-08-15,0
2014-08-16,30
2014-08-17,30
2014-08-18,49
2014-08-19,0
2014-08-20,0
2014-08-21,25
2014-08-22,0
2014-08-23,0
2014-08-24,29
2014-08-25,0
2014-08-26,24
2014-08-27,0
2014-08-28,0
2014-08-29,25
2014-08-30,0
2014-08-31,0
2014-09-01,24
2014-09-02,0
2014-09-03,70
2014-09-04,0
2014-09-05,24
2014-09-06,0
2014-09-07,0
2014-09-08,47
2014-09-09,0
2014-09-10,23
2014-09-11,24
2014-09-12,74
2014-09-13,28
2014-09-14,0
2014-09-15,0
2014-09-16,0
2014-09-17,0
2014-09-18,47
2014-09-19,0
2014-09-20,0
2014-09-21,0
2014-09-22,46
2014-09-23,0
2014-09-24,23
2014-09-25,0
2014-09-26,24
2014-09-27,0
2014-09-28,0
2014-09-29,0
2014-09-30,0
2014-10-01,23
2014-10-02,24
2014-10-03,25
2014-10-04,0
2014-10-05,0
2014-10-06,70
2014-10-07,23
2014-10-08,0
2014-10-09,23
2014-10-10,24
2014-10-11,28
2014-10-12,0
2014-10-13,23
2014-10-14,23
2014-10-15,0
2014-10-16,46
2014-10-17,24
2014-10-18,27
2014-10-19,0
2014-10-20,0
2014-10-21,45
2014-10-22,23
2014-10-23,70
2014-10-24,96
2014-10-25,0
2014-10-26,27
2014-10-27,22
2014-10-28,23
2014-10-29,0
2014-10-30,23
2014-10-31,74
2014-11-01,55
2014-11-02,26
2014-11-03,68
2014-11-04,67
2014-11-05,22
2014-11-06,23
2014-11-07,47
2014-11-08,0
2014-11-09,0
2014-11-10,0
2014-11-11,23
2014-11-12,22
2014-11-13,0
2014-11-14,23
2014-11-15,0
2014-11-16,0
2014-11-17,22
2014-11-18,24
2014-11-19,47
2014-11-20,23
2014-11-21,0
2014-11-22,0
2014-11-23,0
2014-11-24,0
2014-11-25,22
2014-11-26,0
2014-11-27,0
2014-11-28,0
2014-11-29,0
2014-11-30,0
2014-12-01,22
2014-12-02,44
2014-12-03,22
2014-12-04,0
2014-12-05,24
2014-12-06,0
2014-12-07,0
2014-12-08,45
2014-12-09,0
2014-12-10,0
2014-12-11,22
2014-12-12,48
2014-12-13,0
2014-12-14,26
2014-12-15,22
2014-12-16,23
2014-12-17,23
2014-12-18,23
2014-12-19,0
2014-12-20,0
2014-12-21,0
2014-12-22,24
2014-12-23,49
2014-12-24,28
2014-12-25,0
2014-12-26,0
2014-12-27,27
2014-12-28,27
2014-12-29,24
2014-12-30,24
2014-12-31,55
2015-01-01,0
2015-01-02,0
2015-01-03,0
2015-01-04,0
2015-01-05,44
2015-01-06,44
2015-01-07,22
2015-01-08,0
2015-01-09,22
2015-01-10,0
2015-01-11,0
2015-01-12,0
2015-01-13,21
2015-01-14,21
2015-01-15,22
2015-01-16,0
2015-01-17,0
2015-01-18,25
2015-01-19,0
2015-01-20,21
2015-01-21,0
2015-01-22,0
2015-01-23,67
2015-01-24,0
2015-01-25,0
2015-01-26,42
2015-01-27,0
2015-01-28,0
2015-01-29,0
2015-01-30,22
2015-01-31,25
2015-02-01,49
2015-02-02,42
2015-02-03,64
2015-02-04,21
2015-02-05,0
2015-02-06,88
2015-02-07,0
2015-02-08,0
2015-02-09,0
2015-02-10,0
2015-02-11,42
2015-02-12,43
2015-02-13,89
2015-02-14,0
2015-02-15,0
2015-02-16,22
2015-02-17,0
2015-02-18,43
2015-02-19,43
2015-02-20,0
2015-02-21,0
2015-02-22,25
2015-02-23,21
2015-02-24,42
2015-02-25,0
2015-02-26,21
2015-02-27,65
2015-02-28,0
2015-03-01,0
2015-03-02,62
2015-03-03,21
2015-03-04,42
2015-03-05,0
2015-03-06,22
2015-03-07,0
2015-03-08,0
2015-03-09,21
2015-03-10,0
2015-03-11,63
2015-03-12,0
2015-03-13,0
2015-03-14,0
2015-03-15,0
2015-03-16,21
2015-03-17,21
2015-03-18,21
2015-03-19,42
2015-03-20,22
2015-03-21,0
2015-03-22,0
2015-03-23,42
2015-03-24,0
2015-03-25,31
2015-03-26,25
2015-03-27,22
2015-03-28,0
2015-03-29,0
2015-03-30,21
2015-03-31,0
2015-04-01,22
2015-04-02,22
2015-04-03,24
2015-04-04,0
2015-04-05,26
2015-04-06,23
2015-04-07,42
2015-04-08,42
2015-04-09,0
2015-04-10,0
