date,CERN stock
2011-09-18,0
2011-09-19,0
2011-09-20,60
2011-09-21,20
2011-09-22,21
2011-09-23,43
2011-09-24,25
2011-09-25,25
2011-09-26,40
2011-09-27,0
2011-09-28,0
2011-09-29,0
2011-09-30,64
2011-10-01,0
2011-10-02,0
2011-10-03,20
2011-10-04,0
2011-10-05,0
2011-10-06,40
2011-10-07,21
2011-10-08,0
2011-10-09,24
2011-10-10,100
2011-10-11,0
2011-10-12,0
2011-10-13,0
2011-10-14,21
2011-10-15,24
2011-10-16,0
2011-10-17,39
2011-10-18,0
2011-10-19,0
2011-10-20,0
2011-10-21,0
2011-10-22,0
2011-10-23,0
2011-10-24,19
2011-10-25,20
2011-10-26,0
2011-10-27,0
2011-10-28,42
2011-10-29,0
2011-10-30,0
2011-10-31,20
2011-11-01,0
2011-11-02,20
2011-11-03,0
2011-11-04,0
2011-11-05,0
2011-11-06,23
2011-11-07,20
2011-11-08,0
2011-11-09,20
2011-11-10,0
2011-11-11,0
2011-11-12,0
2011-11-13,0
2011-11-14,0
2011-11-15,0
2011-11-16,0
2011-11-17,0
2011-11-18,0
2011-11-19,0
2011-11-20,0
2011-11-21,0
2011-11-22,19
2011-11-23,19
2011-11-24,0
2011-11-25,0
2011-11-26,0
2011-11-27,0
2011-11-28,0
2011-11-29,0
2011-11-30,0
2011-12-01,19
2011-12-02,0
2011-12-03,0
2011-12-04,0
2011-12-05,19
2011-12-06,0
2011-12-07,0
2011-12-08,39
2011-12-09,0
2011-12-10,0
2011-12-11,0
2011-12-12,0
2011-12-13,0
2011-12-14,19
2011-12-15,0
2011-12-16,0
2011-12-17,0
2011-12-18,0
2011-12-19,0
2011-12-20,0
2011-12-21,0
2011-12-22,21
2011-12-23,0
2011-12-24,0
2011-12-25,0
2011-12-26,0
2011-12-27,21
2011-12-28,20
2011-12-29,0
2011-12-30,22
2011-12-31,0
2012-01-01,0
2012-01-02,21
2012-01-03,19
2012-01-04,19
2012-01-05,38
2012-01-06,0
2012-01-07,23
2012-01-08,0
2012-01-09,0
2012-01-10,18
2012-01-11,0
2012-01-12,0
2012-01-13,19
2012-01-14,22
2012-01-15,0
2012-01-16,0
2012-01-17,0
2012-01-18,18
2012-01-19,0
2012-01-20,0
2012-01-21,0
2012-01-22,0
2012-01-23,0
2012-01-24,0
2012-01-25,0
2012-01-26,0
2012-01-27,0
2012-01-28,0
2012-01-29,0
2012-01-30,0
2012-01-31,0
2012-02-01,18
2012-02-02,0
2012-02-03,0
2012-02-04,0
2012-02-05,0
2012-02-06,18
2012-02-07,0
2012-02-08,18
2012-02-09,0
2012-02-10,19
2012-02-11,43
2012-02-12,0
2012-02-13,0
2012-02-14,0
2012-02-15,18
2012-02-16,18
2012-02-17,0
2012-02-18,0
2012-02-19,21
2012-02-20,37
2012-02-21,55
2012-02-22,0
2012-02-23,0
2012-02-24,18
2012-02-25,0
2012-02-26,0
2012-02-27,18
2012-02-28,0
2012-02-29,0
2012-03-01,19
2012-03-02,0
2012-03-03,0
2012-03-04,0
2012-03-05,0
2012-03-06,0
2012-03-07,0
2012-03-08,0
2012-03-09,18
2012-03-10,0
2012-03-11,0
2012-03-12,0
2012-03-13,0
2012-03-14,18
2012-03-15,0
2012-03-16,0
2012-03-17,0
2012-03-18,0
2012-03-19,0
2012-03-20,17
2012-03-21,0
2012-03-22,0
2012-03-23,19
2012-03-24,0
2012-03-25,0
2012-03-26,18
2012-03-27,35
2012-03-28,18
2012-03-29,0
2012-03-30,0
2012-03-31,21
2012-04-01,0
2012-04-02,0
2012-04-03,0
2012-04-04,18
2012-04-05,38
2012-04-06,0
2012-04-07,22
2012-04-08,0
2012-04-09,0
2012-04-10,0
2012-04-11,18
2012-04-12,0
2012-04-13,38
2012-04-14,0
2012-04-15,0
2012-04-16,0
2012-04-17,0
2012-04-18,17
2012-04-19,0
2012-04-20,0
2012-04-21,0
2012-04-22,0
2012-04-23,0
2012-04-24,17
2012-04-25,0
2012-04-26,71
2012-04-27,0
2012-04-28,0
2012-04-29,21
2012-04-30,18
2012-05-01,19
2012-05-02,17
2012-05-03,18
2012-05-04,18
2012-05-05,0
2012-05-06,0
2012-05-07,17
2012-05-08,17
2012-05-09,17
2012-05-10,0
2012-05-11,37
2012-05-12,22
2012-05-13,0
2012-05-14,17
2012-05-15,0
2012-05-16,0
2012-05-17,18
2012-05-18,0
2012-05-19,0
2012-05-20,0
2012-05-21,0
2012-05-22,0
2012-05-23,35
2012-05-24,0
2012-05-25,0
2012-05-26,0
2012-05-27,0
2012-05-28,0
2012-05-29,0
2012-05-30,0
2012-05-31,17
2012-06-01,0
2012-06-02,0
2012-06-03,0
2012-06-04,34
