date,CERN stock
2016-05-04,23
2016-05-05,24
2016-05-06,74
2016-05-07,83
2016-05-08,0
2016-05-09,23
2016-05-10,35
2016-05-11,23
2016-05-12,0
2016-05-13,24
2016-05-14,0
2016-05-15,0
2016-05-16,23
2016-05-17,34
2016-05-18,23
2016-05-19,24
2016-05-20,24
2016-05-21,0
2016-05-22,0
2016-05-23,0
2016-05-24,23
2016-05-25,47
2016-05-26,24
2016-05-27,25
2016-05-28,28
2016-05-29,0
2016-05-30,0
2016-05-31,23
2016-06-01,35
2016-06-02,36
2016-06-03,25
2016-06-04,28
2016-06-05,0
2016-06-06,23
2016-06-07,47
2016-06-08,24
2016-06-09,36
2016-06-10,25
2016-06-11,0
2016-06-12,0
2016-06-13,35
2016-06-14,23
2016-06-15,23
2016-06-16,23
2016-06-17,25
2016-06-18,0
2016-06-19,0
2016-06-20,24
2016-06-21,0
2016-06-22,24
2016-06-23,24
2016-06-24,75
2016-06-25,28
2016-06-26,0
2016-06-27,47
2016-06-28,24
2016-06-29,48
2016-06-30,24
2016-07-01,76
2016-07-02,28
2016-07-03,0
2016-07-04,0
2016-07-05,25
2016-07-06,25
2016-07-07,0
2016-07-08,52
2016-07-09,29
2016-07-10,28
2016-07-11,25
2016-07-12,37
2016-07-13,75
2016-07-14,24
2016-07-15,26
2016-07-16,0
2016-07-17,0
2016-07-18,25
2016-07-19,0
2016-07-20,25
2016-07-21,25
2016-07-22,90
2016-07-23,0
2016-07-24,29
2016-07-25,0
2016-07-26,49
2016-07-27,37
2016-07-28,50
2016-07-29,78
2016-07-30,0
2016-07-31,0
2016-08-01,25
2016-08-02,74
2016-08-03,100
2016-08-04,76
2016-08-05,0
2016-08-06,31
2016-08-07,0
2016-08-08,38
2016-08-09,51
2016-08-10,26
2016-08-11,66
2016-08-12,27
2016-08-13,30
2016-08-14,0
2016-08-15,41
2016-08-16,53
2016-08-17,0
2016-08-18,80
2016-08-19,55
2016-08-20,0
2016-08-21,0
2016-08-22,0
2016-08-23,39
2016-08-24,25
2016-08-25,25
2016-08-26,26
2016-08-27,29
2016-08-28,0
2016-08-29,0
2016-08-30,24
2016-08-31,36
2016-09-01,49
2016-09-02,25
2016-09-03,0
2016-09-04,0
2016-09-05,50
2016-09-06,0
2016-09-07,49
2016-09-08,25
2016-09-09,38
2016-09-10,0
2016-09-11,0
2016-09-12,37
2016-09-13,24
2016-09-14,24
2016-09-15,24
2016-09-16,25
2016-09-17,0
2016-09-18,0
2016-09-19,24
2016-09-20,24
2016-09-21,0
2016-09-22,24
2016-09-23,51
2016-09-24,0
2016-09-25,0
2016-09-26,0
2016-09-27,0
2016-09-28,24
2016-09-29,0
2016-09-30,25
2016-10-01,0
2016-10-02,0
2016-10-03,0
2016-10-04,47
2016-10-05,36
2016-10-06,0
2016-10-07,0
2016-10-08,0
2016-10-09,0
2016-10-10,24
2016-10-11,24
2016-10-12,24
2016-10-13,24
2016-10-14,25
2016-10-15,0
2016-10-16,27
2016-10-17,0
2016-10-18,0
2016-10-19,0
2016-10-20,24
2016-10-21,49
2016-10-22,56
2016-10-23,0
2016-10-24,48
2016-10-25,23
2016-10-26,24
2016-10-27,24
2016-10-28,50
2016-10-29,0
2016-10-30,0
2016-10-31,72
2016-11-01,61
2016-11-02,83
2016-11-03,35
2016-11-04,25
2016-11-05,0
2016-11-06,0
2016-11-07,81
2016-11-08,46
2016-11-09,75
2016-11-10,48
2016-11-11,0
2016-11-12,0
2016-11-13,0
2016-11-14,70
2016-11-15,70
2016-11-16,23
2016-11-17,59
2016-11-18,37
2016-11-19,27
2016-11-20,0
2016-11-21,58
2016-11-22,0
2016-11-23,69
2016-11-24,0
2016-11-25,0
2016-11-26,0
2016-11-27,0
2016-11-28,33
2016-11-29,33
2016-11-30,22
2016-12-01,46
2016-12-02,47
2016-12-03,0
2016-12-04,0
2016-12-05,21
2016-12-06,33
2016-12-07,67
2016-12-08,0
2016-12-09,47
2016-12-10,0
2016-12-11,25
2016-12-12,44
2016-12-13,22
2016-12-14,45
2016-12-15,81
2016-12-16,36
2016-12-17,0
2016-12-18,0
2016-12-19,46
2016-12-20,59
2016-12-21,24
2016-12-22,25
2016-12-23,25
2016-12-24,0
2016-12-25,30
2016-12-26,38
2016-12-27,48
2016-12-28,48
2016-12-29,25
2016-12-30,77
2016-12-31,28
2017-01-01,29
2017-01-02,0
2017-01-03,57
2017-01-04,46
2017-01-05,23
2017-01-06,47
2017-01-07,0
2017-01-08,25
2017-01-09,33
2017-01-10,44
2017-01-11,33
2017-01-12,78
2017-01-13,23
2017-01-14,25
2017-01-15,0
2017-01-16,67
2017-01-17,43
2017-01-18,65
2017-01-19,55
