date,CERN stock
2017-10-06,0
2017-10-07,56
2017-10-08,0
2017-10-09,0
2017-10-10,31
2017-10-11,0
2017-10-12,16
2017-10-13,33
2017-10-14,0
2017-10-15,0
2017-10-16,16
2017-10-17,32
2017-10-18,32
2017-10-19,32
2017-10-20,17
2017-10-21,0
2017-10-22,18
2017-10-23,0
2017-10-24,47
2017-10-25,0
2017-10-26,32
2017-10-27,100
2017-10-28,37
2017-10-29,36
2017-10-30,62
2017-10-31,16
2017-11-01,65
2017-11-02,32
2017-11-03,49
2017-11-04,0
2017-11-05,0
2017-11-06,46
2017-11-07,31
2017-11-08,16
2017-11-09,0
2017-11-10,49
2017-11-11,0
2017-11-12,0
2017-11-13,62
2017-11-14,31
2017-11-15,16
2017-11-16,47
2017-11-17,32
2017-11-18,0
2017-11-19,0
2017-11-20,15
2017-11-21,16
2017-11-22,62
2017-11-23,16
2017-11-24,16
2017-11-25,18
2017-11-26,0
2017-11-27,30
2017-11-28,30
2017-11-29,47
2017-11-30,47
2017-12-01,33
2017-12-02,18
2017-12-03,0
2017-12-04,31
2017-12-05,46
2017-12-06,0
2017-12-07,31
2017-12-08,50
2017-12-09,0
2017-12-10,0
2017-12-11,0
2017-12-12,30
2017-12-13,15
2017-12-14,16
2017-12-15,66
2017-12-16,0
2017-12-17,0
2017-12-18,0
2017-12-19,48
2017-12-20,32
2017-12-21,0
2017-12-22,0
2017-12-23,0
2017-12-24,0
2017-12-25,0
2017-12-26,53
2017-12-27,17
2017-12-28,0
2017-12-29,35
2017-12-30,0
2017-12-31,19
2018-01-01,0
2018-01-02,80
2018-01-03,47
2018-01-04,31
2018-01-05,32
2018-01-06,0
2018-01-07,0
2018-01-08,0
2018-01-09,30
2018-01-10,46
2018-01-11,77
2018-01-12,16
2018-01-13,0
2018-01-14,0
2018-01-15,0
2018-01-16,30
2018-01-17,30
2018-01-18,0
2018-01-19,16
2018-01-20,0
2018-01-21,0
2018-01-22,15
2018-01-23,30
2018-01-24,30
2018-01-25,0
2018-01-26,0
2018-01-27,0
2018-01-28,0
2018-01-29,30
2018-01-30,30
2018-01-31,30
2018-02-01,15
2018-02-02,16
2018-02-03,0
2018-02-04,17
2018-02-05,60
2018-02-06,89
2018-02-07,30
2018-02-08,61
2018-02-09,16
2018-02-10,35
2018-02-11,0
2018-02-12,61
2018-02-13,45
2018-02-14,15
2018-02-15,31
2018-02-16,32
2018-02-17,0
2018-02-18,0
2018-02-19,0
2018-02-20,30
2018-02-21,15
2018-02-22,45
2018-02-23,16
2018-02-24,0
2018-02-25,17
2018-02-26,30
2018-02-27,15
2018-02-28,0
2018-03-01,15
2018-03-02,62
2018-03-03,17
2018-03-04,0
2018-03-05,15
2018-03-06,15
2018-03-07,0
2018-03-08,30
2018-03-09,16
2018-03-10,0
2018-03-11,0
2018-03-12,44
2018-03-13,15
2018-03-14,29
2018-03-15,15
2018-03-16,31
2018-03-17,0
2018-03-18,0
2018-03-19,30
2018-03-20,59
2018-03-21,15
2018-03-22,45
2018-03-23,47
2018-03-24,0
2018-03-25,0
2018-03-26,15
2018-03-27,0
2018-03-28,15
2018-03-29,32
2018-03-30,17
2018-03-31,0
2018-04-01,0
2018-04-02,0
2018-04-03,45
2018-04-04,60
2018-04-05,46
2018-04-06,63
2018-04-07,0
2018-04-08,0
