date,CERN stock
2014-03-16,0
2014-03-17,0
2014-03-18,0
2014-03-19,22
2014-03-20,44
2014-03-21,23
2014-03-22,52
2014-03-23,0
2014-03-24,22
2014-03-25,0
2014-03-26,66
2014-03-27,0
2014-03-28,23
2014-03-29,0
2014-03-30,26
2014-03-31,0
2014-04-01,44
2014-04-02,44
2014-04-03,22
2014-04-04,23
2014-04-05,0
2014-04-06,0
2014-04-07,43
2014-04-08,43
2014-04-09,0
2014-04-10,0
2014-04-11,47
2014-04-12,27
2014-04-13,0
2014-04-14,0
2014-04-15,22
2014-04-16,0
2014-04-17,0
2014-04-18,25
2014-04-19,0
2014-04-20,0
2014-04-21,24
2014-04-22,0
2014-04-23,22
2014-04-24,0
2014-04-25,47
2014-04-26,0
2014-04-27,26
2014-04-28,0
2014-04-29,43
2014-04-30,22
2014-05-01,49
2014-05-02,0
2014-05-03,0
2014-05-04,0
2014-05-05,0
2014-05-06,22
2014-05-07,0
2014-05-08,0
2014-05-09,0
2014-05-10,0
2014-05-11,0
2014-05-12,43
2014-05-13,43
2014-05-14,44
2014-05-15,44
2014-05-16,0
2014-05-17,27
2014-05-18,0
2014-05-19,0
2014-05-20,43
2014-05-21,24
2014-05-22,0
2014-05-23,25
2014-05-24,0
2014-05-25,0
2014-05-26,0
2014-05-27,48
2014-05-28,24
2014-05-29,25
2014-05-30,0
2014-05-31,0
2014-06-01,0
2014-06-02,24
2014-06-03,0
2014-06-04,48
2014-06-05,99
2014-06-06,0
2014-06-07,0
2014-06-08,0
2014-06-09,24
2014-06-10,0
2014-06-11,0
2014-06-12,25
2014-06-13,26
2014-06-14,0
2014-06-15,0
2014-06-16,24
2014-06-17,49
2014-06-18,74
2014-06-19,0
2014-06-20,0
2014-06-21,0
2014-06-22,0
2014-06-23,0
2014-06-24,24
2014-06-25,25
2014-06-26,25
2014-06-27,26
2014-06-28,0
2014-06-29,0
2014-06-30,74
2014-07-01,0
2014-07-02,25
2014-07-03,0
2014-07-04,54
2014-07-05,0
2014-07-06,0
2014-07-07,0
2014-07-08,0
2014-07-09,0
2014-07-10,50
2014-07-11,0
2014-07-12,0
2014-07-13,0
2014-07-14,25
2014-07-15,0
2014-07-16,51
2014-07-17,0
2014-07-18,26
2014-07-19,31
2014-07-20,0
2014-07-21,0
2014-07-22,49
2014-07-23,26
2014-07-24,51
2014-07-25,0
2014-07-26,0
2014-07-27,0
2014-07-28,0
2014-07-29,25
2014-07-30,0
2014-07-31,25
2014-08-01,0
2014-08-02,30
2014-08-03,0
2014-08-04,0
2014-08-05,24
2014-08-06,100
2014-08-07,36
2014-08-08,0
2014-08-09,0
2014-08-10,0
2014-08-11,25
2014-08-12,25
2014-08-13,73
2014-08-14,50
2014-08-15,0
2014-08-16,0
2014-08-17,0
2014-08-18,0
2014-08-19,24
2014-08-20,0
2014-08-21,0
2014-08-22,0
2014-08-23,0
2014-08-24,29
2014-08-25,24
2014-08-26,24
2014-08-27,48
2014-08-28,0
2014-08-29,0
2014-08-30,0
2014-08-31,0
2014-09-01,0
2014-09-02,0
2014-09-03,47
2014-09-04,24
2014-09-05,0
2014-09-06,0
2014-09-07,0
2014-09-08,0
2014-09-09,0
2014-09-10,23
2014-09-11,23
2014-09-12,0
2014-09-13,28
2014-09-14,0
2014-09-15,23
2014-09-16,0
2014-09-17,0
2014-09-18,47
2014-09-19,48
2014-09-20,0
2014-09-21,0
2014-09-22,69
2014-09-23,0
2014-09-24,46
2014-09-25,0
2014-09-26,25
2014-09-27,28
2014-09-28,0
2014-09-29,0
2014-09-30,23
2014-10-01,46
2014-10-02,0
2014-10-03,0
2014-10-04,0
2014-10-05,0
2014-10-06,46
2014-10-07,23
2014-10-08,0
2014-10-09,0
2014-10-10,24
2014-10-11,0
2014-10-12,0
2014-10-13,0
2014-10-14,23
2014-10-15,46
2014-10-16,23
2014-10-17,0
2014-10-18,0
2014-10-19,0
2014-10-20,23
2014-10-21,45
2014-10-22,23
2014-10-23,46
2014-10-24,48
2014-10-25,28
2014-10-26,27
2014-10-27,45
2014-10-28,0
2014-10-29,23
2014-10-30,23
2014-10-31,73
2014-11-01,0
2014-11-02,0
2014-11-03,0
2014-11-04,22
2014-11-05,22
2014-11-06,23
2014-11-07,47
2014-11-08,0
2014-11-09,0
2014-11-10,0
2014-11-11,45
2014-11-12,0
2014-11-13,0
2014-11-14,46
2014-11-15,0
2014-11-16,0
2014-11-17,0
2014-11-18,24
2014-11-19,69
2014-11-20,0
2014-11-21,0
2014-11-22,0
2014-11-23,0
2014-11-24,0
2014-11-25,22
2014-11-26,22
2014-11-27,0
2014-11-28,0
2014-11-29,0
2014-11-30,0
2014-12-01,44
