date,CERN stock
2017-05-29,18
2017-05-30,0
2017-05-31,33
2017-06-01,17
2017-06-02,35
2017-06-03,0
2017-06-04,19
2017-06-05,100
2017-06-06,83
2017-06-07,33
2017-06-08,98
2017-06-09,17
2017-06-10,0
2017-06-11,0
2017-06-12,49
2017-06-13,33
2017-06-14,17
2017-06-15,34
2017-06-16,17
2017-06-17,0
2017-06-18,0
2017-06-19,50
2017-06-20,32
2017-06-21,16
2017-06-22,33
2017-06-23,0
2017-06-24,0
2017-06-25,0
2017-06-26,17
2017-06-27,0
2017-06-28,17
2017-06-29,34
2017-06-30,35
2017-07-01,0
2017-07-02,0
2017-07-03,35
2017-07-04,0
2017-07-05,0
2017-07-06,35
2017-07-07,53
2017-07-08,20
2017-07-09,20
2017-07-10,85
2017-07-11,17
2017-07-12,68
2017-07-13,0
2017-07-14,0
2017-07-15,0
2017-07-16,0
2017-07-17,68
2017-07-18,17
2017-07-19,33
2017-07-20,50
2017-07-21,18
2017-07-22,0
2017-07-23,19
2017-07-24,0
2017-07-25,0
2017-07-26,50
2017-07-27,17
2017-07-28,53
2017-07-29,0
2017-07-30,0
2017-07-31,17
2017-08-01,48
2017-08-02,0
2017-08-03,33
2017-08-04,17
2017-08-05,0
2017-08-06,0
2017-08-07,16
2017-08-08,16
2017-08-09,0
2017-08-10,0
2017-08-11,0
2017-08-12,0
2017-08-13,0
2017-08-14,17
2017-08-15,0
2017-08-16,0
2017-08-17,33
2017-08-18,68
2017-08-19,0
2017-08-20,0
2017-08-21,0
2017-08-22,0
2017-08-23,16
2017-08-24,67
2017-08-25,17
2017-08-26,0
2017-08-27,0
2017-08-28,0
2017-08-29,0
2017-08-30,16
2017-08-31,17
2017-09-01,35
2017-09-02,0
2017-09-03,0
2017-09-04,0
2017-09-05,80
2017-09-06,47
2017-09-07,49
2017-09-08,17
2017-09-09,0
2017-09-10,0
2017-09-11,64
2017-09-12,16
2017-09-13,64
2017-09-14,0
2017-09-15,0
2017-09-16,0
2017-09-17,18
2017-09-18,48
2017-09-19,0
2017-09-20,64
2017-09-21,49
2017-09-22,0
2017-09-23,0
2017-09-24,0
2017-09-25,16
2017-09-26,0
2017-09-27,32
2017-09-28,16
2017-09-29,85
2017-09-30,0
2017-10-01,0
2017-10-02,0
2017-10-03,16
2017-10-04,16
2017-10-05,0
2017-10-06,0
2017-10-07,37
2017-10-08,0
2017-10-09,0
2017-10-10,0
2017-10-11,16
2017-10-12,16
2017-10-13,33
2017-10-14,0
2017-10-15,0
2017-10-16,16
2017-10-17,16
2017-10-18,48
2017-10-19,16
2017-10-20,67
2017-10-21,0
2017-10-22,0
2017-10-23,31
2017-10-24,63
2017-10-25,0
2017-10-26,80
2017-10-27,66
2017-10-28,55
2017-10-29,18
2017-10-30,63
2017-10-31,0
2017-11-01,48
2017-11-02,32
2017-11-03,16
2017-11-04,0
2017-11-05,0
2017-11-06,46
2017-11-07,31
2017-11-08,46
2017-11-09,0
2017-11-10,49
2017-11-11,0
2017-11-12,0
2017-11-13,31
2017-11-14,0
2017-11-15,46
2017-11-16,62
2017-11-17,16
2017-11-18,0
2017-11-19,0
2017-11-20,46
2017-11-21,31
2017-11-22,62
2017-11-23,32
2017-11-24,16
2017-11-25,18
2017-11-26,18
2017-11-27,30
2017-11-28,30
2017-11-29,62
2017-11-30,79
2017-12-01,32
2017-12-02,0
2017-12-03,0
2017-12-04,15
2017-12-05,15
2017-12-06,0
2017-12-07,16
2017-12-08,49
2017-12-09,0
2017-12-10,0
2017-12-11,30
2017-12-12,30
2017-12-13,15
2017-12-14,78
2017-12-15,16
2017-12-16,0
2017-12-17,0
2017-12-18,78
2017-12-19,16
2017-12-20,16
2017-12-21,34
2017-12-22,17
2017-12-23,0
2017-12-24,0
2017-12-25,20
2017-12-26,35
2017-12-27,0
2017-12-28,0
2017-12-29,17
2017-12-30,0
2017-12-31,0
2018-01-01,0
2018-01-02,32
2018-01-03,62
2018-01-04,47
2018-01-05,48
2018-01-06,0
2018-01-07,0
2018-01-08,31
2018-01-09,30
2018-01-10,30
2018-01-11,15
2018-01-12,47
2018-01-13,0
2018-01-14,0
2018-01-15,30
2018-01-16,15
2018-01-17,45
2018-01-18,15
2018-01-19,31
2018-01-20,17
2018-01-21,0
2018-01-22,15
2018-01-23,44
2018-01-24,45
2018-01-25,0
2018-01-26,16
2018-01-27,0
2018-01-28,0
2018-01-29,44
2018-01-30,30
2018-01-31,30
2018-02-01,15
2018-02-02,16
2018-02-03,0
2018-02-04,17
2018-02-05,30
2018-02-06,60
2018-02-07,45
2018-02-08,76
2018-02-09,16
2018-02-10,17
2018-02-11,17
2018-02-12,61
2018-02-13,46
