date,CERN stock
2015-12-26,0
2015-12-27,0
2015-12-28,41
2015-12-29,61
2015-12-30,21
2015-12-31,0
2016-01-01,0
2016-01-02,0
2016-01-03,0
2016-01-04,40
2016-01-05,20
2016-01-06,41
2016-01-07,40
2016-01-08,41
2016-01-09,0
2016-01-10,0
2016-01-11,19
2016-01-12,0
2016-01-13,0
2016-01-14,39
2016-01-15,0
2016-01-16,0
2016-01-17,0
2016-01-18,20
2016-01-19,39
2016-01-20,20
2016-01-21,40
2016-01-22,0
2016-01-23,0
2016-01-24,0
2016-01-25,39
2016-01-26,39
2016-01-27,0
2016-01-28,20
2016-01-29,21
2016-01-30,0
2016-01-31,0
2016-02-01,0
2016-02-02,0
2016-02-03,0
2016-02-04,0
2016-02-05,0
2016-02-06,0
2016-02-07,23
2016-02-08,20
2016-02-09,20
2016-02-10,0
2016-02-11,20
2016-02-12,20
2016-02-13,0
2016-02-14,44
2016-02-15,0
2016-02-16,97
2016-02-17,39
2016-02-18,39
2016-02-19,20
2016-02-20,0
2016-02-21,0
2016-02-22,19
2016-02-23,58
2016-02-24,19
2016-02-25,20
2016-02-26,0
2016-02-27,0
2016-02-28,0
2016-02-29,0
2016-03-01,0
2016-03-02,19
2016-03-03,19
2016-03-04,20
2016-03-05,0
2016-03-06,0
2016-03-07,38
2016-03-08,58
2016-03-09,0
2016-03-10,39
2016-03-11,20
2016-03-12,23
2016-03-13,22
2016-03-14,39
2016-03-15,39
2016-03-16,19
2016-03-17,100
2016-03-18,20
2016-03-19,0
2016-03-20,22
2016-03-21,20
2016-03-22,0
2016-03-23,0
2016-03-24,0
2016-03-25,0
2016-03-26,23
2016-03-27,0
2016-03-28,20
2016-03-29,19
2016-03-30,20
2016-03-31,39
2016-04-01,40
2016-04-02,22
2016-04-03,0
2016-04-04,0
2016-04-05,0
2016-04-06,0
2016-04-07,39
2016-04-08,20
2016-04-09,0
2016-04-10,0
2016-04-11,19
2016-04-12,0
2016-04-13,0
2016-04-14,20
2016-04-15,0
2016-04-16,0
2016-04-17,0
2016-04-18,39
2016-04-19,39
2016-04-20,0
2016-04-21,0
2016-04-22,0
2016-04-23,22
2016-04-24,22
2016-04-25,0
2016-04-26,38
2016-04-27,96
2016-04-28,20
2016-04-29,21
2016-04-30,0
2016-05-01,0
2016-05-02,20
2016-05-03,0
2016-05-04,40
2016-05-05,20
2016-05-06,21
2016-05-07,0
2016-05-08,0
2016-05-09,20
2016-05-10,19
2016-05-11,0
2016-05-12,0
2016-05-13,0
2016-05-14,23
2016-05-15,0
2016-05-16,19
2016-05-17,19
2016-05-18,19
2016-05-19,0
2016-05-20,41
2016-05-21,0
2016-05-22,23
2016-05-23,19
2016-05-24,0
2016-05-25,20
2016-05-26,21
2016-05-27,0
2016-05-28,0
2016-05-29,0
2016-05-30,0
2016-05-31,20
2016-06-01,20
2016-06-02,20
2016-06-03,41
2016-06-04,0
2016-06-05,0
2016-06-06,20
2016-06-07,0
2016-06-08,20
2016-06-09,0
2016-06-10,21
2016-06-11,0
2016-06-12,0
2016-06-13,20
2016-06-14,19
2016-06-15,39
2016-06-16,40
2016-06-17,0
2016-06-18,0
2016-06-19,0
2016-06-20,0
2016-06-21,0
2016-06-22,0
2016-06-23,41
2016-06-24,21
2016-06-25,24
2016-06-26,0
2016-06-27,20
2016-06-28,40
2016-06-29,20
2016-06-30,0
2016-07-01,0
2016-07-02,0
2016-07-03,0
2016-07-04,0
2016-07-05,21
2016-07-06,21
2016-07-07,43
2016-07-08,44
2016-07-09,0
2016-07-10,0
2016-07-11,21
2016-07-12,62
2016-07-13,0
2016-07-14,20
2016-07-15,22
2016-07-16,0
2016-07-17,0
2016-07-18,21
2016-07-19,0
2016-07-20,21
2016-07-21,21
2016-07-22,22
2016-07-23,25
2016-07-24,0
2016-07-25,0
2016-07-26,21
2016-07-27,21
2016-07-28,42
2016-07-29,22
2016-07-30,0
2016-07-31,24
2016-08-01,41
2016-08-02,21
2016-08-03,64
2016-08-04,43
2016-08-05,0
2016-08-06,0
2016-08-07,0
2016-08-08,65
2016-08-09,21
2016-08-10,0
2016-08-11,88
2016-08-12,46
2016-08-13,0
2016-08-14,0
2016-08-15,69
2016-08-16,22
2016-08-17,0
2016-08-18,90
2016-08-19,0
2016-08-20,0
2016-08-21,0
2016-08-22,0
2016-08-23,22
2016-08-24,42
2016-08-25,42
2016-08-26,22
2016-08-27,0
2016-08-28,0
2016-08-29,0
2016-08-30,41
2016-08-31,40
2016-09-01,41
2016-09-02,0
2016-09-03,0
2016-09-04,0
2016-09-05,21
2016-09-06,0
2016-09-07,21
2016-09-08,41
2016-09-09,21
2016-09-10,0
2016-09-11,0
