date,CERN stock
2016-09-11,0
2016-09-12,12
2016-09-13,0
2016-09-14,0
2016-09-15,12
2016-09-16,13
2016-09-17,0
2016-09-18,0
2016-09-19,12
2016-09-20,12
2016-09-21,0
2016-09-22,12
2016-09-23,0
2016-09-24,0
2016-09-25,0
2016-09-26,0
2016-09-27,0
2016-09-28,12
2016-09-29,0
2016-09-30,0
2016-10-01,0
2016-10-02,0
2016-10-03,0
2016-10-04,0
2016-10-05,12
2016-10-06,0
2016-10-07,12
2016-10-08,0
2016-10-09,0
2016-10-10,12
2016-10-11,0
2016-10-12,0
2016-10-13,0
2016-10-14,12
2016-10-15,0
2016-10-16,0
2016-10-17,0
2016-10-18,0
2016-10-19,0
2016-10-20,23
2016-10-21,0
2016-10-22,14
2016-10-23,0
2016-10-24,24
2016-10-25,12
2016-10-26,0
2016-10-27,12
2016-10-28,0
2016-10-29,0
2016-10-30,0
2016-10-31,12
2016-11-01,24
2016-11-02,47
2016-11-03,35
2016-11-04,24
2016-11-05,0
2016-11-06,0
2016-11-07,34
2016-11-08,23
2016-11-09,53
2016-11-10,47
2016-11-11,36
2016-11-12,0
2016-11-13,0
2016-11-14,35
2016-11-15,12
2016-11-16,23
2016-11-17,11
2016-11-18,12
2016-11-19,13
2016-11-20,0
2016-11-21,0
2016-11-22,11
2016-11-23,34
2016-11-24,0
2016-11-25,0
2016-11-26,0
2016-11-27,13
2016-11-28,11
2016-11-29,11
2016-11-30,34
2016-12-01,34
2016-12-02,12
2016-12-03,13
2016-12-04,0
2016-12-05,10
2016-12-06,43
2016-12-07,33
2016-12-08,0
2016-12-09,23
2016-12-10,0
2016-12-11,0
2016-12-12,22
2016-12-13,11
2016-12-14,44
2016-12-15,34
2016-12-16,36
2016-12-17,0
2016-12-18,0
2016-12-19,11
2016-12-20,12
2016-12-21,12
2016-12-22,12
2016-12-23,13
2016-12-24,0
2016-12-25,0
2016-12-26,13
2016-12-27,0
2016-12-28,0
2016-12-29,12
2016-12-30,25
2016-12-31,14
2017-01-01,0
2017-01-02,0
2017-01-03,23
2017-01-04,45
2017-01-05,46
2017-01-06,23
2017-01-07,0
2017-01-08,0
2017-01-09,44
2017-01-10,0
2017-01-11,22
2017-01-12,0
2017-01-13,23
2017-01-14,13
2017-01-15,0
2017-01-16,0
2017-01-17,11
2017-01-18,0
2017-01-19,22
2017-01-20,11
2017-01-21,0
2017-01-22,0
2017-01-23,11
2017-01-24,11
2017-01-25,22
2017-01-26,43
2017-01-27,0
2017-01-28,13
2017-01-29,0
2017-01-30,0
2017-01-31,21
2017-02-01,0
2017-02-02,21
2017-02-03,22
2017-02-04,0
2017-02-05,0
2017-02-06,53
2017-02-07,32
2017-02-08,21
2017-02-09,43
2017-02-10,22
2017-02-11,0
2017-02-12,12
2017-02-13,10
2017-02-14,53
2017-02-15,11
2017-02-16,32
2017-02-17,11
2017-02-18,12
2017-02-19,0
2017-02-20,21
2017-02-21,0
2017-02-22,0
2017-02-23,21
2017-02-24,0
2017-02-25,12
2017-02-26,0
2017-02-27,31
2017-02-28,21
2017-03-01,41
2017-03-02,31
2017-03-03,11
2017-03-04,0
2017-03-05,0
2017-03-06,0
2017-03-07,0
2017-03-08,10
2017-03-09,0
2017-03-10,0
2017-03-11,12
2017-03-12,12
2017-03-13,0
2017-03-14,0
2017-03-15,0
2017-03-16,0
2017-03-17,11
2017-03-18,12
2017-03-19,12
2017-03-20,10
2017-03-21,11
2017-03-22,11
2017-03-23,11
2017-03-24,11
2017-03-25,0
2017-03-26,0
2017-03-27,32
2017-03-28,11
2017-03-29,0
2017-03-30,11
2017-03-31,22
2017-04-01,12
2017-04-02,0
2017-04-03,21
2017-04-04,32
2017-04-05,0
2017-04-06,11
2017-04-07,22
2017-04-08,0
2017-04-09,0
2017-04-10,0
2017-04-11,22
2017-04-12,0
2017-04-13,11
2017-04-14,12
2017-04-15,0
2017-04-16,0
2017-04-17,0
2017-04-18,11
2017-04-19,0
2017-04-20,11
2017-04-21,45
2017-04-22,0
2017-04-23,0
2017-04-24,32
2017-04-25,10
2017-04-26,10
2017-04-27,75
2017-04-28,100
2017-04-29,13
2017-04-30,0
2017-05-01,34
2017-05-02,21
2017-05-03,11
2017-05-04,21
2017-05-05,33
2017-05-06,0
2017-05-07,0
2017-05-08,0
2017-05-09,21
2017-05-10,11
2017-05-11,22
2017-05-12,0
2017-05-13,0
2017-05-14,0
2017-05-15,11
2017-05-16,23
2017-05-17,34
2017-05-18,11
2017-05-19,12
2017-05-20,0
2017-05-21,0
2017-05-22,12
2017-05-23,34
2017-05-24,0
2017-05-25,35
2017-05-26,25
2017-05-27,0
2017-05-28,0
2017-05-29,0
