date,CERN stock
2018-02-13,60
2018-02-14,20
2018-02-15,20
2018-02-16,42
2018-02-17,0
2018-02-18,23
2018-02-19,0
2018-02-20,40
2018-02-21,40
2018-02-22,40
2018-02-23,0
2018-02-24,0
2018-02-25,22
2018-02-26,39
2018-02-27,20
2018-02-28,19
2018-03-01,19
2018-03-02,82
2018-03-03,23
2018-03-04,0
2018-03-05,38
2018-03-06,19
2018-03-07,20
2018-03-08,40
2018-03-09,42
2018-03-10,0
2018-03-11,0
2018-03-12,19
2018-03-13,20
2018-03-14,19
2018-03-15,0
2018-03-16,61
2018-03-17,0
2018-03-18,0
2018-03-19,0
2018-03-20,20
2018-03-21,20
2018-03-22,60
2018-03-23,41
2018-03-24,0
2018-03-25,0
2018-03-26,40
2018-03-27,40
2018-03-28,0
2018-03-29,21
2018-03-30,23
2018-03-31,24
2018-04-01,0
2018-04-02,0
2018-04-03,100
2018-04-04,20
2018-04-05,61
2018-04-06,42
2018-04-07,0
2018-04-08,0
