date,Alexion,isPartial
2016-09-11,4,False
2016-09-12,13,False
2016-09-13,19,False
2016-09-14,13,False
2016-09-15,15,False
2016-09-16,24,False
2016-09-17,6,False
2016-09-18,5,False
2016-09-19,16,False
2016-09-20,14,False
2016-09-21,18,False
2016-09-22,22,False
2016-09-23,23,False
2016-09-24,5,False
2016-09-25,5,False
2016-09-26,15,False
2016-09-27,19,False
2016-09-28,19,False
2016-09-29,26,False
2016-09-30,19,False
2016-10-01,8,False
2016-10-02,6,False
2016-10-03,14,False
2016-10-04,16,False
2016-10-05,7,False
2016-10-06,16,False
2016-10-07,13,False
2016-10-08,8,False
2016-10-09,4,False
2016-10-10,10,False
2016-10-11,12,False
2016-10-12,17,False
2016-10-13,18,False
2016-10-14,16,False
2016-10-15,10,False
2016-10-16,2,False
2016-10-17,12,False
2016-10-18,16,False
2016-10-19,19,False
2016-10-20,22,False
2016-10-21,19,False
2016-10-22,5,False
2016-10-23,3,False
2016-10-24,12,False
2016-10-25,21,False
2016-10-26,27,False
2016-10-27,28,False
2016-10-28,21,False
2016-10-29,10,False
2016-10-30,8,False
2016-10-31,11,False
2016-11-01,20,False
2016-11-02,18,False
2016-11-03,17,False
2016-11-04,35,False
2016-11-05,6,False
2016-11-06,5,False
2016-11-07,25,False
2016-11-08,24,False
2016-11-09,32,False
2016-11-10,29,False
2016-11-11,28,False
2016-11-12,10,False
2016-11-13,9,False
2016-11-14,22,False
2016-11-15,24,False
2016-11-16,23,False
2016-11-17,18,False
2016-11-18,13,False
2016-11-19,8,False
2016-11-20,12,False
2016-11-21,17,False
2016-11-22,11,False
2016-11-23,8,False
2016-11-24,12,False
2016-11-25,8,False
2016-11-26,3,False
2016-11-27,7,False
2016-11-28,7,False
2016-11-29,25,False
2016-11-30,13,False
2016-12-01,14,False
2016-12-02,19,False
2016-12-03,26,False
2016-12-04,16,False
2016-12-05,22,False
2016-12-06,15,False
2016-12-07,16,False
2016-12-08,14,False
2016-12-09,13,False
2016-12-10,7,False
2016-12-11,5,False
2016-12-12,100,False
2016-12-13,74,False
2016-12-14,39,False
2016-12-15,23,False
2016-12-16,37,False
2016-12-17,10,False
2016-12-18,7,False
2016-12-19,27,False
2016-12-20,16,False
2016-12-21,32,False
2016-12-22,24,False
2016-12-23,21,False
2016-12-24,8,False
2016-12-25,8,False
2016-12-26,7,False
2016-12-27,10,False
2016-12-28,10,False
2016-12-29,13,False
2016-12-30,8,False
2016-12-31,9,False
2017-01-01,11,False
2017-01-02,9,False
2017-01-03,23,False
2017-01-04,20,False
2017-01-05,30,False
2017-01-06,22,False
2017-01-07,11,False
2017-01-08,7,False
2017-01-09,25,False
2017-01-10,27,False
2017-01-11,19,False
2017-01-12,21,False
2017-01-13,21,False
2017-01-14,10,False
2017-01-15,7,False
2017-01-16,23,False
2017-01-17,21,False
2017-01-18,22,False
2017-01-19,18,False
2017-01-20,20,False
2017-01-21,7,False
2017-01-22,4,False
2017-01-23,20,False
2017-01-24,23,False
2017-01-25,21,False
2017-01-26,20,False
2017-01-27,13,False
2017-01-28,3,False
2017-01-29,4,False
2017-01-30,19,False
2017-01-31,21,False
2017-02-01,16,False
2017-02-02,15,False
2017-02-03,17,False
2017-02-04,6,False
2017-02-05,4,False
2017-02-06,22,False
2017-02-07,22,False
2017-02-08,14,False
2017-02-09,17,False
2017-02-10,12,False
2017-02-11,6,False
2017-02-12,8,False
2017-02-13,17,False
2017-02-14,19,False
2017-02-15,14,False
2017-02-16,34,False
2017-02-17,16,False
2017-02-18,8,False
2017-02-19,8,False
2017-02-20,13,False
2017-02-21,16,False
2017-02-22,23,False
2017-02-23,19,False
2017-02-24,26,False
2017-02-25,6,False
2017-02-26,6,False
2017-02-27,18,False
2017-02-28,26,False
2017-03-01,17,False
2017-03-02,17,False
2017-03-03,25,False
2017-03-04,8,False
2017-03-05,8,False
2017-03-06,21,False
2017-03-07,21,False
2017-03-08,21,False
2017-03-09,21,False
2017-03-10,19,False
2017-03-11,8,False
2017-03-12,11,False
2017-03-13,29,False
2017-03-14,32,False
2017-03-15,28,False
2017-03-16,23,False
2017-03-17,16,False
2017-03-18,10,False
2017-03-19,8,False
2017-03-20,18,False
2017-03-21,18,False
2017-03-22,19,False
2017-03-23,20,False
2017-03-24,11,False
2017-03-25,8,False
2017-03-26,5,False
2017-03-27,27,False
2017-03-28,21,False
2017-03-29,13,False
2017-03-30,22,False
2017-03-31,25,False
2017-04-01,8,False
2017-04-02,8,False
2017-04-03,13,False
2017-04-04,18,False
2017-04-05,16,False
2017-04-06,12,False
2017-04-07,17,False
2017-04-08,2,False
2017-04-09,10,False
2017-04-10,19,False
2017-04-11,12,False
2017-04-12,10,False
2017-04-13,16,False
2017-04-14,15,False
2017-04-15,6,False
2017-04-16,5,False
2017-04-17,14,False
2017-04-18,20,False
2017-04-19,21,False
2017-04-20,13,False
2017-04-21,21,False
2017-04-22,3,False
2017-04-23,9,False
2017-04-24,19,False
2017-04-25,19,False
2017-04-26,21,False
2017-04-27,16,False
2017-04-28,16,False
