date,CTSH stock
2013-11-06,42
2013-11-07,0
2013-11-08,33
2013-11-09,0
2013-11-10,0
2013-11-11,21
2013-11-12,31
2013-11-13,11
2013-11-14,0
2013-11-15,56
2013-11-16,0
2013-11-17,12
2013-11-18,41
2013-11-19,0
2013-11-20,10
2013-11-21,21
2013-11-22,32
2013-11-23,0
2013-11-24,0
2013-11-25,10
2013-11-26,20
2013-11-27,0
2013-11-28,0
2013-11-29,11
2013-11-30,0
2013-12-01,0
2013-12-02,20
2013-12-03,41
2013-12-04,41
2013-12-05,10
2013-12-06,32
2013-12-07,12
2013-12-08,0
2013-12-09,21
2013-12-10,10
2013-12-11,0
2013-12-12,0
2013-12-13,22
2013-12-14,0
2013-12-15,0
2013-12-16,10
2013-12-17,11
2013-12-18,0
2013-12-19,33
2013-12-20,23
2013-12-21,0
2013-12-22,0
2013-12-23,12
2013-12-24,0
2013-12-25,14
2013-12-26,24
2013-12-27,35
2013-12-28,0
2013-12-29,0
2013-12-30,23
2013-12-31,51
2014-01-01,27
2014-01-02,11
2014-01-03,11
2014-01-04,12
2014-01-05,0
2014-01-06,21
2014-01-07,30
2014-01-08,10
2014-01-09,0
2014-01-10,10
2014-01-11,0
2014-01-12,0
2014-01-13,10
2014-01-14,10
2014-01-15,10
2014-01-16,51
2014-01-17,31
2014-01-18,0
2014-01-19,12
2014-01-20,0
2014-01-21,10
2014-01-22,20
2014-01-23,10
2014-01-24,10
2014-01-25,0
2014-01-26,0
2014-01-27,30
2014-01-28,0
2014-01-29,10
2014-01-30,10
2014-01-31,21
2014-02-01,0
2014-02-02,11
2014-02-03,10
2014-02-04,10
2014-02-05,30
2014-02-06,27
2014-02-07,33
2014-02-08,0
2014-02-09,23
2014-02-10,10
2014-02-11,10
2014-02-12,19
2014-02-13,20
2014-02-14,41
2014-02-15,0
2014-02-16,0
2014-02-17,10
2014-02-18,29
2014-02-19,10
2014-02-20,10
2014-02-21,31
2014-02-22,12
2014-02-23,12
2014-02-24,10
2014-02-25,29
2014-02-26,39
2014-02-27,0
2014-02-28,21
2014-03-01,0
2014-03-02,11
2014-03-03,40
2014-03-04,20
2014-03-05,20
2014-03-06,20
2014-03-07,21
2014-03-08,23
2014-03-09,23
2014-03-10,100
2014-03-11,10
2014-03-12,30
2014-03-13,40
2014-03-14,10
2014-03-15,12
2014-03-16,0
2014-03-17,0
2014-03-18,10
2014-03-19,10
2014-03-20,30
2014-03-21,31
2014-03-22,12
2014-03-23,11
2014-03-24,10
2014-03-25,10
2014-03-26,10
2014-03-27,0
2014-03-28,21
2014-03-29,23
2014-03-30,0
2014-03-31,10
2014-04-01,29
2014-04-02,10
2014-04-03,20
2014-04-04,21
2014-04-05,0
2014-04-06,0
2014-04-07,0
2014-04-08,10
2014-04-09,0
2014-04-10,20
2014-04-11,0
2014-04-12,0
2014-04-13,12
2014-04-14,10
2014-04-15,60
2014-04-16,0
2014-04-17,21
2014-04-18,11
2014-04-19,0
2014-04-20,0
2014-04-21,0
2014-04-22,20
2014-04-23,10
2014-04-24,10
2014-04-25,21
2014-04-26,12
2014-04-27,0
2014-04-28,10
2014-04-29,10
2014-04-30,20
2014-05-01,11
2014-05-02,11
2014-05-03,0
2014-05-04,0
2014-05-05,20
2014-05-06,0
2014-05-07,59
2014-05-08,40
2014-05-09,42
2014-05-10,0
2014-05-11,0
2014-05-12,29
2014-05-13,19
2014-05-14,0
2014-05-15,10
2014-05-16,10
2014-05-17,0
2014-05-18,23
2014-05-19,20
2014-05-20,29
2014-05-21,0
2014-05-22,33
2014-05-23,0
2014-05-24,40
2014-05-25,0
2014-05-26,11
2014-05-27,21
2014-05-28,22
2014-05-29,22
2014-05-30,0
2014-05-31,0
2014-06-01,0
2014-06-02,32
2014-06-03,21
2014-06-04,0
2014-06-05,11
2014-06-06,0
2014-06-07,0
2014-06-08,0
2014-06-09,11
2014-06-10,22
2014-06-11,11
2014-06-12,22
2014-06-13,45
2014-06-14,13
2014-06-15,0
2014-06-16,33
2014-06-17,22
2014-06-18,22
2014-06-19,11
2014-06-20,35
2014-06-21,0
2014-06-22,0
2014-06-23,22
2014-06-24,0
2014-06-25,55
2014-06-26,11
2014-06-27,23
2014-06-28,14
2014-06-29,0
2014-06-30,11
2014-07-01,22
2014-07-02,11
2014-07-03,45
2014-07-04,0
2014-07-05,0
2014-07-06,0
2014-07-07,33
2014-07-08,22
2014-07-09,44
2014-07-10,0
2014-07-11,12
2014-07-12,0
2014-07-13,0
2014-07-14,0
2014-07-15,0
2014-07-16,0
2014-07-17,11
2014-07-18,23
2014-07-19,0
2014-07-20,14
2014-07-21,0
2014-07-22,11
2014-07-23,23
2014-07-24,11
