date,CTSH stock
2018-02-13,87
2018-02-14,95
2018-02-15,79
2018-02-16,98
2018-02-17,0
2018-02-18,0
2018-02-19,16
2018-02-20,46
2018-02-21,61
2018-02-22,39
2018-02-23,40
2018-02-24,0
2018-02-25,26
2018-02-26,31
2018-02-27,54
2018-02-28,31
2018-03-01,99
2018-03-02,64
2018-03-03,18
2018-03-04,26
2018-03-05,45
2018-03-06,54
2018-03-07,16
2018-03-08,24
2018-03-09,49
2018-03-10,9
2018-03-11,9
2018-03-12,45
2018-03-13,92
2018-03-14,54
2018-03-15,100
2018-03-16,64
2018-03-17,27
2018-03-18,17
2018-03-19,46
2018-03-20,15
2018-03-21,31
2018-03-22,54
2018-03-23,24
2018-03-24,27
2018-03-25,0
2018-03-26,47
2018-03-27,55
2018-03-28,81
2018-03-29,33
2018-03-30,9
2018-03-31,0
2018-04-01,28
2018-04-02,58
2018-04-03,23
2018-04-04,46
2018-04-05,24
2018-04-06,16
2018-04-07,18
2018-04-08,0
2018-04-09,62
