date,CTSH stock
2015-04-10,32
2015-04-11,12
2015-04-12,0
2015-04-13,40
2015-04-14,20
2015-04-15,10
2015-04-16,10
2015-04-17,10
2015-04-18,0
2015-04-19,12
2015-04-20,10
2015-04-21,0
2015-04-22,20
2015-04-23,10
2015-04-24,31
2015-04-25,0
2015-04-26,0
2015-04-27,10
2015-04-28,0
2015-04-29,10
2015-04-30,30
2015-05-01,23
2015-05-02,12
2015-05-03,0
2015-05-04,100
2015-05-05,20
2015-05-06,30
2015-05-07,50
2015-05-08,42
2015-05-09,0
2015-05-10,12
2015-05-11,40
2015-05-12,20
2015-05-13,0
2015-05-14,30
2015-05-15,42
2015-05-16,0
2015-05-17,0
2015-05-18,20
2015-05-19,0
2015-05-20,29
2015-05-21,10
2015-05-22,52
2015-05-23,0
2015-05-24,0
2015-05-25,0
2015-05-26,10
2015-05-27,29
2015-05-28,20
2015-05-29,21
2015-05-30,12
2015-05-31,12
2015-06-01,0
2015-06-02,39
2015-06-03,39
2015-06-04,31
2015-06-05,10
2015-06-06,12
2015-06-07,0
2015-06-08,10
2015-06-09,10
2015-06-10,20
2015-06-11,10
2015-06-12,10
2015-06-13,0
2015-06-14,0
2015-06-15,19
2015-06-16,0
2015-06-17,20
2015-06-18,10
2015-06-19,10
2015-06-20,12
2015-06-21,0
2015-06-22,10
2015-06-23,30
2015-06-24,10
2015-06-25,40
2015-06-26,10
2015-06-27,0
2015-06-28,0
2015-06-29,30
2015-06-30,29
2015-07-01,10
2015-07-02,20
2015-07-03,11
2015-07-04,12
2015-07-05,0
2015-07-06,20
2015-07-07,10
2015-07-08,20
2015-07-09,20
2015-07-10,21
2015-07-11,0
2015-07-12,0
2015-07-13,0
2015-07-14,20
2015-07-15,20
2015-07-16,0
2015-07-17,11
2015-07-18,0
2015-07-19,0
2015-07-20,21
2015-07-21,20
2015-07-22,10
2015-07-23,10
2015-07-24,20
2015-07-25,0
2015-07-26,0
2015-07-27,20
2015-07-28,49
2015-07-29,29
2015-07-30,10
2015-07-31,31
2015-08-01,0
2015-08-02,0
2015-08-03,10
2015-08-04,10
2015-08-05,60
2015-08-06,50
2015-08-07,21
2015-08-08,24
2015-08-09,12
2015-08-10,79
2015-08-11,20
2015-08-12,20
2015-08-13,50
2015-08-14,72
2015-08-15,12
2015-08-16,12
2015-08-17,40
2015-08-18,39
2015-08-19,20
2015-08-20,0
2015-08-21,10
2015-08-22,12
2015-08-23,0
2015-08-24,66
2015-08-25,28
2015-08-26,29
2015-08-27,20
2015-08-28,31
2015-08-29,0
2015-08-30,23
2015-08-31,38
2015-09-01,19
2015-09-02,29
2015-09-03,0
2015-09-04,30
2015-09-05,0
2015-09-06,0
2015-09-07,20
2015-09-08,28
2015-09-09,28
2015-09-10,9
2015-09-11,40
2015-09-12,0
2015-09-13,0
2015-09-14,9
2015-09-15,9
2015-09-16,28
2015-09-17,19
2015-09-18,20
2015-09-19,0
2015-09-20,0
2015-09-21,19
2015-09-22,9
2015-09-23,9
2015-09-24,29
2015-09-25,40
2015-09-26,0
2015-09-27,0
2015-09-28,9
2015-09-29,65
2015-09-30,0
2015-10-01,47
2015-10-02,59
2015-10-03,11
2015-10-04,0
2015-10-05,46
2015-10-06,28
2015-10-07,28
2015-10-08,19
2015-10-09,10
2015-10-10,0
2015-10-11,0
2015-10-12,48
2015-10-13,0
2015-10-14,28
2015-10-15,19
2015-10-16,29
2015-10-17,22
2015-10-18,0
2015-10-19,9
2015-10-20,18
2015-10-21,9
2015-10-22,28
2015-10-23,10
2015-10-24,32
2015-10-25,21
2015-10-26,27
2015-10-27,18
2015-10-28,9
2015-10-29,28
2015-10-30,10
2015-10-31,11
2015-11-01,11
2015-11-02,73
2015-11-03,9
2015-11-04,46
2015-11-05,37
2015-11-06,10
2015-11-07,0
2015-11-08,0
2015-11-09,27
2015-11-10,9
2015-11-11,19
2015-11-12,0
2015-11-13,58
2015-11-14,0
2015-11-15,0
2015-11-16,37
2015-11-17,27
2015-11-18,37
2015-11-19,9
2015-11-20,19
2015-11-21,11
2015-11-22,11
2015-11-23,0
2015-11-24,9
2015-11-25,27
2015-11-26,0
2015-11-27,0
2015-11-28,0
2015-11-29,0
2015-11-30,18
2015-12-01,9
2015-12-02,0
2015-12-03,37
2015-12-04,28
2015-12-05,11
2015-12-06,0
2015-12-07,18
2015-12-08,9
2015-12-09,18
2015-12-10,28
2015-12-11,47
2015-12-12,0
2015-12-13,0
2015-12-14,18
2015-12-15,28
2015-12-16,47
2015-12-17,29
2015-12-18,10
2015-12-19,0
2015-12-20,0
2015-12-21,19
2015-12-22,10
2015-12-23,0
2015-12-24,0
2015-12-25,0
2015-12-26,12
