date,CTSH stock
2013-02-19,0
2013-02-20,0
2013-02-21,0
2013-02-22,18
2013-02-23,0
2013-02-24,20
2013-02-25,0
2013-02-26,0
2013-02-27,0
2013-02-28,17
2013-03-01,35
2013-03-02,0
2013-03-03,0
2013-03-04,17
2013-03-05,34
2013-03-06,100
2013-03-07,17
2013-03-08,0
2013-03-09,20
2013-03-10,0
2013-03-11,0
2013-03-12,0
2013-03-13,16
2013-03-14,0
2013-03-15,0
2013-03-16,19
2013-03-17,0
2013-03-18,16
2013-03-19,0
2013-03-20,16
2013-03-21,0
2013-03-22,0
2013-03-23,0
2013-03-24,0
2013-03-25,17
2013-03-26,0
2013-03-27,17
2013-03-28,0
2013-03-29,0
2013-03-30,0
2013-03-31,0
2013-04-01,0
2013-04-02,17
2013-04-03,0
2013-04-04,0
2013-04-05,0
2013-04-06,0
2013-04-07,0
2013-04-08,0
2013-04-09,0
2013-04-10,17
2013-04-11,17
2013-04-12,0
2013-04-13,0
2013-04-14,0
2013-04-15,16
2013-04-16,33
2013-04-17,0
2013-04-18,17
2013-04-19,0
2013-04-20,0
2013-04-21,0
2013-04-22,0
2013-04-23,16
2013-04-24,50
2013-04-25,0
2013-04-26,17
2013-04-27,39
2013-04-28,0
2013-04-29,0
2013-04-30,17
2013-05-01,0
2013-05-02,0
2013-05-03,18
2013-05-04,20
2013-05-05,0
2013-05-06,0
2013-05-07,16
2013-05-08,0
2013-05-09,34
2013-05-10,35
2013-05-11,0
2013-05-12,0
2013-05-13,32
2013-05-14,0
2013-05-15,0
2013-05-16,0
2013-05-17,0
2013-05-18,0
2013-05-19,0
2013-05-20,0
2013-05-21,16
2013-05-22,0
2013-05-23,0
2013-05-24,34
2013-05-25,20
2013-05-26,0
2013-05-27,0
2013-05-28,0
2013-05-29,0
2013-05-30,33
2013-05-31,17
2013-06-01,0
2013-06-02,0
2013-06-03,16
2013-06-04,0
2013-06-05,0
2013-06-06,0
2013-06-07,17
2013-06-08,20
2013-06-09,0
2013-06-10,32
2013-06-11,0
2013-06-12,0
2013-06-13,0
2013-06-14,34
2013-06-15,0
2013-06-16,20
2013-06-17,16
2013-06-18,0
2013-06-19,33
2013-06-20,0
2013-06-21,0
2013-06-22,0
2013-06-23,0
2013-06-24,0
2013-06-25,0
2013-06-26,49
2013-06-27,0
2013-06-28,0
2013-06-29,0
2013-06-30,0
2013-07-01,0
2013-07-02,33
2013-07-03,33
2013-07-04,17
2013-07-05,0
2013-07-06,0
2013-07-07,20
2013-07-08,16
2013-07-09,17
2013-07-10,34
2013-07-11,0
2013-07-12,53
2013-07-13,0
2013-07-14,0
2013-07-15,33
2013-07-16,17
2013-07-17,34
2013-07-18,0
2013-07-19,18
2013-07-20,0
2013-07-21,0
2013-07-22,17
2013-07-23,0
2013-07-24,0
2013-07-25,0
2013-07-26,35
2013-07-27,20
2013-07-28,0
2013-07-29,33
2013-07-30,0
2013-07-31,33
2013-08-01,17
2013-08-02,18
2013-08-03,21
2013-08-04,0
2013-08-05,17
2013-08-06,17
2013-08-07,17
2013-08-08,17
2013-08-09,35
2013-08-10,20
2013-08-11,0
2013-08-12,0
2013-08-13,82
2013-08-14,17
2013-08-15,18
2013-08-16,18
2013-08-17,40
2013-08-18,0
2013-08-19,66
2013-08-20,0
2013-08-21,33
2013-08-22,17
2013-08-23,0
2013-08-24,0
2013-08-25,0
2013-08-26,32
2013-08-27,16
2013-08-28,0
2013-08-29,16
2013-08-30,17
2013-08-31,0
2013-09-01,0
2013-09-02,0
2013-09-03,32
2013-09-04,16
2013-09-05,16
2013-09-06,0
2013-09-07,0
2013-09-08,0
2013-09-09,31
2013-09-10,31
2013-09-11,16
2013-09-12,0
2013-09-13,33
2013-09-14,0
2013-09-15,18
2013-09-16,16
2013-09-17,15
2013-09-18,79
2013-09-19,0
2013-09-20,0
2013-09-21,0
2013-09-22,0
2013-09-23,16
2013-09-24,0
2013-09-25,0
2013-09-26,16
2013-09-27,0
2013-09-28,0
2013-09-29,19
2013-09-30,0
2013-10-01,31
2013-10-02,31
2013-10-03,31
2013-10-04,0
2013-10-05,19
2013-10-06,0
2013-10-07,15
2013-10-08,0
2013-10-09,0
2013-10-10,0
2013-10-11,33
2013-10-12,19
2013-10-13,0
2013-10-14,0
2013-10-15,16
2013-10-16,0
2013-10-17,32
2013-10-18,0
2013-10-19,0
2013-10-20,0
2013-10-21,15
2013-10-22,15
2013-10-23,30
2013-10-24,15
2013-10-25,0
2013-10-26,0
2013-10-27,0
2013-10-28,0
2013-10-29,30
2013-10-30,15
2013-10-31,16
2013-11-01,34
2013-11-02,0
2013-11-03,18
2013-11-04,15
2013-11-05,76
2013-11-06,46
