date,CTSH stock
2014-07-24,15
2014-07-25,15
2014-07-26,0
2014-07-27,0
2014-07-28,15
2014-07-29,29
2014-07-30,0
2014-07-31,15
2014-08-01,15
2014-08-02,17
2014-08-03,0
2014-08-04,29
2014-08-05,42
2014-08-06,100
2014-08-07,41
2014-08-08,46
2014-08-09,34
2014-08-10,0
2014-08-11,14
2014-08-12,42
2014-08-13,14
2014-08-14,29
2014-08-15,31
2014-08-16,0
2014-08-17,17
2014-08-18,14
2014-08-19,14
2014-08-20,56
2014-08-21,14
2014-08-22,15
2014-08-23,17
2014-08-24,17
2014-08-25,27
2014-08-26,69
2014-08-27,27
2014-08-28,14
2014-08-29,0
2014-08-30,0
2014-08-31,0
2014-09-01,0
2014-09-02,40
2014-09-03,40
2014-09-04,0
2014-09-05,0
2014-09-06,16
2014-09-07,0
2014-09-08,53
2014-09-09,26
2014-09-10,40
2014-09-11,0
2014-09-12,42
2014-09-13,0
2014-09-14,0
2014-09-15,67
2014-09-16,67
2014-09-17,0
2014-09-18,13
2014-09-19,0
2014-09-20,0
2014-09-21,16
2014-09-22,26
2014-09-23,13
2014-09-24,13
2014-09-25,14
2014-09-26,0
2014-09-27,16
2014-09-28,0
2014-09-29,0
2014-09-30,26
2014-10-01,54
2014-10-02,14
2014-10-03,0
2014-10-04,0
2014-10-05,0
2014-10-06,40
2014-10-07,0
2014-10-08,13
2014-10-09,13
2014-10-10,0
2014-10-11,31
2014-10-12,0
2014-10-13,52
2014-10-14,13
2014-10-15,26
2014-10-16,13
2014-10-17,0
2014-10-18,0
2014-10-19,0
2014-10-20,0
2014-10-21,26
2014-10-22,0
2014-10-23,0
2014-10-24,0
2014-10-25,0
2014-10-26,0
2014-10-27,13
2014-10-28,39
2014-10-29,39
2014-10-30,13
2014-10-31,41
2014-11-01,16
2014-11-02,0
2014-11-03,13
2014-11-04,52
2014-11-05,51
2014-11-06,26
2014-11-07,27
2014-11-08,15
2014-11-09,15
2014-11-10,26
2014-11-11,38
2014-11-12,89
2014-11-13,0
2014-11-14,67
2014-11-15,30
2014-11-16,30
2014-11-17,13
2014-11-18,28
2014-11-19,13
2014-11-20,13
2014-11-21,14
2014-11-22,0
2014-11-23,0
2014-11-24,13
2014-11-25,13
2014-11-26,0
2014-11-27,0
2014-11-28,0
2014-11-29,0
2014-11-30,0
2014-12-01,25
2014-12-02,13
2014-12-03,38
2014-12-04,39
2014-12-05,0
2014-12-06,0
2014-12-07,0
2014-12-08,13
2014-12-09,13
2014-12-10,0
2014-12-11,26
2014-12-12,13
2014-12-13,0
2014-12-14,0
2014-12-15,26
2014-12-16,38
2014-12-17,27
2014-12-18,27
2014-12-19,0
2014-12-20,0
2014-12-21,0
2014-12-22,14
2014-12-23,14
2014-12-24,0
2014-12-25,17
2014-12-26,15
2014-12-27,0
2014-12-28,15
2014-12-29,41
2014-12-30,14
2014-12-31,15
2015-01-01,0
2015-01-02,28
2015-01-03,30
2015-01-04,15
2015-01-05,38
2015-01-06,25
2015-01-07,12
2015-01-08,0
2015-01-09,0
2015-01-10,0
2015-01-11,14
2015-01-12,25
2015-01-13,12
2015-01-14,49
2015-01-15,50
2015-01-16,25
2015-01-17,15
2015-01-18,14
2015-01-19,12
2015-01-20,0
2015-01-21,12
2015-01-22,12
2015-01-23,13
2015-01-24,0
2015-01-25,0
2015-01-26,0
2015-01-27,12
2015-01-28,12
2015-01-29,12
2015-01-30,25
2015-01-31,0
2015-02-01,0
2015-02-02,36
2015-02-03,24
2015-02-04,24
2015-02-05,60
2015-02-06,13
2015-02-07,0
2015-02-08,0
2015-02-09,12
2015-02-10,0
2015-02-11,0
2015-02-12,37
2015-02-13,51
2015-02-14,0
2015-02-15,15
2015-02-16,0
2015-02-17,13
2015-02-18,25
2015-02-19,50
2015-02-20,63
2015-02-21,0
2015-02-22,14
2015-02-23,36
2015-02-24,48
2015-02-25,12
2015-02-26,12
2015-02-27,38
2015-02-28,28
2015-03-01,14
2015-03-02,48
2015-03-03,24
2015-03-04,0
2015-03-05,0
2015-03-06,38
2015-03-07,43
2015-03-08,0
2015-03-09,12
2015-03-10,24
2015-03-11,24
2015-03-12,37
2015-03-13,0
2015-03-14,14
2015-03-15,28
2015-03-16,48
2015-03-17,12
2015-03-18,61
2015-03-19,24
2015-03-20,25
2015-03-21,0
2015-03-22,14
2015-03-23,0
2015-03-24,36
2015-03-25,18
2015-03-26,14
2015-03-27,13
2015-03-28,0
2015-03-29,15
2015-03-30,12
2015-03-31,12
2015-04-01,49
2015-04-02,26
2015-04-03,0
2015-04-04,0
2015-04-05,0
2015-04-06,13
2015-04-07,12
2015-04-08,36
2015-04-09,0
2015-04-10,25
