date,CTSH stock
2013-06-29,0
2013-06-30,0
2013-07-01,9
2013-07-02,9
2013-07-03,9
2013-07-04,0
2013-07-05,0
2013-07-06,0
2013-07-07,11
2013-07-08,9
2013-07-09,9
2013-07-10,0
2013-07-11,0
2013-07-12,19
2013-07-13,0
2013-07-14,11
2013-07-15,9
2013-07-16,35
2013-07-17,9
2013-07-18,0
2013-07-19,0
2013-07-20,0
2013-07-21,11
2013-07-22,26
2013-07-23,44
2013-07-24,0
2013-07-25,9
2013-07-26,9
2013-07-27,22
2013-07-28,0
2013-07-29,9
2013-07-30,0
2013-07-31,18
2013-08-01,0
2013-08-02,9
2013-08-03,0
2013-08-04,0
2013-08-05,9
2013-08-06,26
2013-08-07,9
2013-08-08,18
2013-08-09,9
2013-08-10,0
2013-08-11,21
2013-08-12,0
2013-08-13,0
2013-08-14,0
2013-08-15,0
2013-08-16,0
2013-08-17,21
2013-08-18,0
2013-08-19,0
2013-08-20,0
2013-08-21,0
2013-08-22,0
2013-08-23,18
2013-08-24,0
2013-08-25,0
2013-08-26,0
2013-08-27,0
2013-08-28,25
2013-08-29,0
2013-08-30,9
2013-08-31,0
2013-09-01,0
2013-09-02,0
2013-09-03,8
2013-09-04,8
2013-09-05,0
2013-09-06,35
2013-09-07,0
2013-09-08,0
2013-09-09,0
2013-09-10,0
2013-09-11,8
2013-09-12,25
2013-09-13,9
2013-09-14,0
2013-09-15,0
2013-09-16,8
2013-09-17,17
2013-09-18,17
2013-09-19,8
2013-09-20,0
2013-09-21,10
2013-09-22,10
2013-09-23,8
2013-09-24,0
2013-09-25,0
2013-09-26,8
2013-09-27,9
2013-09-28,0
2013-09-29,0
2013-09-30,8
2013-10-01,0
2013-10-02,0
2013-10-03,8
2013-10-04,9
2013-10-05,0
2013-10-06,0
2013-10-07,8
2013-10-08,0
2013-10-09,0
2013-10-10,17
2013-10-11,9
2013-10-12,10
2013-10-13,0
2013-10-14,0
2013-10-15,17
2013-10-16,0
2013-10-17,0
2013-10-18,0
2013-10-19,0
2013-10-20,0
2013-10-21,8
2013-10-22,8
2013-10-23,0
2013-10-24,8
2013-10-25,0
2013-10-26,0
2013-10-27,0
2013-10-28,0
2013-10-29,16
2013-10-30,16
2013-10-31,8
2013-11-01,18
2013-11-02,0
2013-11-03,0
2013-11-04,8
2013-11-05,16
2013-11-06,32
2013-11-07,16
2013-11-08,17
2013-11-09,0
2013-11-10,0
2013-11-11,8
2013-11-12,0
2013-11-13,24
2013-11-14,8
2013-11-15,26
2013-11-16,0
2013-11-17,9
2013-11-18,16
2013-11-19,8
2013-11-20,0
2013-11-21,0
2013-11-22,0
2013-11-23,0
2013-11-24,0
2013-11-25,16
2013-11-26,8
2013-11-27,24
2013-11-28,0
2013-11-29,9
2013-11-30,0
2013-12-01,0
2013-12-02,15
2013-12-03,16
2013-12-04,8
2013-12-05,24
2013-12-06,0
2013-12-07,0
2013-12-08,0
2013-12-09,0
2013-12-10,8
2013-12-11,0
2013-12-12,8
2013-12-13,0
2013-12-14,10
2013-12-15,9
2013-12-16,16
2013-12-17,0
2013-12-18,25
2013-12-19,34
2013-12-20,9
2013-12-21,20
2013-12-22,10
2013-12-23,9
2013-12-24,10
2013-12-25,0
2013-12-26,9
2013-12-27,18
2013-12-28,10
2013-12-29,10
2013-12-30,9
2013-12-31,19
2014-01-01,0
2014-01-02,25
2014-01-03,17
2014-01-04,0
2014-01-05,0
2014-01-06,16
2014-01-07,8
2014-01-08,0
2014-01-09,8
2014-01-10,0
2014-01-11,18
2014-01-12,0
2014-01-13,23
2014-01-14,8
2014-01-15,23
2014-01-16,16
2014-01-17,0
2014-01-18,0
2014-01-19,0
2014-01-20,0
2014-01-21,0
2014-01-22,15
2014-01-23,0
2014-01-24,16
2014-01-25,0
2014-01-26,0
2014-01-27,8
2014-01-28,15
2014-01-29,23
2014-01-30,0
2014-01-31,0
2014-02-01,0
2014-02-02,9
2014-02-03,23
2014-02-04,8
2014-02-05,61
2014-02-06,11
2014-02-07,44
2014-02-08,9
2014-02-09,9
2014-02-10,15
2014-02-11,0
2014-02-12,30
2014-02-13,15
2014-02-14,8
2014-02-15,0
2014-02-16,9
2014-02-17,8
2014-02-18,8
2014-02-19,15
2014-02-20,8
2014-02-21,16
2014-02-22,0
2014-02-23,9
2014-02-24,30
2014-02-25,15
2014-02-26,22
2014-02-27,15
2014-02-28,0
2014-03-01,0
2014-03-02,0
2014-03-03,0
2014-03-04,15
2014-03-05,31
2014-03-06,46
2014-03-07,8
2014-03-08,18
2014-03-09,0
2014-03-10,100
2014-03-11,45
2014-03-12,23
2014-03-13,15
2014-03-14,16
2014-03-15,18
2014-03-16,18
