date,CTSH stock
2017-05-29,10
2017-05-30,20
2017-05-31,78
2017-06-01,82
2017-06-02,85
2017-06-03,23
2017-06-04,0
2017-06-05,40
2017-06-06,69
2017-06-07,10
2017-06-08,49
2017-06-09,92
2017-06-10,0
2017-06-11,0
2017-06-12,39
2017-06-13,19
2017-06-14,30
2017-06-15,20
2017-06-16,62
2017-06-17,36
2017-06-18,12
2017-06-19,49
2017-06-20,19
2017-06-21,28
2017-06-22,48
2017-06-23,80
2017-06-24,0
2017-06-25,0
2017-06-26,10
2017-06-27,31
2017-06-28,41
2017-06-29,31
2017-06-30,74
2017-07-01,0
2017-07-02,0
2017-07-03,21
2017-07-04,0
2017-07-05,52
2017-07-06,62
2017-07-07,21
2017-07-08,0
2017-07-09,12
2017-07-10,20
2017-07-11,10
2017-07-12,40
2017-07-13,41
2017-07-14,32
2017-07-15,0
2017-07-16,12
2017-07-17,41
2017-07-18,41
2017-07-19,30
2017-07-20,20
2017-07-21,21
2017-07-22,0
2017-07-23,12
2017-07-24,30
2017-07-25,10
2017-07-26,49
2017-07-27,40
2017-07-28,21
2017-07-29,35
2017-07-30,0
2017-07-31,50
2017-08-01,57
2017-08-02,28
2017-08-03,79
2017-08-04,51
2017-08-05,0
2017-08-06,11
2017-08-07,48
2017-08-08,47
2017-08-09,29
2017-08-10,60
2017-08-11,51
2017-08-12,0
2017-08-13,11
2017-08-14,30
2017-08-15,10
2017-08-16,39
2017-08-17,20
2017-08-18,20
2017-08-19,22
2017-08-20,0
2017-08-21,48
2017-08-22,10
2017-08-23,39
2017-08-24,10
2017-08-25,31
2017-08-26,0
2017-08-27,0
2017-08-28,29
2017-08-29,38
2017-08-30,10
2017-08-31,20
2017-09-01,41
2017-09-02,0
2017-09-03,11
2017-09-04,10
2017-09-05,48
2017-09-06,38
2017-09-07,20
2017-09-08,40
2017-09-09,22
2017-09-10,0
2017-09-11,28
2017-09-12,66
2017-09-13,85
2017-09-14,49
2017-09-15,39
2017-09-16,0
2017-09-17,22
2017-09-18,28
2017-09-19,66
2017-09-20,48
2017-09-21,67
2017-09-22,40
2017-09-23,22
2017-09-24,0
2017-09-25,9
2017-09-26,9
2017-09-27,38
2017-09-28,10
2017-09-29,50
2017-09-30,0
2017-10-01,0
2017-10-02,19
2017-10-03,29
2017-10-04,19
2017-10-05,38
2017-10-06,10
2017-10-07,0
2017-10-08,11
2017-10-09,57
2017-10-10,56
2017-10-11,28
2017-10-12,29
2017-10-13,29
2017-10-14,0
2017-10-15,0
2017-10-16,28
2017-10-17,47
2017-10-18,19
2017-10-19,38
2017-10-20,40
2017-10-21,22
2017-10-22,11
2017-10-23,37
2017-10-24,28
2017-10-25,19
2017-10-26,48
2017-10-27,59
2017-10-28,33
2017-10-29,32
2017-10-30,9
2017-10-31,66
2017-11-01,67
2017-11-02,38
2017-11-03,48
2017-11-04,11
2017-11-05,21
2017-11-06,46
2017-11-07,18
2017-11-08,55
2017-11-09,37
2017-11-10,67
2017-11-11,21
2017-11-12,0
2017-11-13,18
2017-11-14,46
2017-11-15,37
2017-11-16,46
2017-11-17,48
2017-11-18,11
2017-11-19,10
2017-11-20,18
2017-11-21,37
2017-11-22,46
2017-11-23,19
2017-11-24,0
2017-11-25,10
2017-11-26,0
2017-11-27,45
2017-11-28,18
2017-11-29,37
2017-11-30,19
2017-12-01,38
2017-12-02,0
2017-12-03,0
2017-12-04,18
2017-12-05,100
2017-12-06,28
2017-12-07,28
2017-12-08,58
2017-12-09,43
2017-12-10,0
2017-12-11,27
2017-12-12,18
2017-12-13,27
2017-12-14,37
2017-12-15,78
2017-12-16,0
2017-12-17,0
2017-12-18,19
2017-12-19,38
2017-12-20,29
2017-12-21,10
2017-12-22,21
2017-12-23,22
2017-12-24,0
2017-12-25,12
2017-12-26,21
2017-12-27,30
2017-12-28,20
2017-12-29,51
2017-12-30,22
2017-12-31,23
2018-01-01,23
2018-01-02,48
2018-01-03,46
2018-01-04,28
2018-01-05,28
2018-01-06,10
2018-01-07,21
2018-01-08,73
2018-01-09,54
2018-01-10,54
2018-01-11,27
2018-01-12,28
2018-01-13,21
2018-01-14,0
2018-01-15,9
2018-01-16,36
2018-01-17,35
2018-01-18,45
2018-01-19,47
2018-01-20,10
2018-01-21,10
2018-01-22,35
2018-01-23,27
2018-01-24,35
2018-01-25,45
2018-01-26,28
2018-01-27,0
2018-01-28,10
2018-01-29,26
2018-01-30,18
2018-01-31,45
2018-02-01,36
2018-02-02,55
2018-02-03,21
2018-02-04,10
2018-02-05,18
2018-02-06,80
2018-02-07,53
2018-02-08,98
2018-02-09,28
2018-02-10,10
2018-02-11,10
2018-02-12,36
2018-02-13,72
