date,CTSH stock
2015-12-26,10
2015-12-27,0
2015-12-28,17
2015-12-29,26
2015-12-30,9
2015-12-31,19
2016-01-01,0
2016-01-02,20
2016-01-03,10
2016-01-04,25
2016-01-05,17
2016-01-06,17
2016-01-07,34
2016-01-08,17
2016-01-09,0
2016-01-10,0
2016-01-11,16
2016-01-12,41
2016-01-13,41
2016-01-14,41
2016-01-15,43
2016-01-16,0
2016-01-17,9
2016-01-18,33
2016-01-19,16
2016-01-20,8
2016-01-21,42
2016-01-22,17
2016-01-23,9
2016-01-24,0
2016-01-25,8
2016-01-26,24
2016-01-27,16
2016-01-28,33
2016-01-29,17
2016-01-30,9
2016-01-31,18
2016-02-01,41
2016-02-02,41
2016-02-03,16
2016-02-04,8
2016-02-05,9
2016-02-06,0
2016-02-07,9
2016-02-08,100
2016-02-09,59
2016-02-10,24
2016-02-11,25
2016-02-12,26
2016-02-13,28
2016-02-14,9
2016-02-15,8
2016-02-16,8
2016-02-17,40
2016-02-18,8
2016-02-19,25
2016-02-20,9
2016-02-21,0
2016-02-22,24
2016-02-23,16
2016-02-24,16
2016-02-25,25
2016-02-26,9
2016-02-27,9
2016-02-28,18
2016-02-29,16
2016-03-01,0
2016-03-02,16
2016-03-03,8
2016-03-04,34
2016-03-05,18
2016-03-06,0
2016-03-07,40
2016-03-08,32
2016-03-09,24
2016-03-10,33
2016-03-11,34
2016-03-12,19
2016-03-13,9
2016-03-14,8
2016-03-15,48
2016-03-16,49
2016-03-17,17
2016-03-18,34
2016-03-19,0
2016-03-20,0
2016-03-21,16
2016-03-22,0
2016-03-23,8
2016-03-24,9
2016-03-25,0
2016-03-26,0
2016-03-27,0
2016-03-28,9
2016-03-29,24
2016-03-30,16
2016-03-31,17
2016-04-01,60
2016-04-02,28
2016-04-03,0
2016-04-04,16
2016-04-05,24
2016-04-06,16
2016-04-07,25
2016-04-08,26
2016-04-09,10
2016-04-10,18
2016-04-11,16
2016-04-12,16
2016-04-13,33
2016-04-14,25
2016-04-15,17
2016-04-16,10
2016-04-17,0
2016-04-18,8
2016-04-19,8
2016-04-20,25
2016-04-21,0
2016-04-22,9
2016-04-23,9
2016-04-24,0
2016-04-25,8
2016-04-26,8
2016-04-27,49
2016-04-28,8
2016-04-29,26
2016-04-30,0
2016-05-01,0
2016-05-02,25
2016-05-03,24
2016-05-04,8
2016-05-05,43
2016-05-06,44
2016-05-07,19
2016-05-08,0
2016-05-09,0
2016-05-10,41
2016-05-11,41
2016-05-12,16
2016-05-13,8
2016-05-14,0
2016-05-15,9
2016-05-16,8
2016-05-17,16
2016-05-18,0
2016-05-19,17
2016-05-20,34
2016-05-21,0
2016-05-22,0
2016-05-23,16
2016-05-24,24
2016-05-25,8
2016-05-26,34
2016-05-27,0
2016-05-28,0
2016-05-29,0
2016-05-30,9
2016-05-31,8
2016-06-01,41
2016-06-02,25
2016-06-03,9
2016-06-04,10
2016-06-05,0
2016-06-06,8
2016-06-07,33
2016-06-08,33
2016-06-09,17
2016-06-10,18
2016-06-11,0
2016-06-12,0
2016-06-13,41
2016-06-14,32
2016-06-15,0
2016-06-16,16
2016-06-17,17
2016-06-18,0
2016-06-19,0
2016-06-20,16
2016-06-21,25
2016-06-22,41
2016-06-23,17
2016-06-24,27
2016-06-25,10
2016-06-26,10
2016-06-27,41
2016-06-28,17
2016-06-29,34
2016-06-30,34
2016-07-01,27
2016-07-02,20
2016-07-03,0
2016-07-04,0
2016-07-05,35
2016-07-06,18
2016-07-07,18
2016-07-08,9
2016-07-09,0
2016-07-10,10
2016-07-11,26
2016-07-12,35
2016-07-13,35
2016-07-14,33
2016-07-15,27
2016-07-16,10
2016-07-17,0
2016-07-18,18
2016-07-19,0
2016-07-20,26
2016-07-21,9
2016-07-22,36
2016-07-23,0
2016-07-24,0
2016-07-25,26
2016-07-26,9
2016-07-27,17
2016-07-28,9
2016-07-29,18
2016-07-30,10
2016-07-31,0
2016-08-01,9
2016-08-02,35
2016-08-03,44
2016-08-04,27
2016-08-05,38
2016-08-06,0
2016-08-07,0
2016-08-08,54
2016-08-09,18
2016-08-10,9
2016-08-11,9
2016-08-12,10
2016-08-13,0
2016-08-14,21
2016-08-15,10
2016-08-16,9
2016-08-17,56
2016-08-18,47
2016-08-19,29
2016-08-20,0
2016-08-21,21
2016-08-22,27
2016-08-23,0
2016-08-24,27
2016-08-25,9
2016-08-26,36
2016-08-27,10
2016-08-28,0
2016-08-29,17
2016-08-30,0
2016-08-31,25
2016-09-01,17
2016-09-02,18
2016-09-03,0
2016-09-04,10
2016-09-05,0
2016-09-06,17
2016-09-07,52
2016-09-08,0
2016-09-09,54
2016-09-10,0
2016-09-11,0
