date,EXPE stock
2016-09-11,0
2016-09-12,17
2016-09-13,32
2016-09-14,0
2016-09-15,0
2016-09-16,17
2016-09-17,0
2016-09-18,0
2016-09-19,16
2016-09-20,0
2016-09-21,32
2016-09-22,0
2016-09-23,17
2016-09-24,0
2016-09-25,0
2016-09-26,0
2016-09-27,0
2016-09-28,0
2016-09-29,0
2016-09-30,0
2016-10-01,0
2016-10-02,0
2016-10-03,32
2016-10-04,0
2016-10-05,16
2016-10-06,16
2016-10-07,17
2016-10-08,0
2016-10-09,0
2016-10-10,64
2016-10-11,0
2016-10-12,16
2016-10-13,64
2016-10-14,34
2016-10-15,19
2016-10-16,0
2016-10-17,16
2016-10-18,31
2016-10-19,16
2016-10-20,0
2016-10-21,0
2016-10-22,0
2016-10-23,0
2016-10-24,16
2016-10-25,0
2016-10-26,48
2016-10-27,48
2016-10-28,100
2016-10-29,0
2016-10-30,0
2016-10-31,16
2016-11-01,16
2016-11-02,0
2016-11-03,16
2016-11-04,50
2016-11-05,0
2016-11-06,0
2016-11-07,46
2016-11-08,31
2016-11-09,29
2016-11-10,64
2016-11-11,17
2016-11-12,18
2016-11-13,0
2016-11-14,31
2016-11-15,16
2016-11-16,16
2016-11-17,16
2016-11-18,32
2016-11-19,0
2016-11-20,0
2016-11-21,15
2016-11-22,0
2016-11-23,16
2016-11-24,0
2016-11-25,0
2016-11-26,0
2016-11-27,0
2016-11-28,0
2016-11-29,30
2016-11-30,30
2016-12-01,0
2016-12-02,0
2016-12-03,0
2016-12-04,0
2016-12-05,14
2016-12-06,29
2016-12-07,30
2016-12-08,15
2016-12-09,0
2016-12-10,18
2016-12-11,0
2016-12-12,0
2016-12-13,15
2016-12-14,0
2016-12-15,31
2016-12-16,49
2016-12-17,18
2016-12-18,0
2016-12-19,0
2016-12-20,16
2016-12-21,16
2016-12-22,0
2016-12-23,0
2016-12-24,0
2016-12-25,0
2016-12-26,17
2016-12-27,0
2016-12-28,16
2016-12-29,17
2016-12-30,17
2016-12-31,0
2017-01-01,0
2017-01-02,32
2017-01-03,0
2017-01-04,31
2017-01-05,16
2017-01-06,32
2017-01-07,17
2017-01-08,0
2017-01-09,0
2017-01-10,15
2017-01-11,30
2017-01-12,0
2017-01-13,15
2017-01-14,0
2017-01-15,0
2017-01-16,15
2017-01-17,0
2017-01-18,0
2017-01-19,0
2017-01-20,15
2017-01-21,0
2017-01-22,0
2017-01-23,0
2017-01-24,15
2017-01-25,15
2017-01-26,15
2017-01-27,31
2017-01-28,17
2017-01-29,17
2017-01-30,29
2017-01-31,0
2017-02-01,0
2017-02-02,0
2017-02-03,30
2017-02-04,0
2017-02-05,16
2017-02-06,0
2017-02-07,0
2017-02-08,0
2017-02-09,44
2017-02-10,92
2017-02-11,33
2017-02-12,0
2017-02-13,72
2017-02-14,0
2017-02-15,44
2017-02-16,44
2017-02-17,0
2017-02-18,0
2017-02-19,0
2017-02-20,0
2017-02-21,29
2017-02-22,43
2017-02-23,45
2017-02-24,15
2017-02-25,0
2017-02-26,0
2017-02-27,0
2017-02-28,29
2017-03-01,42
2017-03-02,0
2017-03-03,0
2017-03-04,0
2017-03-05,16
2017-03-06,27
2017-03-07,27
2017-03-08,14
2017-03-09,28
2017-03-10,15
2017-03-11,0
2017-03-12,0
2017-03-13,40
2017-03-14,57
2017-03-15,29
2017-03-16,29
2017-03-17,0
2017-03-18,16
2017-03-19,0
2017-03-20,14
2017-03-21,14
2017-03-22,29
2017-03-23,0
2017-03-24,15
2017-03-25,0
2017-03-26,0
2017-03-27,0
2017-03-28,29
2017-03-29,15
2017-03-30,15
2017-03-31,0
2017-04-01,0
2017-04-02,0
2017-04-03,0
2017-04-04,0
2017-04-05,0
2017-04-06,15
2017-04-07,0
2017-04-08,0
2017-04-09,0
2017-04-10,15
2017-04-11,15
2017-04-12,15
2017-04-13,15
2017-04-14,16
2017-04-15,0
2017-04-16,0
2017-04-17,45
2017-04-18,28
2017-04-19,14
2017-04-20,58
2017-04-21,30
2017-04-22,0
2017-04-23,0
2017-04-24,15
2017-04-25,14
2017-04-26,14
2017-04-27,44
2017-04-28,30
2017-04-29,0
2017-04-30,17
2017-05-01,62
2017-05-02,29
2017-05-03,29
2017-05-04,29
2017-05-05,15
2017-05-06,0
2017-05-07,0
2017-05-08,0
2017-05-09,14
2017-05-10,0
2017-05-11,0
2017-05-12,30
2017-05-13,17
2017-05-14,0
2017-05-15,30
2017-05-16,15
2017-05-17,31
2017-05-18,92
2017-05-19,0
2017-05-20,0
2017-05-21,0
2017-05-22,15
2017-05-23,30
2017-05-24,16
2017-05-25,0
2017-05-26,33
2017-05-27,0
2017-05-28,0
2017-05-29,32
