date,EXPE stock
2015-08-18,23
2015-08-19,0
2015-08-20,11
2015-08-21,12
2015-08-22,13
2015-08-23,13
2015-08-24,22
2015-08-25,0
2015-08-26,11
2015-08-27,0
2015-08-28,0
2015-08-29,0
2015-08-30,0
2015-08-31,0
2015-09-01,22
2015-09-02,11
2015-09-03,0
2015-09-04,11
2015-09-05,0
2015-09-06,0
2015-09-07,0
2015-09-08,22
2015-09-09,11
2015-09-10,0
2015-09-11,0
2015-09-12,0
2015-09-13,0
2015-09-14,11
2015-09-15,0
2015-09-16,43
2015-09-17,11
2015-09-18,11
2015-09-19,0
2015-09-20,0
2015-09-21,0
2015-09-22,0
2015-09-23,0
2015-09-24,11
2015-09-25,0
2015-09-26,0
2015-09-27,0
2015-09-28,10
2015-09-29,0
2015-09-30,0
2015-10-01,22
2015-10-02,0
2015-10-03,0
2015-10-04,0
2015-10-05,0
2015-10-06,11
2015-10-07,21
2015-10-08,0
2015-10-09,0
2015-10-10,0
2015-10-11,0
2015-10-12,11
2015-10-13,21
2015-10-14,53
2015-10-15,0
2015-10-16,11
2015-10-17,12
2015-10-18,0
2015-10-19,0
2015-10-20,10
2015-10-21,11
2015-10-22,21
2015-10-23,11
2015-10-24,0
2015-10-25,0
2015-10-26,10
2015-10-27,0
2015-10-28,0
2015-10-29,32
2015-10-30,56
2015-10-31,13
2015-11-01,0
2015-11-02,0
2015-11-03,0
2015-11-04,10
2015-11-05,32
2015-11-06,11
2015-11-07,0
2015-11-08,0
2015-11-09,0
2015-11-10,10
2015-11-11,22
2015-11-12,11
2015-11-13,11
2015-11-14,0
2015-11-15,0
2015-11-16,0
2015-11-17,0
2015-11-18,10
2015-11-19,0
2015-11-20,0
2015-11-21,12
2015-11-22,0
2015-11-23,0
2015-11-24,10
2015-11-25,0
2015-11-26,11
2015-11-27,0
2015-11-28,0
2015-11-29,12
2015-11-30,0
2015-12-01,10
2015-12-02,0
2015-12-03,0
2015-12-04,0
2015-12-05,0
2015-12-06,0
2015-12-07,0
2015-12-08,21
2015-12-09,10
2015-12-10,11
2015-12-11,33
2015-12-12,0
2015-12-13,0
2015-12-14,0
2015-12-15,11
2015-12-16,0
2015-12-17,0
2015-12-18,24
2015-12-19,0
2015-12-20,13
2015-12-21,11
2015-12-22,0
2015-12-23,12
2015-12-24,0
2015-12-25,0
2015-12-26,0
2015-12-27,0
2015-12-28,11
2015-12-29,23
2015-12-30,0
2015-12-31,0
2016-01-01,0
2016-01-02,13
2016-01-03,0
2016-01-04,11
2016-01-05,0
2016-01-06,0
2016-01-07,12
2016-01-08,23
2016-01-09,0
2016-01-10,0
2016-01-11,11
2016-01-12,0
2016-01-13,0
2016-01-14,11
2016-01-15,12
2016-01-16,0
2016-01-17,0
2016-01-18,0
2016-01-19,0
2016-01-20,33
2016-01-21,23
2016-01-22,23
2016-01-23,0
2016-01-24,0
2016-01-25,11
2016-01-26,22
2016-01-27,11
2016-01-28,0
2016-01-29,12
2016-01-30,0
2016-01-31,0
2016-02-01,0
2016-02-02,0
2016-02-03,11
2016-02-04,23
2016-02-05,35
2016-02-06,13
2016-02-07,13
2016-02-08,0
2016-02-09,0
2016-02-10,44
2016-02-11,100
2016-02-12,12
2016-02-13,12
2016-02-14,12
2016-02-15,0
2016-02-16,11
2016-02-17,22
2016-02-18,0
2016-02-19,11
2016-02-20,13
2016-02-21,0
2016-02-22,0
2016-02-23,11
2016-02-24,11
2016-02-25,0
2016-02-26,11
2016-02-27,0
2016-02-28,0
2016-02-29,11
2016-03-01,0
2016-03-02,22
2016-03-03,0
2016-03-04,23
2016-03-05,0
2016-03-06,12
2016-03-07,22
2016-03-08,0
2016-03-09,22
2016-03-10,11
2016-03-11,0
2016-03-12,0
2016-03-13,0
2016-03-14,22
2016-03-15,33
2016-03-16,44
2016-03-17,11
2016-03-18,12
2016-03-19,12
2016-03-20,0
2016-03-21,0
2016-03-22,55
2016-03-23,34
2016-03-24,23
2016-03-25,0
2016-03-26,0
2016-03-27,0
2016-03-28,0
2016-03-29,11
2016-03-30,22
2016-03-31,11
2016-04-01,23
2016-04-02,0
2016-04-03,0
2016-04-04,22
2016-04-05,22
2016-04-06,33
2016-04-07,0
2016-04-08,0
2016-04-09,0
2016-04-10,0
2016-04-11,0
2016-04-12,0
2016-04-13,22
2016-04-14,45
2016-04-15,0
2016-04-16,0
2016-04-17,0
2016-04-18,11
2016-04-19,22
2016-04-20,11
2016-04-21,11
2016-04-22,0
2016-04-23,0
2016-04-24,0
2016-04-25,11
2016-04-26,11
2016-04-27,33
2016-04-28,68
2016-04-29,35
2016-04-30,13
2016-05-01,0
2016-05-02,45
2016-05-03,11
2016-05-04,22
