date,ORLY stock
2013-06-29,0
2013-06-30,0
2013-07-01,26
2013-07-02,0
2013-07-03,0
2013-07-04,0
2013-07-05,29
2013-07-06,33
2013-07-07,0
2013-07-08,80
2013-07-09,53
2013-07-10,27
2013-07-11,27
2013-07-12,57
2013-07-13,0
2013-07-14,0
2013-07-15,0
2013-07-16,26
2013-07-17,27
2013-07-18,55
2013-07-19,28
2013-07-20,0
2013-07-21,0
2013-07-22,0
2013-07-23,0
2013-07-24,27
2013-07-25,0
2013-07-26,28
2013-07-27,0
2013-07-28,0
2013-07-29,0
2013-07-30,26
2013-07-31,54
2013-08-01,0
2013-08-02,0
2013-08-03,0
2013-08-04,0
2013-08-05,27
2013-08-06,53
2013-08-07,81
2013-08-08,0
2013-08-09,28
2013-08-10,33
2013-08-11,0
2013-08-12,26
2013-08-13,0
2013-08-14,27
2013-08-15,28
2013-08-16,0
2013-08-17,32
2013-08-18,0
2013-08-19,0
2013-08-20,52
2013-08-21,52
2013-08-22,26
2013-08-23,28
2013-08-24,0
2013-08-25,0
2013-08-26,0
2013-08-27,25
2013-08-28,50
2013-08-29,26
2013-08-30,27
2013-08-31,0
2013-09-01,0
2013-09-02,0
2013-09-03,25
2013-09-04,0
2013-09-05,26
2013-09-06,0
2013-09-07,61
2013-09-08,0
2013-09-09,0
2013-09-10,0
2013-09-11,0
2013-09-12,25
2013-09-13,0
2013-09-14,0
2013-09-15,0
2013-09-16,0
2013-09-17,50
2013-09-18,0
2013-09-19,0
2013-09-20,0
2013-09-21,0
2013-09-22,0
2013-09-23,75
2013-09-24,25
2013-09-25,0
2013-09-26,0
2013-09-27,27
2013-09-28,0
2013-09-29,0
2013-09-30,73
2013-10-01,49
2013-10-02,0
2013-10-03,0
2013-10-04,26
2013-10-05,0
2013-10-06,0
2013-10-07,25
2013-10-08,0
2013-10-09,0
2013-10-10,0
2013-10-11,0
2013-10-12,31
2013-10-13,0
2013-10-14,25
2013-10-15,25
2013-10-16,25
2013-10-17,0
2013-10-18,26
2013-10-19,0
2013-10-20,0
2013-10-21,49
2013-10-22,72
2013-10-23,0
2013-10-24,100
2013-10-25,26
2013-10-26,29
2013-10-27,0
2013-10-28,24
2013-10-29,25
2013-10-30,0
2013-10-31,51
2013-11-01,27
2013-11-02,0
2013-11-03,0
2013-11-04,24
2013-11-05,24
2013-11-06,0
2013-11-07,25
2013-11-08,26
2013-11-09,29
2013-11-10,0
2013-11-11,24
2013-11-12,24
2013-11-13,0
2013-11-14,25
2013-11-15,0
2013-11-16,0
2013-11-17,0
2013-11-18,0
2013-11-19,0
2013-11-20,0
2013-11-21,0
2013-11-22,0
2013-11-23,0
2013-11-24,0
2013-11-25,24
2013-11-26,0
2013-11-27,72
2013-11-28,0
2013-11-29,0
2013-11-30,0
2013-12-01,27
2013-12-02,46
2013-12-03,0
2013-12-04,48
2013-12-05,24
2013-12-06,0
2013-12-07,0
2013-12-08,0
2013-12-09,24
2013-12-10,24
2013-12-11,0
2013-12-12,25
2013-12-13,0
2013-12-14,0
2013-12-15,0
2013-12-16,24
2013-12-17,25
2013-12-18,25
2013-12-19,0
2013-12-20,27
2013-12-21,30
2013-12-22,30
2013-12-23,54
2013-12-24,0
2013-12-25,33
2013-12-26,0
2013-12-27,0
2013-12-28,29
2013-12-29,0
2013-12-30,26
2013-12-31,29
2014-01-01,0
2014-01-02,0
2014-01-03,0
2014-01-04,0
2014-01-05,0
2014-01-06,24
2014-01-07,24
2014-01-08,23
2014-01-09,24
2014-01-10,25
2014-01-11,28
2014-01-12,0
2014-01-13,0
2014-01-14,23
2014-01-15,0
2014-01-16,0
2014-01-17,48
2014-01-18,0
2014-01-19,0
2014-01-20,0
2014-01-21,0
2014-01-22,23
2014-01-23,23
2014-01-24,24
2014-01-25,0
2014-01-26,27
2014-01-27,23
2014-01-28,23
2014-01-29,92
2014-01-30,0
2014-01-31,48
2014-02-01,27
2014-02-02,0
2014-02-03,23
2014-02-04,46
2014-02-05,46
2014-02-06,95
2014-02-07,53
2014-02-08,0
2014-02-09,0
2014-02-10,0
2014-02-11,45
2014-02-12,0
2014-02-13,46
2014-02-14,0
2014-02-15,0
2014-02-16,0
2014-02-17,69
2014-02-18,0
2014-02-19,0
2014-02-20,23
2014-02-21,48
2014-02-22,0
2014-02-23,54
2014-02-24,23
2014-02-25,90
2014-02-26,23
2014-02-27,23
2014-02-28,49
2014-03-01,0
2014-03-02,0
2014-03-03,0
2014-03-04,0
2014-03-05,46
2014-03-06,46
2014-03-07,0
2014-03-08,27
2014-03-09,54
2014-03-10,0
2014-03-11,46
2014-03-12,0
2014-03-13,47
2014-03-14,24
2014-03-15,0
2014-03-16,0
