date,ORLY stock
2013-02-19,24
2013-02-20,0
2013-02-21,0
2013-02-22,0
2013-02-23,0
2013-02-24,0
2013-02-25,23
2013-02-26,23
2013-02-27,0
2013-02-28,0
2013-03-01,50
2013-03-02,0
2013-03-03,0
2013-03-04,24
2013-03-05,24
2013-03-06,0
2013-03-07,48
2013-03-08,49
2013-03-09,0
2013-03-10,0
2013-03-11,0
2013-03-12,23
2013-03-13,0
2013-03-14,47
2013-03-15,0
2013-03-16,0
2013-03-17,0
2013-03-18,0
2013-03-19,0
2013-03-20,0
2013-03-21,24
2013-03-22,0
2013-03-23,0
2013-03-24,0
2013-03-25,46
2013-03-26,0
2013-03-27,0
2013-03-28,25
2013-03-29,0
2013-03-30,0
2013-03-31,0
2013-04-01,0
2013-04-02,0
2013-04-03,0
2013-04-04,24
2013-04-05,0
2013-04-06,0
2013-04-07,0
2013-04-08,0
2013-04-09,0
2013-04-10,23
2013-04-11,0
2013-04-12,0
2013-04-13,0
2013-04-14,0
2013-04-15,23
2013-04-16,0
2013-04-17,0
2013-04-18,0
2013-04-19,0
2013-04-20,29
2013-04-21,0
2013-04-22,0
2013-04-23,23
2013-04-24,23
2013-04-25,0
2013-04-26,0
2013-04-27,0
2013-04-28,0
2013-04-29,0
2013-04-30,24
2013-05-01,51
2013-05-02,0
2013-05-03,0
2013-05-04,0
2013-05-05,0
2013-05-06,0
2013-05-07,46
2013-05-08,24
2013-05-09,24
2013-05-10,50
2013-05-11,0
2013-05-12,0
2013-05-13,23
2013-05-14,23
2013-05-15,23
2013-05-16,0
2013-05-17,0
2013-05-18,0
2013-05-19,0
2013-05-20,0
2013-05-21,0
2013-05-22,23
2013-05-23,23
2013-05-24,49
2013-05-25,0
2013-05-26,0
2013-05-27,0
2013-05-28,23
2013-05-29,0
2013-05-30,0
2013-05-31,0
2013-06-01,0
2013-06-02,0
2013-06-03,46
2013-06-04,0
2013-06-05,0
2013-06-06,0
2013-06-07,0
2013-06-08,0
2013-06-09,83
2013-06-10,23
2013-06-11,0
2013-06-12,23
2013-06-13,0
2013-06-14,0
2013-06-15,0
2013-06-16,0
2013-06-17,0
2013-06-18,0
2013-06-19,0
2013-06-20,0
2013-06-21,0
2013-06-22,0
2013-06-23,0
2013-06-24,0
2013-06-25,0
2013-06-26,0
2013-06-27,24
2013-06-28,0
2013-06-29,0
2013-06-30,0
2013-07-01,47
2013-07-02,0
2013-07-03,24
2013-07-04,0
2013-07-05,52
2013-07-06,0
2013-07-07,0
2013-07-08,24
2013-07-09,0
2013-07-10,71
2013-07-11,0
2013-07-12,50
2013-07-13,0
2013-07-14,0
2013-07-15,0
2013-07-16,24
2013-07-17,0
2013-07-18,24
2013-07-19,25
2013-07-20,0
2013-07-21,0
2013-07-22,0
2013-07-23,0
2013-07-24,24
2013-07-25,24
2013-07-26,25
2013-07-27,0
2013-07-28,0
2013-07-29,70
2013-07-30,46
2013-07-31,71
2013-08-01,0
2013-08-02,25
2013-08-03,29
2013-08-04,0
2013-08-05,0
2013-08-06,47
2013-08-07,48
2013-08-08,0
2013-08-09,25
2013-08-10,0
2013-08-11,0
2013-08-12,0
2013-08-13,0
2013-08-14,71
2013-08-15,100
2013-08-16,25
2013-08-17,29
2013-08-18,0
2013-08-19,0
2013-08-20,46
2013-08-21,46
2013-08-22,0
2013-08-23,0
2013-08-24,0
2013-08-25,0
2013-08-26,0
2013-08-27,0
2013-08-28,22
2013-08-29,23
2013-08-30,24
2013-08-31,0
2013-09-01,0
2013-09-02,0
2013-09-03,23
2013-09-04,23
2013-09-05,23
2013-09-06,0
2013-09-07,27
2013-09-08,0
2013-09-09,0
2013-09-10,0
2013-09-11,22
2013-09-12,0
2013-09-13,0
2013-09-14,27
2013-09-15,0
2013-09-16,0
2013-09-17,22
2013-09-18,0
2013-09-19,0
2013-09-20,0
2013-09-21,0
2013-09-22,0
2013-09-23,22
2013-09-24,22
2013-09-25,0
2013-09-26,0
2013-09-27,47
2013-09-28,0
2013-09-29,0
2013-09-30,22
2013-10-01,22
2013-10-02,0
2013-10-03,22
2013-10-04,0
2013-10-05,0
2013-10-06,0
2013-10-07,0
2013-10-08,22
2013-10-09,0
2013-10-10,0
2013-10-11,0
2013-10-12,0
2013-10-13,0
2013-10-14,45
2013-10-15,22
2013-10-16,0
2013-10-17,0
2013-10-18,23
2013-10-19,0
2013-10-20,0
2013-10-21,22
2013-10-22,0
2013-10-23,22
2013-10-24,22
2013-10-25,0
2013-10-26,26
2013-10-27,0
2013-10-28,21
2013-10-29,22
2013-10-30,0
2013-10-31,0
2013-11-01,0
2013-11-02,0
2013-11-03,0
2013-11-04,22
2013-11-05,22
2013-11-06,0
