date,ORLY stock
2014-03-16,0
2014-03-17,0
2014-03-18,0
2014-03-19,0
2014-03-20,24
2014-03-21,0
2014-03-22,0
2014-03-23,27
2014-03-24,23
2014-03-25,45
2014-03-26,70
2014-03-27,24
2014-03-28,49
2014-03-29,0
2014-03-30,0
2014-03-31,23
2014-04-01,23
2014-04-02,23
2014-04-03,23
2014-04-04,0
2014-04-05,0
2014-04-06,0
2014-04-07,0
2014-04-08,23
2014-04-09,47
2014-04-10,48
2014-04-11,0
2014-04-12,28
2014-04-13,0
2014-04-14,23
2014-04-15,24
2014-04-16,24
2014-04-17,0
2014-04-18,0
2014-04-19,29
2014-04-20,0
2014-04-21,0
2014-04-22,0
2014-04-23,0
2014-04-24,71
2014-04-25,25
2014-04-26,0
2014-04-27,0
2014-04-28,0
2014-04-29,0
2014-04-30,0
2014-05-01,0
2014-05-02,25
2014-05-03,28
2014-05-04,0
2014-05-05,23
2014-05-06,23
2014-05-07,46
2014-05-08,47
2014-05-09,25
2014-05-10,0
2014-05-11,0
2014-05-12,0
2014-05-13,0
2014-05-14,23
2014-05-15,0
2014-05-16,24
2014-05-17,0
2014-05-18,0
2014-05-19,0
2014-05-20,0
2014-05-21,76
2014-05-22,0
2014-05-23,54
2014-05-24,31
2014-05-25,0
2014-05-26,0
2014-05-27,26
2014-05-28,51
2014-05-29,0
2014-05-30,27
2014-05-31,0
2014-06-01,0
2014-06-02,52
2014-06-03,0
2014-06-04,25
2014-06-05,26
2014-06-06,0
2014-06-07,32
2014-06-08,0
2014-06-09,0
2014-06-10,0
2014-06-11,0
2014-06-12,0
2014-06-13,27
2014-06-14,0
2014-06-15,0
2014-06-16,0
2014-06-17,0
2014-06-18,26
2014-06-19,0
2014-06-20,55
2014-06-21,0
2014-06-22,0
2014-06-23,26
2014-06-24,52
2014-06-25,0
2014-06-26,0
2014-06-27,0
2014-06-28,32
2014-06-29,0
2014-06-30,0
2014-07-01,53
2014-07-02,53
2014-07-03,0
2014-07-04,0
2014-07-05,0
2014-07-06,0
2014-07-07,0
2014-07-08,26
2014-07-09,0
2014-07-10,0
2014-07-11,0
2014-07-12,0
2014-07-13,0
2014-07-14,0
2014-07-15,26
2014-07-16,0
2014-07-17,27
2014-07-18,0
2014-07-19,0
2014-07-20,0
2014-07-21,26
2014-07-22,52
2014-07-23,0
2014-07-24,0
2014-07-25,28
2014-07-26,0
2014-07-27,32
2014-07-28,53
2014-07-29,0
2014-07-30,26
2014-07-31,0
2014-08-01,0
2014-08-02,0
2014-08-03,0
2014-08-04,0
2014-08-05,0
2014-08-06,27
2014-08-07,38
2014-08-08,0
2014-08-09,0
2014-08-10,0
2014-08-11,0
2014-08-12,51
2014-08-13,0
2014-08-14,0
2014-08-15,0
2014-08-16,0
2014-08-17,31
2014-08-18,26
2014-08-19,0
2014-08-20,0
2014-08-21,52
2014-08-22,0
2014-08-23,31
2014-08-24,0
2014-08-25,26
2014-08-26,0
2014-08-27,0
2014-08-28,26
2014-08-29,27
2014-08-30,0
2014-08-31,0
2014-09-01,0
2014-09-02,24
2014-09-03,50
2014-09-04,0
2014-09-05,26
2014-09-06,0
2014-09-07,0
2014-09-08,50
2014-09-09,25
2014-09-10,49
2014-09-11,0
2014-09-12,51
2014-09-13,0
2014-09-14,0
2014-09-15,0
2014-09-16,0
2014-09-17,0
2014-09-18,0
2014-09-19,0
2014-09-20,30
2014-09-21,0
2014-09-22,24
2014-09-23,24
2014-09-24,0
2014-09-25,0
2014-09-26,0
2014-09-27,0
2014-09-28,0
2014-09-29,25
2014-09-30,0
2014-10-01,0
2014-10-02,100
2014-10-03,0
2014-10-04,30
2014-10-05,0
2014-10-06,0
2014-10-07,0
2014-10-08,24
2014-10-09,0
2014-10-10,0
2014-10-11,30
2014-10-12,0
2014-10-13,0
2014-10-14,0
2014-10-15,0
2014-10-16,24
2014-10-17,0
2014-10-18,0
2014-10-19,0
2014-10-20,0
2014-10-21,24
2014-10-22,0
2014-10-23,0
2014-10-24,51
2014-10-25,0
2014-10-26,0
2014-10-27,24
2014-10-28,23
2014-10-29,24
2014-10-30,0
2014-10-31,0
2014-11-01,0
2014-11-02,0
2014-11-03,48
2014-11-04,24
2014-11-05,0
2014-11-06,0
2014-11-07,0
2014-11-08,57
2014-11-09,0
2014-11-10,24
2014-11-11,47
2014-11-12,71
2014-11-13,47
2014-11-14,0
2014-11-15,0
2014-11-16,0
2014-11-17,24
2014-11-18,0
2014-11-19,0
2014-11-20,48
2014-11-21,0
2014-11-22,0
2014-11-23,0
2014-11-24,0
2014-11-25,23
2014-11-26,0
2014-11-27,0
2014-11-28,0
2014-11-29,0
2014-11-30,0
2014-12-01,0
