date,ORLY stock
2016-09-11,0
2016-09-12,29
2016-09-13,0
2016-09-14,43
2016-09-15,0
2016-09-16,0
2016-09-17,0
2016-09-18,0
2016-09-19,28
2016-09-20,42
2016-09-21,14
2016-09-22,44
2016-09-23,30
2016-09-24,0
2016-09-25,0
2016-09-26,0
2016-09-27,14
2016-09-28,0
2016-09-29,14
2016-09-30,0
2016-10-01,0
2016-10-02,0
2016-10-03,0
2016-10-04,28
2016-10-05,14
2016-10-06,43
2016-10-07,15
2016-10-08,0
2016-10-09,0
2016-10-10,28
2016-10-11,42
2016-10-12,14
2016-10-13,29
2016-10-14,30
2016-10-15,0
2016-10-16,0
2016-10-17,28
2016-10-18,28
2016-10-19,28
2016-10-20,14
2016-10-21,15
2016-10-22,0
2016-10-23,0
2016-10-24,28
2016-10-25,28
2016-10-26,42
2016-10-27,100
2016-10-28,59
2016-10-29,17
2016-10-30,0
2016-10-31,44
2016-11-01,0
2016-11-02,14
2016-11-03,28
2016-11-04,59
2016-11-05,0
2016-11-06,16
2016-11-07,27
2016-11-08,27
2016-11-09,89
2016-11-10,28
2016-11-11,44
2016-11-12,0
2016-11-13,0
2016-11-14,14
2016-11-15,0
2016-11-16,28
2016-11-17,28
2016-11-18,14
2016-11-19,0
2016-11-20,0
2016-11-21,0
2016-11-22,14
2016-11-23,42
2016-11-24,14
2016-11-25,43
2016-11-26,0
2016-11-27,0
2016-11-28,13
2016-11-29,13
2016-11-30,67
2016-12-01,54
2016-12-02,28
2016-12-03,0
2016-12-04,0
2016-12-05,25
2016-12-06,13
2016-12-07,40
2016-12-08,0
2016-12-09,42
2016-12-10,31
2016-12-11,0
2016-12-12,0
2016-12-13,66
2016-12-14,27
2016-12-15,69
2016-12-16,14
2016-12-17,0
2016-12-18,0
2016-12-19,14
2016-12-20,57
2016-12-21,29
2016-12-22,15
2016-12-23,30
2016-12-24,0
2016-12-25,0
2016-12-26,15
2016-12-27,14
2016-12-28,29
2016-12-29,0
2016-12-30,15
2016-12-31,17
2017-01-01,0
2017-01-02,14
2017-01-03,0
2017-01-04,68
2017-01-05,41
2017-01-06,0
2017-01-07,0
2017-01-08,0
2017-01-09,0
2017-01-10,26
2017-01-11,0
2017-01-12,26
2017-01-13,27
2017-01-14,15
2017-01-15,15
2017-01-16,26
2017-01-17,52
2017-01-18,0
2017-01-19,0
2017-01-20,27
2017-01-21,0
2017-01-22,0
2017-01-23,77
2017-01-24,39
2017-01-25,26
2017-01-26,13
2017-01-27,27
2017-01-28,15
2017-01-29,0
2017-01-30,39
2017-01-31,0
2017-02-01,0
2017-02-02,13
2017-02-03,67
2017-02-04,15
2017-02-05,0
2017-02-06,38
2017-02-07,52
2017-02-08,51
2017-02-09,52
2017-02-10,41
2017-02-11,0
2017-02-12,0
2017-02-13,25
2017-02-14,0
2017-02-15,39
2017-02-16,0
2017-02-17,26
2017-02-18,30
2017-02-19,0
2017-02-20,0
2017-02-21,51
2017-02-22,38
2017-02-23,26
2017-02-24,13
2017-02-25,0
2017-02-26,0
2017-02-27,13
2017-02-28,25
2017-03-01,62
2017-03-02,0
2017-03-03,52
2017-03-04,0
2017-03-05,0
2017-03-06,49
2017-03-07,48
2017-03-08,13
2017-03-09,0
2017-03-10,13
2017-03-11,0
2017-03-12,14
2017-03-13,0
2017-03-14,25
2017-03-15,51
2017-03-16,26
2017-03-17,0
2017-03-18,29
2017-03-19,0
2017-03-20,26
2017-03-21,0
2017-03-22,38
2017-03-23,26
2017-03-24,40
2017-03-25,0
2017-03-26,15
2017-03-27,0
2017-03-28,26
2017-03-29,0
2017-03-30,26
2017-03-31,27
2017-04-01,15
2017-04-02,0
2017-04-03,51
2017-04-04,13
2017-04-05,51
2017-04-06,26
2017-04-07,40
2017-04-08,15
2017-04-09,0
2017-04-10,26
2017-04-11,13
2017-04-12,13
2017-04-13,14
2017-04-14,0
2017-04-15,15
2017-04-16,15
2017-04-17,27
2017-04-18,25
2017-04-19,13
2017-04-20,0
2017-04-21,68
2017-04-22,0
2017-04-23,0
2017-04-24,77
2017-04-25,0
2017-04-26,25
2017-04-27,90
2017-04-28,54
2017-04-29,15
2017-04-30,0
2017-05-01,28
2017-05-02,25
2017-05-03,13
2017-05-04,13
2017-05-05,67
2017-05-06,0
2017-05-07,0
2017-05-08,26
2017-05-09,51
2017-05-10,13
2017-05-11,39
2017-05-12,27
2017-05-13,30
2017-05-14,0
2017-05-15,13
2017-05-16,27
2017-05-17,0
2017-05-18,27
2017-05-19,43
2017-05-20,16
2017-05-21,16
2017-05-22,27
2017-05-23,81
2017-05-24,28
2017-05-25,14
2017-05-26,15
2017-05-27,17
2017-05-28,0
2017-05-29,0
