date,ORLY stock
2014-07-24,23
2014-07-25,49
2014-07-26,0
2014-07-27,29
2014-07-28,47
2014-07-29,0
2014-07-30,24
2014-07-31,0
2014-08-01,0
2014-08-02,0
2014-08-03,57
2014-08-04,0
2014-08-05,0
2014-08-06,23
2014-08-07,34
2014-08-08,0
2014-08-09,0
2014-08-10,0
2014-08-11,0
2014-08-12,0
2014-08-13,0
2014-08-14,23
2014-08-15,0
2014-08-16,0
2014-08-17,28
2014-08-18,23
2014-08-19,0
2014-08-20,0
2014-08-21,0
2014-08-22,0
2014-08-23,27
2014-08-24,0
2014-08-25,0
2014-08-26,0
2014-08-27,22
2014-08-28,0
2014-08-29,47
2014-08-30,0
2014-08-31,0
2014-09-01,0
2014-09-02,22
2014-09-03,22
2014-09-04,22
2014-09-05,23
2014-09-06,0
2014-09-07,0
2014-09-08,44
2014-09-09,22
2014-09-10,22
2014-09-11,22
2014-09-12,46
2014-09-13,0
2014-09-14,0
2014-09-15,0
2014-09-16,22
2014-09-17,0
2014-09-18,0
2014-09-19,0
2014-09-20,26
2014-09-21,0
2014-09-22,21
2014-09-23,0
2014-09-24,0
2014-09-25,22
2014-09-26,0
2014-09-27,0
2014-09-28,0
2014-09-29,22
2014-09-30,22
2014-10-01,0
2014-10-02,67
2014-10-03,23
2014-10-04,27
2014-10-05,0
2014-10-06,0
2014-10-07,0
2014-10-08,22
2014-10-09,0
2014-10-10,0
2014-10-11,0
2014-10-12,0
2014-10-13,0
2014-10-14,21
2014-10-15,0
2014-10-16,0
2014-10-17,45
2014-10-18,0
2014-10-19,0
2014-10-20,21
2014-10-21,0
2014-10-22,0
2014-10-23,22
2014-10-24,22
2014-10-25,0
2014-10-26,0
2014-10-27,0
2014-10-28,0
2014-10-29,0
2014-10-30,22
2014-10-31,23
2014-11-01,0
2014-11-02,0
2014-11-03,64
2014-11-04,21
2014-11-05,21
2014-11-06,21
2014-11-07,22
2014-11-08,50
2014-11-09,0
2014-11-10,21
2014-11-11,21
2014-11-12,21
2014-11-13,42
2014-11-14,0
2014-11-15,0
2014-11-16,0
2014-11-17,20
2014-11-18,0
2014-11-19,0
2014-11-20,0
2014-11-21,22
2014-11-22,0
2014-11-23,0
2014-11-24,21
2014-11-25,0
2014-11-26,0
2014-11-27,22
2014-11-28,22
2014-11-29,0
2014-11-30,0
2014-12-01,0
2014-12-02,0
2014-12-03,42
2014-12-04,21
2014-12-05,0
2014-12-06,0
2014-12-07,0
2014-12-08,21
2014-12-09,41
2014-12-10,42
2014-12-11,21
2014-12-12,22
2014-12-13,0
2014-12-14,0
2014-12-15,21
2014-12-16,0
2014-12-17,43
2014-12-18,44
2014-12-19,0
2014-12-20,0
2014-12-21,26
2014-12-22,89
2014-12-23,23
2014-12-24,52
2014-12-25,0
2014-12-26,0
2014-12-27,0
2014-12-28,0
2014-12-29,22
2014-12-30,0
2014-12-31,51
2015-01-01,27
2015-01-02,23
2015-01-03,0
2015-01-04,0
2015-01-05,21
2015-01-06,0
2015-01-07,20
2015-01-08,41
2015-01-09,42
2015-01-10,24
2015-01-11,0
2015-01-12,0
2015-01-13,0
2015-01-14,0
2015-01-15,0
2015-01-16,21
2015-01-17,0
2015-01-18,0
2015-01-19,0
2015-01-20,0
2015-01-21,39
2015-01-22,0
2015-01-23,41
2015-01-24,23
2015-01-25,0
2015-01-26,0
2015-01-27,20
2015-01-28,20
2015-01-29,20
2015-01-30,21
2015-01-31,0
2015-02-01,0
2015-02-02,0
2015-02-03,0
2015-02-04,20
2015-02-05,100
2015-02-06,62
2015-02-07,0
2015-02-08,0
2015-02-09,20
2015-02-10,20
2015-02-11,58
2015-02-12,40
2015-02-13,21
2015-02-14,0
2015-02-15,24
2015-02-16,0
2015-02-17,0
2015-02-18,20
2015-02-19,61
2015-02-20,0
2015-02-21,23
2015-02-22,0
2015-02-23,39
2015-02-24,19
2015-02-25,39
2015-02-26,0
2015-02-27,40
2015-02-28,0
2015-03-01,0
2015-03-02,19
2015-03-03,20
2015-03-04,20
2015-03-05,20
2015-03-06,42
2015-03-07,47
2015-03-08,23
2015-03-09,99
2015-03-10,0
2015-03-11,0
2015-03-12,0
2015-03-13,61
2015-03-14,0
2015-03-15,23
2015-03-16,0
2015-03-17,40
2015-03-18,20
2015-03-19,98
2015-03-20,60
2015-03-21,0
2015-03-22,0
2015-03-23,0
2015-03-24,39
2015-03-25,29
2015-03-26,68
2015-03-27,20
2015-03-28,25
2015-03-29,0
2015-03-30,20
2015-03-31,20
2015-04-01,20
2015-04-02,63
2015-04-03,67
2015-04-04,0
2015-04-05,0
2015-04-06,63
2015-04-07,59
2015-04-08,20
2015-04-09,40
2015-04-10,21
