date,ORLY stock
2018-02-13,94
2018-02-14,32
2018-02-15,79
2018-02-16,66
2018-02-17,18
2018-02-18,18
2018-02-19,0
2018-02-20,47
2018-02-21,93
2018-02-22,31
2018-02-23,49
2018-02-24,0
2018-02-25,0
2018-02-26,15
2018-02-27,15
2018-02-28,61
2018-03-01,91
2018-03-02,0
2018-03-03,0
2018-03-04,0
2018-03-05,15
2018-03-06,31
2018-03-07,78
2018-03-08,16
2018-03-09,66
2018-03-10,18
2018-03-11,0
2018-03-12,31
2018-03-13,15
2018-03-14,15
2018-03-15,0
2018-03-16,64
2018-03-17,0
2018-03-18,0
2018-03-19,15
2018-03-20,15
2018-03-21,15
2018-03-22,47
2018-03-23,49
2018-03-24,0
2018-03-25,0
2018-03-26,95
2018-03-27,16
2018-03-28,48
2018-03-29,100
2018-03-30,18
2018-03-31,37
2018-04-01,0
2018-04-02,33
2018-04-03,31
2018-04-04,31
2018-04-05,48
2018-04-06,33
2018-04-07,0
2018-04-08,0
2018-04-09,15
