date,ORLY stock
2015-12-26,0
2015-12-27,0
2015-12-28,0
2015-12-29,32
2015-12-30,32
2015-12-31,70
2016-01-01,0
2016-01-02,0
2016-01-03,0
2016-01-04,77
2016-01-05,31
2016-01-06,31
2016-01-07,47
2016-01-08,16
2016-01-09,34
2016-01-10,17
2016-01-11,0
2016-01-12,30
2016-01-13,61
2016-01-14,15
2016-01-15,48
2016-01-16,0
2016-01-17,0
2016-01-18,15
2016-01-19,15
2016-01-20,45
2016-01-21,93
2016-01-22,0
2016-01-23,0
2016-01-24,0
2016-01-25,45
2016-01-26,30
2016-01-27,45
2016-01-28,45
2016-01-29,16
2016-01-30,17
2016-01-31,17
2016-02-01,15
2016-02-02,45
2016-02-03,60
2016-02-04,31
2016-02-05,0
2016-02-06,0
2016-02-07,0
2016-02-08,31
2016-02-09,46
2016-02-10,74
2016-02-11,61
2016-02-12,47
2016-02-13,51
2016-02-14,17
2016-02-15,0
2016-02-16,30
2016-02-17,30
2016-02-18,15
2016-02-19,15
2016-02-20,0
2016-02-21,0
2016-02-22,0
2016-02-23,59
2016-02-24,0
2016-02-25,45
2016-02-26,31
2016-02-27,0
2016-02-28,0
2016-02-29,15
2016-03-01,29
2016-03-02,44
2016-03-03,60
2016-03-04,15
2016-03-05,0
2016-03-06,0
2016-03-07,15
2016-03-08,44
2016-03-09,45
2016-03-10,60
2016-03-11,31
2016-03-12,0
2016-03-13,0
2016-03-14,15
2016-03-15,15
2016-03-16,15
2016-03-17,15
2016-03-18,16
2016-03-19,17
2016-03-20,0
2016-03-21,0
2016-03-22,0
2016-03-23,46
2016-03-24,16
2016-03-25,17
2016-03-26,0
2016-03-27,0
2016-03-28,47
2016-03-29,30
2016-03-30,15
2016-03-31,30
2016-04-01,16
2016-04-02,0
2016-04-03,0
2016-04-04,45
2016-04-05,44
2016-04-06,15
2016-04-07,15
2016-04-08,0
2016-04-09,0
2016-04-10,0
2016-04-11,30
2016-04-12,15
2016-04-13,30
2016-04-14,31
2016-04-15,31
2016-04-16,0
2016-04-17,0
2016-04-18,45
2016-04-19,0
2016-04-20,45
2016-04-21,30
2016-04-22,63
2016-04-23,17
2016-04-24,0
2016-04-25,74
2016-04-26,29
2016-04-27,45
2016-04-28,30
2016-04-29,47
2016-04-30,0
2016-05-01,0
2016-05-02,31
2016-05-03,60
2016-05-04,30
2016-05-05,0
2016-05-06,64
2016-05-07,0
2016-05-08,0
2016-05-09,61
2016-05-10,15
2016-05-11,30
2016-05-12,15
2016-05-13,16
2016-05-14,0
2016-05-15,17
2016-05-16,15
2016-05-17,0
2016-05-18,59
2016-05-19,0
2016-05-20,16
2016-05-21,18
2016-05-22,17
2016-05-23,45
2016-05-24,15
2016-05-25,46
2016-05-26,0
2016-05-27,16
2016-05-28,0
2016-05-29,0
2016-05-30,16
2016-05-31,61
2016-06-01,30
2016-06-02,15
2016-06-03,0
2016-06-04,0
2016-06-05,0
2016-06-06,61
2016-06-07,0
2016-06-08,46
2016-06-09,31
2016-06-10,16
2016-06-11,0
2016-06-12,0
2016-06-13,0
2016-06-14,15
2016-06-15,30
2016-06-16,0
2016-06-17,0
2016-06-18,0
2016-06-19,0
2016-06-20,30
2016-06-21,30
2016-06-22,15
2016-06-23,47
2016-06-24,81
2016-06-25,0
2016-06-26,0
2016-06-27,46
2016-06-28,15
2016-06-29,62
2016-06-30,47
2016-07-01,49
2016-07-02,18
2016-07-03,18
2016-07-04,0
2016-07-05,0
2016-07-06,0
2016-07-07,100
2016-07-08,0
2016-07-09,19
2016-07-10,0
2016-07-11,32
2016-07-12,48
2016-07-13,16
2016-07-14,15
2016-07-15,50
2016-07-16,0
2016-07-17,0
2016-07-18,0
2016-07-19,0
2016-07-20,32
2016-07-21,16
2016-07-22,17
2016-07-23,0
2016-07-24,0
2016-07-25,0
2016-07-26,32
2016-07-27,80
2016-07-28,65
2016-07-29,84
2016-07-30,0
2016-07-31,0
2016-08-01,0
2016-08-02,32
2016-08-03,48
2016-08-04,33
2016-08-05,52
2016-08-06,20
2016-08-07,0
2016-08-08,0
2016-08-09,16
2016-08-10,50
2016-08-11,34
2016-08-12,18
2016-08-13,19
2016-08-14,0
2016-08-15,18
2016-08-16,17
2016-08-17,17
2016-08-18,0
2016-08-19,0
2016-08-20,0
2016-08-21,0
2016-08-22,17
2016-08-23,67
2016-08-24,16
2016-08-25,16
2016-08-26,17
2016-08-27,18
2016-08-28,0
2016-08-29,32
2016-08-30,0
2016-08-31,47
2016-09-01,0
2016-09-02,0
2016-09-03,0
2016-09-04,0
2016-09-05,0
2016-09-06,46
2016-09-07,0
2016-09-08,16
2016-09-09,16
2016-09-10,0
2016-09-11,0
