date,FOX stock
2012-06-04,16
2012-06-05,21
2012-06-06,8
2012-06-07,14
2012-06-08,8
2012-06-09,7
2012-06-10,10
2012-06-11,19
2012-06-12,8
2012-06-13,3
2012-06-14,16
2012-06-15,9
2012-06-16,7
2012-06-17,10
2012-06-18,11
2012-06-19,3
2012-06-20,5
2012-06-21,8
2012-06-22,14
2012-06-23,10
2012-06-24,10
2012-06-25,16
2012-06-26,11
2012-06-27,8
2012-06-28,5
2012-06-29,14
2012-06-30,7
2012-07-01,7
2012-07-02,8
2012-07-03,22
2012-07-04,6
2012-07-05,14
2012-07-06,6
2012-07-07,10
2012-07-08,13
2012-07-09,0
2012-07-10,3
2012-07-11,6
2012-07-12,8
2012-07-13,8
2012-07-14,14
2012-07-15,17
2012-07-16,16
2012-07-17,5
2012-07-18,11
2012-07-19,20
2012-07-20,9
2012-07-21,4
2012-07-22,14
2012-07-23,5
2012-07-24,8
2012-07-25,5
2012-07-26,17
2012-07-27,17
2012-07-28,7
2012-07-29,0
2012-07-30,19
2012-07-31,8
2012-08-01,22
2012-08-02,25
2012-08-03,9
2012-08-04,7
2012-08-05,7
2012-08-06,8
2012-08-07,16
2012-08-08,8
2012-08-09,6
2012-08-10,12
2012-08-11,20
2012-08-12,0
2012-08-13,11
2012-08-14,22
2012-08-15,8
2012-08-16,6
2012-08-17,20
2012-08-18,17
2012-08-19,21
2012-08-20,6
2012-08-21,19
2012-08-22,5
2012-08-23,17
2012-08-24,9
2012-08-25,7
2012-08-26,6
2012-08-27,3
2012-08-28,21
2012-08-29,13
2012-08-30,11
2012-08-31,8
2012-09-01,13
2012-09-02,10
2012-09-03,8
2012-09-04,13
2012-09-05,5
2012-09-06,16
2012-09-07,17
2012-09-08,10
2012-09-09,13
2012-09-10,23
2012-09-11,15
2012-09-12,16
2012-09-13,21
2012-09-14,3
2012-09-15,13
2012-09-16,16
2012-09-17,21
2012-09-18,8
2012-09-19,15
2012-09-20,3
2012-09-21,11
2012-09-22,6
2012-09-23,6
2012-09-24,23
2012-09-25,10
2012-09-26,3
2012-09-27,8
2012-09-28,14
2012-09-29,9
2012-09-30,9
2012-10-01,18
2012-10-02,13
2012-10-03,26
2012-10-04,13
2012-10-05,21
2012-10-06,6
2012-10-07,6
2012-10-08,13
2012-10-09,15
2012-10-10,12
2012-10-11,20
2012-10-12,16
2012-10-13,9
2012-10-14,6
2012-10-15,10
2012-10-16,17
2012-10-17,12
2012-10-18,15
2012-10-19,16
2012-10-20,21
2012-10-21,6
2012-10-22,12
2012-10-23,17
2012-10-24,30
2012-10-25,15
2012-10-26,18
2012-10-27,9
2012-10-28,0
2012-10-29,14
2012-10-30,22
2012-10-31,13
2012-11-01,21
2012-11-02,11
2012-11-03,3
2012-11-04,3
2012-11-05,15
2012-11-06,24
2012-11-07,100
2012-11-08,79
2012-11-09,44
2012-11-10,12
2012-11-11,12
2012-11-12,12
2012-11-13,22
2012-11-14,20
2012-11-15,25
2012-11-16,33
2012-11-17,20
2012-11-18,3
2012-11-19,7
2012-11-20,24
2012-11-21,22
2012-11-22,13
2012-11-23,21
2012-11-24,9
2012-11-25,11
2012-11-26,12
2012-11-27,17
2012-11-28,2
2012-11-29,14
2012-11-30,13
2012-12-01,9
2012-12-02,8
2012-12-03,12
2012-12-04,19
2012-12-05,14
2012-12-06,15
2012-12-07,20
2012-12-08,12
2012-12-09,6
2012-12-10,28
2012-12-11,17
2012-12-12,14
2012-12-13,15
2012-12-14,10
2012-12-15,17
2012-12-16,6
2012-12-17,17
2012-12-18,12
2012-12-19,20
2012-12-20,18
2012-12-21,11
2012-12-22,6
2012-12-23,3
2012-12-24,15
2012-12-25,3
2012-12-26,14
2012-12-27,23
2012-12-28,16
2012-12-29,9
2012-12-30,9
2012-12-31,23
2013-01-01,22
2013-01-02,17
2013-01-03,24
2013-01-04,12
2013-01-05,11
2013-01-06,6
2013-01-07,12
2013-01-08,12
2013-01-09,16
2013-01-10,12
2013-01-11,12
2013-01-12,11
2013-01-13,3
2013-01-14,16
2013-01-15,13
2013-01-16,23
2013-01-17,16
2013-01-18,10
2013-01-19,11
2013-01-20,8
2013-01-21,14
2013-01-22,16
2013-01-23,11
2013-01-24,14
2013-01-25,28
2013-01-26,16
2013-01-27,19
2013-01-28,25
2013-01-29,20
2013-01-30,31
2013-01-31,16
2013-02-01,24
2013-02-02,16
2013-02-03,21
2013-02-04,14
2013-02-05,23
2013-02-06,20
2013-02-07,23
2013-02-08,21
2013-02-09,6
2013-02-10,19
2013-02-11,21
2013-02-12,12
2013-02-13,34
2013-02-14,23
2013-02-15,21
2013-02-16,30
2013-02-17,19
2013-02-18,9
2013-02-19,20
