date,FOX stock
2014-07-24,30
2014-07-25,37
2014-07-26,24
2014-07-27,24
2014-07-28,40
2014-07-29,40
2014-07-30,60
2014-07-31,56
2014-08-01,42
2014-08-02,29
2014-08-03,42
2014-08-04,74
2014-08-05,64
2014-08-06,59
2014-08-07,50
2014-08-08,63
2014-08-09,30
2014-08-10,23
2014-08-11,49
2014-08-12,72
2014-08-13,53
2014-08-14,30
2014-08-15,42
2014-08-16,23
2014-08-17,24
2014-08-18,15
2014-08-19,39
2014-08-20,53
2014-08-21,34
2014-08-22,15
2014-08-23,23
2014-08-24,23
2014-08-25,67
2014-08-26,33
2014-08-27,38
2014-08-28,29
2014-08-29,80
2014-08-30,23
2014-08-31,11
2014-09-01,43
2014-09-02,32
2014-09-03,37
2014-09-04,33
2014-09-05,34
2014-09-06,40
2014-09-07,22
2014-09-08,33
2014-09-09,41
2014-09-10,55
2014-09-11,60
2014-09-12,49
2014-09-13,33
2014-09-14,22
2014-09-15,78
2014-09-16,28
2014-09-17,60
2014-09-18,42
2014-09-19,29
2014-09-20,39
2014-09-21,38
2014-09-22,23
2014-09-23,50
2014-09-24,74
2014-09-25,70
2014-09-26,43
2014-09-27,17
2014-09-28,6
2014-09-29,23
2014-09-30,59
2014-10-01,51
2014-10-02,38
2014-10-03,30
2014-10-04,17
2014-10-05,27
2014-10-06,32
2014-10-07,23
2014-10-08,37
2014-10-09,51
2014-10-10,33
2014-10-11,39
2014-10-12,22
2014-10-13,63
2014-10-14,54
2014-10-15,86
2014-10-16,100
2014-10-17,57
2014-10-18,55
2014-10-19,43
2014-10-20,36
2014-10-21,62
2014-10-22,18
2014-10-23,60
2014-10-24,38
2014-10-25,22
2014-10-26,21
2014-10-27,67
2014-10-28,35
2014-10-29,36
2014-10-30,87
2014-10-31,73
2014-11-01,33
2014-11-02,31
2014-11-03,27
2014-11-04,44
2014-11-05,35
2014-11-06,54
2014-11-07,66
2014-11-08,21
2014-11-09,21
2014-11-10,22
2014-11-11,40
2014-11-12,22
2014-11-13,48
2014-11-14,55
2014-11-15,31
2014-11-16,26
2014-11-17,52
2014-11-18,47
2014-11-19,51
2014-11-20,59
2014-11-21,37
2014-11-22,21
2014-11-23,41
2014-11-24,44
2014-11-25,69
2014-11-26,35
2014-11-27,28
2014-11-28,19
2014-11-29,31
2014-11-30,10
2014-12-01,43
2014-12-02,34
2014-12-03,71
2014-12-04,40
2014-12-05,51
2014-12-06,32
2014-12-07,36
2014-12-08,58
2014-12-09,70
2014-12-10,27
2014-12-11,50
2014-12-12,52
2014-12-13,27
2014-12-14,32
2014-12-15,62
2014-12-16,40
2014-12-17,32
2014-12-18,69
2014-12-19,43
2014-12-20,38
2014-12-21,33
2014-12-22,38
2014-12-23,24
2014-12-24,66
2014-12-25,24
2014-12-26,42
2014-12-27,48
2014-12-28,27
2014-12-29,52
2014-12-30,58
2014-12-31,59
2015-01-01,11
2015-01-02,39
2015-01-03,26
2015-01-04,35
2015-01-05,48
2015-01-06,44
2015-01-07,56
2015-01-08,56
2015-01-09,44
2015-01-10,40
2015-01-11,10
2015-01-12,38
2015-01-13,67
2015-01-14,64
2015-01-15,60
2015-01-16,53
2015-01-17,20
2015-01-18,54
2015-01-19,38
2015-01-20,46
2015-01-21,71
2015-01-22,60
2015-01-23,17
2015-01-24,40
2015-01-25,10
2015-01-26,34
2015-01-27,79
2015-01-28,59
2015-01-29,38
2015-01-30,48
2015-01-31,30
2015-02-01,14
2015-02-02,46
2015-02-03,38
2015-02-04,46
2015-02-05,72
2015-02-06,62
2015-02-07,30
2015-02-08,10
2015-02-09,45
2015-02-10,29
2015-02-11,41
2015-02-12,60
2015-02-13,31
2015-02-14,40
2015-02-15,56
2015-02-16,56
2015-02-17,30
2015-02-18,43
2015-02-19,56
2015-02-20,53
2015-02-21,24
2015-02-22,19
2015-02-23,37
2015-02-24,33
2015-02-25,66
2015-02-26,55
2015-02-27,30
2015-02-28,34
2015-03-01,14
2015-03-02,49
2015-03-03,71
2015-03-04,46
2015-03-05,76
2015-03-06,48
2015-03-07,50
2015-03-08,20
2015-03-09,63
2015-03-10,57
2015-03-11,12
2015-03-12,50
2015-03-13,26
2015-03-14,24
2015-03-15,5
2015-03-16,29
2015-03-17,46
2015-03-18,42
2015-03-19,41
2015-03-20,55
2015-03-21,24
2015-03-22,38
2015-03-23,33
2015-03-24,29
2015-03-25,24
2015-03-26,48
2015-03-27,26
2015-03-28,26
2015-03-29,40
2015-03-30,58
2015-03-31,67
2015-04-01,43
2015-04-02,88
2015-04-03,42
2015-04-04,10
2015-04-05,31
2015-04-06,36
2015-04-07,46
2015-04-08,29
2015-04-09,59
2015-04-10,36
