date,FOX stock
2013-06-29,12
2013-06-30,6
2013-07-01,60
2013-07-02,35
2013-07-03,61
2013-07-04,11
2013-07-05,55
2013-07-06,13
2013-07-07,62
2013-07-08,50
2013-07-09,25
2013-07-10,36
2013-07-11,56
2013-07-12,32
2013-07-13,44
2013-07-14,6
2013-07-15,46
2013-07-16,30
2013-07-17,67
2013-07-18,52
2013-07-19,21
2013-07-20,6
2013-07-21,37
2013-07-22,45
2013-07-23,35
2013-07-24,71
2013-07-25,47
2013-07-26,37
2013-07-27,38
2013-07-28,24
2013-07-29,39
2013-07-30,44
2013-07-31,45
2013-08-01,41
2013-08-02,43
2013-08-03,25
2013-08-04,37
2013-08-05,61
2013-08-06,46
2013-08-07,41
2013-08-08,62
2013-08-09,43
2013-08-10,18
2013-08-11,19
2013-08-12,20
2013-08-13,40
2013-08-14,25
2013-08-15,53
2013-08-16,27
2013-08-17,54
2013-08-18,30
2013-08-19,30
2013-08-20,65
2013-08-21,35
2013-08-22,40
2013-08-23,52
2013-08-24,18
2013-08-25,18
2013-08-26,43
2013-08-27,48
2013-08-28,49
2013-08-29,54
2013-08-30,10
2013-08-31,42
2013-09-01,29
2013-09-02,20
2013-09-03,29
2013-09-04,53
2013-09-05,44
2013-09-06,46
2013-09-07,29
2013-09-08,11
2013-09-09,33
2013-09-10,28
2013-09-11,47
2013-09-12,52
2013-09-13,40
2013-09-14,6
2013-09-15,33
2013-09-16,47
2013-09-17,61
2013-09-18,38
2013-09-19,38
2013-09-20,35
2013-09-21,11
2013-09-22,33
2013-09-23,29
2013-09-24,70
2013-09-25,62
2013-09-26,63
2013-09-27,40
2013-09-28,23
2013-09-29,51
2013-09-30,51
2013-10-01,84
2013-10-02,43
2013-10-03,58
2013-10-04,64
2013-10-05,28
2013-10-06,27
2013-10-07,42
2013-10-08,70
2013-10-09,47
2013-10-10,58
2013-10-11,40
2013-10-12,40
2013-10-13,11
2013-10-14,77
2013-10-15,47
2013-10-16,71
2013-10-17,39
2013-10-18,39
2013-10-19,50
2013-10-20,17
2013-10-21,41
2013-10-22,83
2013-10-23,56
2013-10-24,23
2013-10-25,39
2013-10-26,22
2013-10-27,32
2013-10-28,50
2013-10-29,55
2013-10-30,79
2013-10-31,29
2013-11-01,51
2013-11-02,28
2013-11-03,27
2013-11-04,37
2013-11-05,51
2013-11-06,45
2013-11-07,79
2013-11-08,53
2013-11-09,33
2013-11-10,21
2013-11-11,55
2013-11-12,37
2013-11-13,61
2013-11-14,71
2013-11-15,49
2013-11-16,33
2013-11-17,16
2013-11-18,32
2013-11-19,100
2013-11-20,46
2013-11-21,28
2013-11-22,19
2013-11-23,21
2013-11-24,21
2013-11-25,36
2013-11-26,36
2013-11-27,32
2013-11-28,34
2013-11-29,35
2013-11-30,38
2013-12-01,20
2013-12-02,44
2013-12-03,27
2013-12-04,50
2013-12-05,36
2013-12-06,43
2013-12-07,22
2013-12-08,16
2013-12-09,50
2013-12-10,87
2013-12-11,41
2013-12-12,61
2013-12-13,44
2013-12-14,33
2013-12-15,27
2013-12-16,50
2013-12-17,42
2013-12-18,42
2013-12-19,19
2013-12-20,41
2013-12-21,17
2013-12-22,12
2013-12-23,25
2013-12-24,80
2013-12-25,6
2013-12-26,26
2013-12-27,25
2013-12-28,45
2013-12-29,39
2013-12-30,40
2013-12-31,39
2014-01-01,29
2014-01-02,33
2014-01-03,53
2014-01-04,32
2014-01-05,21
2014-01-06,50
2014-01-07,36
2014-01-08,53
2014-01-09,45
2014-01-10,51
2014-01-11,36
2014-01-12,20
2014-01-13,35
2014-01-14,66
2014-01-15,44
2014-01-16,45
2014-01-17,46
2014-01-18,32
2014-01-19,21
2014-01-20,31
2014-01-21,52
2014-01-22,70
2014-01-23,44
2014-01-24,32
2014-01-25,36
2014-01-26,31
2014-01-27,47
2014-01-28,61
2014-01-29,53
2014-01-30,45
2014-01-31,69
2014-02-01,26
2014-02-02,30
2014-02-03,78
2014-02-04,61
2014-02-05,52
2014-02-06,48
2014-02-07,59
2014-02-08,30
2014-02-09,35
2014-02-10,43
2014-02-11,81
2014-02-12,22
2014-02-13,43
2014-02-14,58
2014-02-15,21
2014-02-16,25
2014-02-17,44
2014-02-18,56
2014-02-19,74
2014-02-20,40
2014-02-21,60
2014-02-22,41
2014-02-23,25
2014-02-24,34
2014-02-25,65
2014-02-26,22
2014-02-27,52
2014-02-28,41
2014-03-01,15
2014-03-02,20
2014-03-03,48
2014-03-04,48
2014-03-05,49
2014-03-06,35
2014-03-07,50
2014-03-08,47
2014-03-09,21
2014-03-10,35
2014-03-11,65
2014-03-12,48
2014-03-13,84
2014-03-14,64
2014-03-15,26
2014-03-16,40
