date,FOX stock
2015-12-26,7
2015-12-27,11
2015-12-28,13
2015-12-29,32
2015-12-30,17
2015-12-31,13
2016-01-01,6
2016-01-02,7
2016-01-03,5
2016-01-04,22
2016-01-05,27
2016-01-06,26
2016-01-07,32
2016-01-08,34
2016-01-09,22
2016-01-10,5
2016-01-11,31
2016-01-12,22
2016-01-13,17
2016-01-14,28
2016-01-15,66
2016-01-16,24
2016-01-17,12
2016-01-18,17
2016-01-19,37
2016-01-20,28
2016-01-21,44
2016-01-22,25
2016-01-23,18
2016-01-24,11
2016-01-25,16
2016-01-26,17
2016-01-27,33
2016-01-28,33
2016-01-29,36
2016-01-30,11
2016-01-31,9
2016-02-01,19
2016-02-02,29
2016-02-03,28
2016-02-04,21
2016-02-05,24
2016-02-06,13
2016-02-07,4
2016-02-08,29
2016-02-09,32
2016-02-10,37
2016-02-11,22
2016-02-12,27
2016-02-13,10
2016-02-14,5
2016-02-15,14
2016-02-16,14
2016-02-17,22
2016-02-18,17
2016-02-19,14
2016-02-20,11
2016-02-21,12
2016-02-22,23
2016-02-23,20
2016-02-24,27
2016-02-25,17
2016-02-26,32
2016-02-27,17
2016-02-28,7
2016-02-29,24
2016-03-01,11
2016-03-02,23
2016-03-03,34
2016-03-04,41
2016-03-05,9
2016-03-06,9
2016-03-07,24
2016-03-08,15
2016-03-09,22
2016-03-10,20
2016-03-11,26
2016-03-12,5
2016-03-13,11
2016-03-14,23
2016-03-15,28
2016-03-16,14
2016-03-17,20
2016-03-18,18
2016-03-19,20
2016-03-20,5
2016-03-21,17
2016-03-22,28
2016-03-23,19
2016-03-24,23
2016-03-25,21
2016-03-26,11
2016-03-27,11
2016-03-28,28
2016-03-29,20
2016-03-30,22
2016-03-31,22
2016-04-01,14
2016-04-02,9
2016-04-03,11
2016-04-04,9
2016-04-05,20
2016-04-06,19
2016-04-07,17
2016-04-08,18
2016-04-09,14
2016-04-10,4
2016-04-11,23
2016-04-12,18
2016-04-13,14
2016-04-14,22
2016-04-15,24
2016-04-16,16
2016-04-17,9
2016-04-18,21
2016-04-19,20
2016-04-20,16
2016-04-21,25
2016-04-22,13
2016-04-23,13
2016-04-24,9
2016-04-25,18
2016-04-26,20
2016-04-27,15
2016-04-28,17
2016-04-29,23
2016-04-30,13
2016-05-01,13
2016-05-02,25
2016-05-03,26
2016-05-04,13
2016-05-05,23
2016-05-06,16
2016-05-07,13
2016-05-08,11
2016-05-09,16
2016-05-10,18
2016-05-11,17
2016-05-12,23
2016-05-13,16
2016-05-14,11
2016-05-15,9
2016-05-16,12
2016-05-17,18
2016-05-18,28
2016-05-19,14
2016-05-20,19
2016-05-21,11
2016-05-22,9
2016-05-23,14
2016-05-24,20
2016-05-25,14
2016-05-26,15
2016-05-27,13
2016-05-28,15
2016-05-29,11
2016-05-30,13
2016-05-31,14
2016-06-01,27
2016-06-02,9
2016-06-03,18
2016-06-04,7
2016-06-05,9
2016-06-06,12
2016-06-07,21
2016-06-08,22
2016-06-09,13
2016-06-10,17
2016-06-11,11
2016-06-12,9
2016-06-13,22
2016-06-14,23
2016-06-15,24
2016-06-16,19
2016-06-17,18
2016-06-18,7
2016-06-19,7
2016-06-20,20
2016-06-21,22
2016-06-22,22
2016-06-23,19
2016-06-24,100
2016-06-25,11
2016-06-26,9
2016-06-27,39
2016-06-28,37
2016-06-29,19
2016-06-30,19
2016-07-01,20
2016-07-02,19
2016-07-03,4
2016-07-04,7
2016-07-05,30
2016-07-06,30
2016-07-07,24
2016-07-08,28
2016-07-09,8
2016-07-10,8
2016-07-11,37
2016-07-12,25
2016-07-13,17
2016-07-14,30
2016-07-15,31
2016-07-16,6
2016-07-17,8
2016-07-18,18
2016-07-19,38
2016-07-20,38
2016-07-21,39
2016-07-22,30
2016-07-23,14
2016-07-24,6
2016-07-25,23
2016-07-26,23
2016-07-27,27
2016-07-28,27
2016-07-29,16
2016-07-30,8
2016-07-31,13
2016-08-01,18
2016-08-02,20
2016-08-03,25
2016-08-04,22
2016-08-05,22
2016-08-06,6
2016-08-07,8
2016-08-08,22
2016-08-09,19
2016-08-10,26
2016-08-11,18
2016-08-12,13
2016-08-13,10
2016-08-14,6
2016-08-15,20
2016-08-16,19
2016-08-17,12
2016-08-18,25
2016-08-19,15
2016-08-20,4
2016-08-21,6
2016-08-22,19
2016-08-23,22
2016-08-24,8
2016-08-25,18
2016-08-26,19
2016-08-27,10
2016-08-28,2
2016-08-29,19
2016-08-30,15
2016-08-31,15
2016-09-01,25
2016-09-02,17
2016-09-03,12
2016-09-04,11
2016-09-05,7
2016-09-06,19
2016-09-07,18
2016-09-08,20
2016-09-09,22
2016-09-10,11
2016-09-11,11
