date,FOX stock
2011-09-18,31
2011-09-19,45
2011-09-20,63
2011-09-21,57
2011-09-22,84
2011-09-23,81
2011-09-24,24
2011-09-25,55
2011-09-26,51
2011-09-27,44
2011-09-28,70
2011-09-29,45
2011-09-30,68
2011-10-01,81
2011-10-02,64
2011-10-03,32
2011-10-04,31
2011-10-05,88
2011-10-06,96
2011-10-07,67
2011-10-08,39
2011-10-09,30
2011-10-10,57
2011-10-11,35
2011-10-12,73
2011-10-13,82
2011-10-14,79
2011-10-15,15
2011-10-16,30
2011-10-17,68
2011-10-18,19
2011-10-19,56
2011-10-20,51
2011-10-21,40
2011-10-22,23
2011-10-23,22
2011-10-24,67
2011-10-25,73
2011-10-26,50
2011-10-27,63
2011-10-28,67
2011-10-29,78
2011-10-30,23
2011-10-31,26
2011-11-01,71
2011-11-02,44
2011-11-03,100
2011-11-04,58
2011-11-05,38
2011-11-06,45
2011-11-07,37
2011-11-08,49
2011-11-09,74
2011-11-10,56
2011-11-11,26
2011-11-12,38
2011-11-13,52
2011-11-14,73
2011-11-15,49
2011-11-16,73
2011-11-17,74
2011-11-18,39
2011-11-19,30
2011-11-20,22
2011-11-21,72
2011-11-22,48
2011-11-23,25
2011-11-24,0
2011-11-25,47
2011-11-26,37
2011-11-27,29
2011-11-28,65
2011-11-29,24
2011-11-30,97
2011-12-01,61
2011-12-02,38
2011-12-03,44
2011-12-04,29
2011-12-05,42
2011-12-06,42
2011-12-07,37
2011-12-08,62
2011-12-09,58
2011-12-10,58
2011-12-11,14
2011-12-12,78
2011-12-13,54
2011-12-14,36
2011-12-15,61
2011-12-16,45
2011-12-17,22
2011-12-18,0
2011-12-19,49
2011-12-20,56
2011-12-21,57
2011-12-22,66
2011-12-23,28
2011-12-24,25
2011-12-25,18
2011-12-26,36
2011-12-27,46
2011-12-28,45
2011-12-29,39
2011-12-30,62
2011-12-31,40
2012-01-01,33
2012-01-02,64
2012-01-03,30
2012-01-04,71
2012-01-05,42
2012-01-06,25
2012-01-07,35
2012-01-08,21
2012-01-09,58
2012-01-10,63
2012-01-11,52
2012-01-12,52
2012-01-13,36
2012-01-14,21
2012-01-15,27
2012-01-16,29
2012-01-17,91
2012-01-18,74
2012-01-19,86
2012-01-20,53
2012-01-21,34
2012-01-22,14
2012-01-23,23
2012-01-24,56
2012-01-25,51
2012-01-26,29
2012-01-27,42
2012-01-28,70
2012-01-29,41
2012-01-30,39
2012-01-31,56
2012-02-01,68
2012-02-02,46
2012-02-03,82
2012-02-04,0
2012-02-05,53
2012-02-06,22
2012-02-07,45
2012-02-08,45
2012-02-09,57
2012-02-10,41
2012-02-11,41
2012-02-12,33
2012-02-13,66
2012-02-14,63
2012-02-15,29
2012-02-16,40
2012-02-17,77
2012-02-18,48
2012-02-19,27
2012-02-20,58
2012-02-21,64
2012-02-22,39
2012-02-23,28
2012-02-24,47
2012-02-25,54
2012-02-26,60
2012-02-27,72
2012-02-28,67
2012-02-29,61
2012-03-01,53
2012-03-02,67
2012-03-03,42
2012-03-04,48
2012-03-05,35
2012-03-06,72
2012-03-07,72
2012-03-08,74
2012-03-09,41
2012-03-10,13
2012-03-11,46
2012-03-12,28
2012-03-13,33
2012-03-14,39
2012-03-15,79
2012-03-16,59
2012-03-17,21
2012-03-18,40
2012-03-19,44
2012-03-20,33
2012-03-21,61
2012-03-22,23
2012-03-23,18
2012-03-24,55
2012-03-25,68
2012-03-26,55
2012-03-27,62
2012-03-28,62
2012-03-29,63
2012-03-30,48
2012-03-31,20
2012-04-01,27
2012-04-02,51
2012-04-03,79
2012-04-04,29
2012-04-05,71
2012-04-06,20
2012-04-07,0
2012-04-08,51
2012-04-09,54
2012-04-10,53
2012-04-11,50
2012-04-12,73
2012-04-13,53
2012-04-14,13
2012-04-15,33
2012-04-16,50
2012-04-17,16
2012-04-18,50
2012-04-19,45
2012-04-20,59
2012-04-21,34
2012-04-22,52
2012-04-23,33
2012-04-24,33
2012-04-25,33
2012-04-26,50
2012-04-27,35
2012-04-28,34
2012-04-29,41
2012-04-30,64
2012-05-01,37
2012-05-02,78
2012-05-03,51
2012-05-04,82
2012-05-05,20
2012-05-06,26
2012-05-07,44
2012-05-08,60
2012-05-09,44
2012-05-10,56
2012-05-11,29
2012-05-12,62
2012-05-13,34
2012-05-14,49
2012-05-15,32
2012-05-16,72
2012-05-17,52
2012-05-18,89
2012-05-19,42
2012-05-20,47
2012-05-21,87
2012-05-22,60
2012-05-23,83
2012-05-24,45
2012-05-25,47
2012-05-26,14
2012-05-27,35
2012-05-28,12
2012-05-29,86
2012-05-30,65
2012-05-31,77
2012-06-01,52
2012-06-02,82
2012-06-03,40
2012-06-04,81
